Orthogroup	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0034048			sp|O60393|NOBOX_HUMAN	
OG0034049			sp|P09110|THIK_HUMAN	
OG0034050			sp|P42679|MATK_HUMAN	
OG0034051			sp|P59190|RAB15_HUMAN	
OG0034052			sp|Q05209|PTN12_HUMAN	
OG0034053			sp|Q6UWF3|SCIMP_HUMAN	
OG0034054			sp|Q8N3T1|GLT15_HUMAN	
OG0034055			sp|Q8N693|ESX1_HUMAN	
OG0034056			sp|Q8TDU6|GPBAR_HUMAN	
OG0034057			sp|Q9BVV2|FND11_HUMAN	
OG0034058			sp|Q9BXV9|GON7_HUMAN	
OG0034059			sp|Q9NPH0|PPA6_HUMAN	
OG0034060			sp|Q9NVF7|FBX28_HUMAN	
OG0034061			sp|Q9Y615|ACL7A_HUMAN	
OG0034062			sp|Q9Y6Z5|AFDDT_HUMAN	
OG0034063			sp|A6NCS6|CB072_HUMAN	
OG0034064			sp|A6NJJ6|CS067_HUMAN	
OG0034065			sp|O43561|LAT_HUMAN	
OG0034066			sp|O95867|LY66C_HUMAN	
OG0034067			sp|P23471|PTPRZ_HUMAN	
OG0034068			sp|P49069|CAMLG_HUMAN	
OG0034069			sp|P57735|RAB25_HUMAN	
OG0034070			sp|P62760|VISL1_HUMAN	
OG0034071			sp|Q2NL98|VMAC_HUMAN	
OG0034072			sp|Q53EZ4|CEP55_HUMAN	
OG0034073			sp|Q96FN5|KIF12_HUMAN	
OG0034074			sp|Q96M42|CU129_HUMAN	
OG0034075			sp|Q9BS18|APC13_HUMAN	
OG0034076			sp|Q9BXU1|STK31_HUMAN	
OG0034077			sp|Q9NVR0|KLH11_HUMAN	
OG0034078			sp|Q9P0L2|MARK1_HUMAN	
OG0034079			sp|Q9UBX0|HESX1_HUMAN	
OG0034080			sp|Q9UIH9|KLF15_HUMAN	
OG0034081			tr|A0A1Y8EI39|A0A1Y8EI39_HUMAN	
OG0034082			sp|H3BNL8|ARMD2_HUMAN	
OG0034083			sp|O43676|NDUB3_HUMAN	
OG0034084			sp|P36575|ARRC_HUMAN	
OG0034085			sp|Q12830|BPTF_HUMAN	
OG0034086			sp|Q5SQS8|CJ120_HUMAN	
OG0034087			sp|Q5T230|UTF1_HUMAN	
OG0034088			sp|Q6UE05|TM270_HUMAN	
OG0034089			sp|Q7Z4B0|CR020_HUMAN	
OG0034090			sp|Q86UW1|OSTA_HUMAN	
OG0034091			sp|Q9BTT6|LRRC1_HUMAN	
OG0034092			sp|Q9H5P4|PDZD7_HUMAN	
OG0034093			sp|Q9P0J6|RM36_HUMAN	
OG0034094			sp|Q9Y6Y9|LY96_HUMAN	
OG0034095			tr|A0A1W2PQU2|A0A1W2PQU2_HUMAN	
OG0034096			sp|A0A286YF58|TM271_HUMAN	
OG0034097			sp|O15194|CTDSL_HUMAN	
OG0034098			sp|O15444|CCL25_HUMAN	
OG0034099			sp|P0DL12|SIM17_HUMAN	
OG0034100			sp|P13232|IL7_HUMAN	
OG0034101			sp|P55895|RAG2_HUMAN	
OG0034102			sp|Q14145|KEAP1_HUMAN	
OG0034103			sp|Q16676|FOXD1_HUMAN	
OG0034104			sp|Q53HL2|BOREA_HUMAN	
OG0034105			sp|Q68D42|TM215_HUMAN	
OG0034106			sp|Q86SH4|PRNT_HUMAN	
OG0034107			sp|Q8IXQ3|CI040_HUMAN	
OG0034108			sp|Q8WUP2|FBLI1_HUMAN	
OG0034109			sp|Q9BQI4|CCDC3_HUMAN	
OG0034110			sp|Q9H9K5|MER34_HUMAN	
OG0034111			sp|Q9UN30|SCML1_HUMAN	
OG0034112			sp|Q9Y228|T3JAM_HUMAN	
OG0034113			sp|A0A0U1RRL7|MMPOS_HUMAN	
OG0034114			sp|O15205|UBD_HUMAN	
OG0034115			sp|O75676|KS6A4_HUMAN	
OG0034116			sp|O76095|JTB_HUMAN	
OG0034117			sp|O96002|CX001_HUMAN	
OG0034118			sp|P22748|CAH4_HUMAN	
OG0034119			sp|Q6PEX3|KR261_HUMAN	
OG0034120			sp|Q8N300|SVBP_HUMAN	
OG0034121			sp|Q8TC94|ACTL9_HUMAN	
OG0034122			sp|Q8TCG2|P4K2B_HUMAN	
OG0034123			sp|Q9NWS1|PARI_HUMAN	
OG0034124			sp|Q9ULZ1|APEL_HUMAN	
OG0034125			sp|A0A1B0GTC6|CC085_HUMAN	
OG0034126			sp|A6NGZ8|SMIM9_HUMAN	
OG0034127			sp|A6NHR9|SMHD1_HUMAN	
OG0034128			sp|O14960|LECT2_HUMAN	
OG0034129			sp|O95998|I18BP_HUMAN	
OG0034130			sp|P0DMC3|ELA_HUMAN	
OG0034131			sp|Q0VD83|APOBR_HUMAN	
OG0034132			sp|Q5W0B1|OBI1_HUMAN	
OG0034133			sp|Q70UQ0|IKIP_HUMAN	
OG0034134			sp|Q7Z5L4|SPT19_HUMAN	
OG0034135			sp|Q8N4T8|CBR4_HUMAN	
OG0034136			sp|Q8N7U9|CQ054_HUMAN	
OG0034137			sp|Q8N8I6|CQ055_HUMAN	
OG0034138			sp|Q8NG50|RDM1_HUMAN	
OG0034139			sp|Q9BZL3|SMIM3_HUMAN	
OG0034140			sp|Q9C0B1|FTO_HUMAN	
OG0034141			sp|Q9NQX5|NPDC1_HUMAN	
OG0034142			sp|Q9UJ14|GGT7_HUMAN	
OG0034143			sp|Q9Y442|CV024_HUMAN	
OG0034144			tr|A0A1B0GV96|A0A1B0GV96_HUMAN	
OG0034145			sp|O60885|BRD4_HUMAN	
OG0034146			sp|P61020|RAB5B_HUMAN	
OG0034147			sp|Q00LT1|PRCD_HUMAN	
OG0034148			sp|Q10571|MN1_HUMAN	
OG0034149			sp|Q6MZN7|HCP5_HUMAN	
OG0034150			sp|Q6P3S6|FBX42_HUMAN	
OG0034151			sp|Q701N2|KRA55_HUMAN	
OG0034152			sp|Q7L2K0|TEDC2_HUMAN	
OG0034153			sp|Q8N2G4|LYPD1_HUMAN	
OG0034154			sp|Q8N468|MFD4A_HUMAN	
OG0034155			sp|Q9BYD6|RM01_HUMAN	
OG0034156			sp|Q9H5Q4|TFB2M_HUMAN	
OG0034157			sp|Q9UI17|M2GD_HUMAN	
OG0034158			sp|A0A1B0GTH6|CS2IP_HUMAN	
OG0034159			sp|C9J442|CV046_HUMAN	
OG0034160			sp|O15544|GR6_HUMAN	
OG0034161			sp|P17861|XBP1_HUMAN	
OG0034162			sp|P55056|APOC4_HUMAN	
OG0034163			sp|Q5TEZ5|CF163_HUMAN	
OG0034164			sp|Q6NUQ4|TM214_HUMAN	
OG0034165			sp|Q6P1W5|CA094_HUMAN	
OG0034166			sp|Q86TY3|ARMD4_HUMAN	
OG0034167			sp|Q8TAX7|MUC7_HUMAN	
OG0034168			sp|Q8WVE6|TM171_HUMAN	
OG0034169			sp|Q96DE5|APC16_HUMAN	
OG0034170			sp|Q96LK8|SPT32_HUMAN	
OG0034171			sp|Q9BQE4|SELS_HUMAN	
OG0034172			sp|Q9NPB8|GPCP1_HUMAN	
OG0034173			sp|O14782|KIF3C_HUMAN	
OG0034174			sp|Q01094|E2F1_HUMAN	
OG0034175			sp|Q05519|SRS11_HUMAN	
OG0034176			sp|Q587I9|SFT2C_HUMAN	
OG0034177			sp|Q6PIZ9|TRAT1_HUMAN	
OG0034178			sp|Q71RC9|SMIM5_HUMAN	
OG0034179			sp|Q7Z6L1|TCPR1_HUMAN	
OG0034180			sp|Q86YC2|PALB2_HUMAN	
OG0034181			sp|Q9H425|CA198_HUMAN	
OG0034182			sp|Q9NP90|RAB9B_HUMAN	
OG0034183			sp|Q9UEW3|MARCO_HUMAN	
OG0034184			sp|Q9UI54|YT001_HUMAN	
OG0034185			sp|Q9UIG4|PS1C2_HUMAN	
OG0034186			sp|A8MZG2|CP090_HUMAN	
OG0034187			sp|P16144|ITB4_HUMAN	
OG0034188			sp|P31944|CASPE_HUMAN	
OG0034189			sp|Q13015|AF1Q_HUMAN	
OG0034190			sp|Q13873|BMPR2_HUMAN	
OG0034191			sp|Q49MG5|MAP9_HUMAN	
OG0034192			sp|Q7Z353|HDX_HUMAN	
OG0034193			sp|Q8IV31|TM139_HUMAN	
OG0034194			sp|Q8NHW6|OTOSP_HUMAN	
OG0034195			sp|Q9BXS6|NUSAP_HUMAN	
OG0034196			sp|Q9H3C7|GGNB2_HUMAN	
OG0034197			sp|Q9NQW6|ANLN_HUMAN	
OG0034198			sp|Q9UNE0|EDAR_HUMAN	
OG0034199			sp|A1L4Q6|YK033_HUMAN	
OG0034200			sp|A8MVM7|YD021_HUMAN	
OG0034201			sp|P08631|HCK_HUMAN	
OG0034202			sp|P22749|GNLY_HUMAN	
OG0034203			sp|Q5BKY6|YV018_HUMAN	
OG0034204			sp|Q6UWR7|ENPP6_HUMAN	
OG0034205			sp|Q6ZP82|CC141_HUMAN	
OG0034206			sp|Q6ZPA2|YS039_HUMAN	
OG0034207			sp|Q6ZQT0|YD023_HUMAN	
OG0034208			sp|Q6ZRN7|YP029_HUMAN	
OG0034209			sp|Q6ZRU5|YQ032_HUMAN	
OG0034210			sp|Q6ZS46|YF009_HUMAN	
OG0034211			sp|Q6ZTC4|YT009_HUMAN	
OG0034212			sp|Q6ZVL8|YP033_HUMAN	
OG0034213			sp|Q6ZWC4|YS043_HUMAN	
OG0034214			sp|Q71F78|LCA10_HUMAN	
OG0034215			sp|Q8IYX1|TBC21_HUMAN	
OG0034216			sp|Q8NCL8|TM116_HUMAN	
OG0034217			sp|Q8TAT8|YK045_HUMAN	
OG0034218			sp|Q8TCH9|YV004_HUMAN	
OG0034219			sp|Q92925|SMRD2_HUMAN	
OG0034220			sp|Q96IR3|YV007_HUMAN	
OG0034221			sp|Q96LA8|ANM6_HUMAN	
OG0034222			sp|Q96M85|YV008_HUMAN	
OG0034223			sp|Q96MF0|YO028_HUMAN	
OG0034224			sp|Q96MT0|YJ006_HUMAN	
OG0034225			sp|Q9H478|KCQ1D_HUMAN	
OG0034226			sp|Q9Y3F1|TA6P_HUMAN	
OG0034227			sp|O43261|LEU1_HUMAN	
OG0034228			sp|O75436|VP26A_HUMAN	
OG0034229			sp|O95139|NDUB6_HUMAN	
OG0034230			sp|P01730|CD4_HUMAN	
OG0034231			sp|Q17R31|TATD3_HUMAN	
OG0034232			sp|Q2NKX8|ERC6L_HUMAN	
OG0034233			sp|Q3SX64|OD3L2_HUMAN	
OG0034234			sp|Q6XQN6|PNCB_HUMAN	
OG0034235			sp|Q76I76|SSH2_HUMAN	
OG0034236			sp|Q7Z7B7|DB132_HUMAN	
OG0034237			sp|Q86SP6|GP149_HUMAN	
OG0034238			sp|Q86XN7|PRSR1_HUMAN	
OG0034239			sp|Q8IV77|CNGA4_HUMAN	
OG0034240			sp|Q8N1A6|CD033_HUMAN	
OG0034241			sp|Q96KX2|CAZA3_HUMAN	
OG0034242			sp|Q96LP6|CL042_HUMAN	
OG0034243			sp|Q9BPU6|DPYL5_HUMAN	
OG0034244			sp|Q9BR01|ST4A1_HUMAN	
OG0034245			sp|Q9BXJ7|AMNLS_HUMAN	
OG0034246			sp|Q9NS62|THSD1_HUMAN	
OG0034247			sp|Q9Y2G4|ANKR6_HUMAN	
OG0034248			tr|A0A0J9YW22|A0A0J9YW22_HUMAN	
OG0034249			sp|A0A1B0GTY4|TEX50_HUMAN	
OG0034250			tr|A0N4X2|A0N4X2_HUMAN	
OG0034251			sp|L0R819|ASURF_HUMAN	
OG0034252			sp|P00846|ATP6_HUMAN	
OG0034253			sp|P07988|PSPB_HUMAN	
OG0034254			sp|Q15942|ZYX_HUMAN	
OG0034255			sp|Q17RA5|CMAS1_HUMAN	
OG0034256			sp|Q5SQ64|LY66F_HUMAN	
OG0034257			sp|Q7Z6M4|MTEF4_HUMAN	
OG0034258			sp|Q8N8N7|PTGR2_HUMAN	
OG0034259			sp|Q8NAV2|CH058_HUMAN	
OG0034260			sp|Q8TBE3|FNDC9_HUMAN	
OG0034261			sp|Q96NS1|YPEL4_HUMAN	
OG0034262			sp|Q96PY0|K1908_HUMAN	
OG0034263			sp|Q9NR34|MA1C1_HUMAN	
OG0034264			tr|A0A075B6V9|A0A075B6V9_HUMAN	
OG0034265			tr|A0A2R8YD15|A0A2R8YD15_HUMAN	
OG0034266			sp|A6NNA2|SRRM3_HUMAN	
OG0034267			sp|O00124|UBXN8_HUMAN	
OG0034268			sp|O76042|ERIT1_HUMAN	
OG0034269			sp|P10074|TZAP_HUMAN	
OG0034270			sp|P51608|MECP2_HUMAN	
OG0034271			sp|Q5T0J3|CA220_HUMAN	
OG0034272			sp|Q86WX3|AROS_HUMAN	
OG0034273			sp|Q8TD19|NEK9_HUMAN	
OG0034274			sp|Q8WY41|NANO1_HUMAN	
OG0034275			sp|Q96BQ5|CC127_HUMAN	
OG0034276			sp|Q9BV29|CCD32_HUMAN	
OG0034277			sp|Q9BXB7|SPT16_HUMAN	
OG0034278			sp|Q9BYP8|KR171_HUMAN	
OG0034279			sp|Q9NXG6|P4HTM_HUMAN	
OG0034280			sp|A0A1B0GUW7|SIM27_HUMAN	
OG0034281			sp|A6NMK7|CPS4L_HUMAN	
OG0034282			sp|O00287|RFXAP_HUMAN	
OG0034283			sp|O95696|BRD1_HUMAN	
OG0034284			sp|P0C8F1|PATE4_HUMAN	
OG0034285			sp|P18085|ARF4_HUMAN	
OG0034286			sp|P55211|CASP9_HUMAN	
OG0034287			sp|Q13461|FOXE3_HUMAN	
OG0034288			sp|Q16655|MAR1_HUMAN	
OG0034289			sp|Q6ZNM6|TEX43_HUMAN	
OG0034290			sp|Q86SF2|GALT7_HUMAN	
OG0034291			sp|Q8N159|NAGS_HUMAN	
OG0034292			sp|Q8N1I8|CAAS1_HUMAN	
OG0034293			sp|Q8TAV4|STML3_HUMAN	
OG0034294			sp|Q9BVP2|GNL3_HUMAN	
OG0034295			sp|Q9H9P5|UNKL_HUMAN	
OG0034296			sp|Q9HD87|CF050_HUMAN	
OG0034297			sp|Q9NUA8|ZBT40_HUMAN	
OG0034298			sp|A0A286YEX9|SCGRX_HUMAN	
OG0034299			sp|A5YM72|CRNS1_HUMAN	
OG0034300			sp|P0C7P2|RFL3S_HUMAN	
OG0034301			sp|P0DMR3|AT8OS_HUMAN	
OG0034302			sp|P28908|TNR8_HUMAN	
OG0034303			sp|Q13261|I15RA_HUMAN	
OG0034304			sp|Q13886|KLF9_HUMAN	
OG0034305			sp|Q502X0|MORN2_HUMAN	
OG0034306			sp|Q8NC38|CA213_HUMAN	
OG0034307			sp|Q96E16|SMI19_HUMAN	
OG0034308			sp|Q96IV0|NGLY1_HUMAN	
OG0034309			sp|Q96M83|CCDC7_HUMAN	
OG0034310			sp|Q96MR7|OBAS1_HUMAN	
OG0034311			sp|Q9H0A3|T191A_HUMAN	
OG0034312			sp|Q9H190|SDCB2_HUMAN	
OG0034313			sp|Q9P2X8|CI027_HUMAN	
OG0034314			tr|A0A075B6X4|A0A075B6X4_HUMAN	
OG0034315			sp|A6NF36|CC182_HUMAN	
OG0034316			sp|O94923|GLCE_HUMAN	
OG0034317			sp|P40933|IL15_HUMAN	
OG0034318			sp|P50995|ANX11_HUMAN	
OG0034319			sp|Q17RF5|ODAPH_HUMAN	
OG0034320			sp|Q6NSI4|RADX_HUMAN	
OG0034321			sp|Q8NDB6|FA156_HUMAN	
OG0034322			sp|Q8WVB3|HEXD_HUMAN	
OG0034323			sp|Q9BYQ6|KR411_HUMAN	
OG0034324			sp|Q9NQZ6|ZC4H2_HUMAN	
OG0034325			sp|Q9UBC1|IKBL1_HUMAN	
OG0034326			sp|Q9UHQ1|NARF_HUMAN	
OG0034327			sp|A4D0V7|CPED1_HUMAN	
OG0034328			sp|A6NK44|GLOD5_HUMAN	
OG0034329			sp|I3L1E1|CS084_HUMAN	
OG0034330			sp|O00198|HRK_HUMAN	
OG0034331			sp|O95411|TIAF1_HUMAN	
OG0034332			sp|P0DO97|CC192_HUMAN	
OG0034333			sp|P20809|IL11_HUMAN	
OG0034334			sp|P56385|ATP5I_HUMAN	
OG0034335			sp|Q13061|TRDN_HUMAN	
OG0034336			sp|Q13232|NDK3_HUMAN	
OG0034337			sp|Q4G112|HSF5_HUMAN	
OG0034338			sp|Q69YW2|STUM_HUMAN	
OG0034339			sp|Q6ULP2|AFTIN_HUMAN	
OG0034340			sp|Q6UXT9|ABH15_HUMAN	
OG0034341			sp|Q8IUI8|CRLF3_HUMAN	
OG0034342			sp|Q8N6G1|CA211_HUMAN	
OG0034343			sp|Q96LJ7|DHRS1_HUMAN	
OG0034344			sp|Q96LU7|MRFL_HUMAN	
OG0034345			sp|Q9Y4C4|MFHA1_HUMAN	
OG0034346			sp|Q9Y4M8|CH071_HUMAN	
OG0034347			sp|Q9Y6C7|L3R2A_HUMAN	
OG0034348			tr|A0A1W2PRE2|A0A1W2PRE2_HUMAN	
OG0034349			sp|O94986|CE152_HUMAN	
OG0034350			sp|Q0VF49|K2012_HUMAN	
OG0034351			sp|Q32MH5|F214A_HUMAN	
OG0034352			sp|Q4V9L6|TM119_HUMAN	
OG0034353			sp|Q6SA08|TSSK4_HUMAN	
OG0034354			sp|Q6ZR85|CQ107_HUMAN	
OG0034355			sp|Q8NEA5|CS018_HUMAN	
OG0034356			sp|Q8TCN5|ZN507_HUMAN	
OG0034357			sp|Q96EP5|DAZP1_HUMAN	
OG0034358			sp|Q96MH7|CE034_HUMAN	
OG0034359			sp|Q96NB2|SFXN2_HUMAN	
OG0034360			sp|Q9BXQ6|T121B_HUMAN	
OG0034361			sp|Q9H7B7|CG069_HUMAN	
OG0034362			sp|Q9H845|ACAD9_HUMAN	
OG0034363			tr|A0A075B6Z0|A0A075B6Z0_HUMAN	
OG0034364			sp|A6NHQ2|FBLL1_HUMAN	
OG0034365			sp|G3V211|CL079_HUMAN	
OG0034366			sp|O95567|CV031_HUMAN	
OG0034367			sp|P05062|ALDOB_HUMAN	
OG0034368			sp|Q0P641|CB080_HUMAN	
OG0034369			sp|Q13237|KGP2_HUMAN	
OG0034370			sp|Q14527|HLTF_HUMAN	
OG0034371			sp|Q5VZQ5|TEX36_HUMAN	
OG0034372			sp|Q6PRD7|CEMP1_HUMAN	
OG0034373			sp|Q8N7Z5|ANR31_HUMAN	
OG0034374			sp|Q8WUU8|TM174_HUMAN	
OG0034375			sp|Q8WW62|TMED6_HUMAN	
OG0034376			sp|Q9H7X3|ZN696_HUMAN	
OG0034377			tr|A0A2R8Y4M4|A0A2R8Y4M4_HUMAN	
OG0034378			sp|A0JD36|TRDV2_HUMAN	
OG0034379			sp|C9J6K1|CS081_HUMAN	
OG0034380			sp|H3BNL1|CC084_HUMAN	
OG0034381			sp|P30990|NEUT_HUMAN	
OG0034382			sp|Q3B7T3|BEAN1_HUMAN	
OG0034383			sp|Q6J272|F166A_HUMAN	
OG0034384			sp|Q8IYA8|IHO1_HUMAN	
OG0034385			sp|Q8N2C9|UMAS1_HUMAN	
OG0034386			sp|Q8N9H9|CA127_HUMAN	
OG0034387			sp|Q8NBR9|CK072_HUMAN	
OG0034388			sp|Q8NBS3|S4A11_HUMAN	
OG0034389			sp|Q8NET5|NFAM1_HUMAN	
OG0034390			sp|Q8TBZ0|CC110_HUMAN	
OG0034391			sp|Q9NVD3|SETD4_HUMAN	
OG0034392			sp|Q9UKN5|PRDM4_HUMAN	
OG0034393			sp|A6NKP2|D42E2_HUMAN	
OG0034394			sp|P53801|PTTG_HUMAN	
OG0034395			sp|P57071|PRD15_HUMAN	
OG0034396			sp|Q08170|SRSF4_HUMAN	
OG0034397			sp|Q12849|GRSF1_HUMAN	
OG0034398			sp|Q16881|TRXR1_HUMAN	
OG0034399			sp|Q5SRR4|LY65C_HUMAN	
OG0034400			sp|Q5T0Z8|CF132_HUMAN	
OG0034401			sp|Q68D91|MBLC2_HUMAN	
OG0034402			sp|Q6UB28|MAP12_HUMAN	
OG0034403			sp|Q96LM6|TEX37_HUMAN	
OG0034404			sp|Q96RL1|UIMC1_HUMAN	
OG0034405			sp|Q9BYE7|PCGF6_HUMAN	
OG0034406			sp|Q9HBB8|CDHR5_HUMAN	
OG0034407			sp|Q9NZ38|IDAS1_HUMAN	
OG0034408			tr|A0A6Q8PGZ7|A0A6Q8PGZ7_HUMAN	
OG0034409			sp|A6NLE4|SIM23_HUMAN	
OG0034410			sp|E9PGG2|ANHX_HUMAN	
OG0034411			sp|O96001|PPR17_HUMAN	
OG0034412			sp|Q00653|NFKB2_HUMAN	
OG0034413			sp|Q05215|EGR4_HUMAN	
OG0034414			sp|Q107X0|KRIP1_HUMAN	
OG0034415			sp|Q16671|AMHR2_HUMAN	
OG0034416			sp|Q6W349|CD011_HUMAN	
OG0034417			sp|Q8NFX7|STXB6_HUMAN	
OG0034418			sp|Q96LM5|CD045_HUMAN	
OG0034419			sp|Q96MC5|MERB1_HUMAN	
OG0034420			sp|Q9H4A5|GLP3L_HUMAN	
OG0034421			sp|Q9HBH0|RHOF_HUMAN	
OG0034422			sp|Q9P2B7|CFA97_HUMAN	
OG0034423			sp|Q9Y4D2|DGLA_HUMAN	
OG0034424			tr|A0A6I8PU40|A0A6I8PU40_HUMAN	
OG0034425			sp|A1L167|U2QL1_HUMAN	
OG0034426			sp|A2RU14|TM218_HUMAN	
OG0034427			sp|P23352|KALM_HUMAN	
OG0034428			sp|P23467|PTPRB_HUMAN	
OG0034429			sp|Q13794|APR_HUMAN	
OG0034430			sp|Q3MIP1|IPIL2_HUMAN	
OG0034431			sp|Q58A44|PCOTH_HUMAN	
OG0034432			sp|Q6NZ36|FAP20_HUMAN	
OG0034433			sp|Q7Z3Z3|PIWL3_HUMAN	
OG0034434			sp|Q8IX19|MCEM1_HUMAN	
OG0034435			sp|Q8N6V4|CJ053_HUMAN	
OG0034436			sp|Q8TB33|CX024_HUMAN	
OG0034437			sp|Q92482|AQP3_HUMAN	
OG0034438			sp|Q96Q83|ALKB3_HUMAN	
OG0034439			sp|Q9BUL5|PHF23_HUMAN	
OG0034440			sp|Q9H469|FXL15_HUMAN	
OG0034441			sp|Q9H665|IGFR1_HUMAN	
OG0034442			sp|Q9Y3V2|RWDD3_HUMAN	
OG0034443			tr|A0A075B6X8|A0A075B6X8_HUMAN	
OG0034444			tr|A0A075B711|A0A075B711_HUMAN	
OG0034445			sp|A0A0A0MT87|TJB24_HUMAN	
OG0034446			tr|A0A0A0MT96|A0A0A0MT96_HUMAN	
OG0034447			sp|A0A1B0GTW7|LMLN2_HUMAN	
OG0034448			sp|A6NGR9|MROH6_HUMAN	
OG0034449			sp|O94889|KLH18_HUMAN	
OG0034450			sp|P03923|NU6M_HUMAN	
OG0034451			sp|Q0VDD5|CQ091_HUMAN	
OG0034452			sp|Q13029|PRDM2_HUMAN	
OG0034453			sp|Q8IUC3|KRA71_HUMAN	
OG0034454			sp|Q8IV04|TB10C_HUMAN	
OG0034455			sp|Q8N9X5|TMM75_HUMAN	
OG0034456			sp|Q8NI99|ANGL6_HUMAN	
OG0034457			sp|Q8TAA1|RNS11_HUMAN	
OG0034458			sp|Q96PE5|OPALI_HUMAN	
OG0034459			sp|Q9BSF0|SMAKA_HUMAN	
OG0034460			sp|Q9NY59|NSMA2_HUMAN	
OG0034461			sp|Q9Y233|PDE10_HUMAN	
OG0034462			sp|A0A0U1RRN3|SPTOS_HUMAN	
OG0034463			sp|D3DTV9|PRAC2_HUMAN	
OG0034464			sp|P55011|S12A2_HUMAN	
OG0034465			sp|Q14749|GNMT_HUMAN	
OG0034466			sp|Q15013|MD2BP_HUMAN	
OG0034467			sp|Q15653|IKBB_HUMAN	
OG0034468			sp|Q5H9E4|S2553_HUMAN	
OG0034469			sp|Q8N0S6|CENPL_HUMAN	
OG0034470			sp|Q92896|GSLG1_HUMAN	
OG0034471			sp|Q96E40|SACA9_HUMAN	
OG0034472			sp|Q96GE9|DMAC1_HUMAN	
OG0034473			sp|A8MYJ7|TTC34_HUMAN	
OG0034474			sp|A9Z1Z3|FR1L4_HUMAN	
OG0034475			sp|O95183|VAMP5_HUMAN	
OG0034476			sp|P01591|IGJ_HUMAN	
OG0034477			sp|P35638|DDIT3_HUMAN	
OG0034478			sp|P53004|BIEA_HUMAN	
OG0034479			sp|Q3SXM5|HSDL1_HUMAN	
OG0034480			sp|Q5SV17|TM240_HUMAN	
OG0034481			sp|Q8NBE8|KLH23_HUMAN	
OG0034482			sp|Q96S66|CLCC1_HUMAN	
OG0034483			sp|Q9GZX6|IL22_HUMAN	
OG0034484			sp|A0A1B0GUA5|SIM32_HUMAN	
OG0034485			tr|A0A2R8Y4M2|A0A2R8Y4M2_HUMAN	
OG0034486			sp|O75409|HYPM_HUMAN	
OG0034487			sp|O95816|BAG2_HUMAN	
OG0034488			sp|P01210|PENK_HUMAN	
OG0034489			sp|P08319|ADH4_HUMAN	
OG0034490			sp|Q5JR12|PPM1J_HUMAN	
OG0034491			sp|Q6ZUS5|CC121_HUMAN	
OG0034492			sp|Q7RTV3|ZN367_HUMAN	
OG0034493			sp|Q7Z6I5|SPT12_HUMAN	
OG0034494			sp|Q8NCU8|MTLN_HUMAN	
OG0034495			sp|Q8WVD3|RN138_HUMAN	
OG0034496			sp|Q9UMR3|TBX20_HUMAN	
OG0034497			tr|A0A494C176|A0A494C176_HUMAN	
OG0034498			sp|O00255|MEN1_HUMAN	
OG0034499			sp|O14543|SOCS3_HUMAN	
OG0034500			sp|P02792|FRIL_HUMAN	
OG0034501			sp|P09543|CN37_HUMAN	
OG0034502			sp|P61026|RAB10_HUMAN	
OG0034503			sp|P78367|NKX32_HUMAN	
OG0034504			sp|P84074|HPCA_HUMAN	
OG0034505			sp|Q16773|KAT1_HUMAN	
OG0034506			sp|Q2M2H8|MGAL_HUMAN	
OG0034507			sp|Q5VUE5|CA053_HUMAN	
OG0034508			sp|Q6YFQ2|CX6B2_HUMAN	
OG0034509			sp|Q7Z2T5|TRM1L_HUMAN	
OG0034510			sp|Q8IYA7|MKX_HUMAN	
OG0034511			sp|Q8N111|CEND_HUMAN	
OG0034512			sp|Q96BU1|S1PBP_HUMAN	
OG0034513			sp|Q96IY1|NSL1_HUMAN	
OG0034514			sp|Q9BW04|SARG_HUMAN	
OG0034515			sp|Q9HAT1|LMA1L_HUMAN	
OG0034516			sp|Q9NQS1|AVEN_HUMAN	
OG0034517			sp|Q9NVL8|CC198_HUMAN	
OG0034518			sp|Q9NVP2|ASF1B_HUMAN	
OG0034519			sp|Q9UBS3|DNJB9_HUMAN	
OG0034520			sp|Q9Y572|RIPK3_HUMAN	
OG0034521			tr|A0A0C4DH63|A0A0C4DH63_HUMAN	
OG0034522			sp|A2RU37|CI170_HUMAN	
OG0034523			sp|O60336|MABP1_HUMAN	
OG0034524			sp|O75953|DNJB5_HUMAN	
OG0034525			sp|O95561|CA105_HUMAN	
OG0034526			sp|P01589|IL2RA_HUMAN	
OG0034527			sp|P52788|SPSY_HUMAN	
OG0034528			sp|P57057|G6PT2_HUMAN	
OG0034529			sp|P83369|LSM11_HUMAN	
OG0034530			sp|Q13242|SRSF9_HUMAN	
OG0034531			sp|Q17R55|F187B_HUMAN	
OG0034532			sp|Q6PI97|HOATZ_HUMAN	
OG0034533			sp|Q6UWL2|SUSD1_HUMAN	
OG0034534			sp|Q6ZSC3|RBM43_HUMAN	
OG0034535			sp|Q6ZTY9|CG065_HUMAN	
OG0034536			sp|Q8IUY3|GRM2A_HUMAN	
OG0034537			sp|Q8N0Z8|PUSL1_HUMAN	
OG0034538			sp|Q8WW01|SEN15_HUMAN	
OG0034539			sp|Q9BRT6|LLPH_HUMAN	
OG0034540			sp|Q9H2F9|CCD68_HUMAN	
OG0034541			sp|Q9H8H2|DDX31_HUMAN	
OG0034542			sp|Q9NPF0|CD320_HUMAN	
