Orthogroup	Niphates_augustus.hints.aa	Ephydatia_Emu_v1_prots
OG0007473	jg3694.t1	Em0021g729a
OG0007474	jg2338.t1	Em0020g195a
OG0007475	jg8330.t1	Em0013g154a, Em0013g149a
OG0007476	jg1216.t1, jg8642.t1	Em0023g24a
OG0007477	jg23228.t2	Em0141g5a, Em0034g7a
OG0007478	jg23221.t1, jg13412.t1	Em0022g732a
OG0007479	jg17907.t1	Em1329g1a, Em0022g866a
OG0007480	jg17896.t1	Em0022g47a
OG0007481	jg2666.t1	Em0013g847a
OG0007482	jg20623.t1	Em0008g1017a
OG0007483	jg23220.t1, jg13411.t1	Em0022g731a
OG0007484	jg29149.t1	Em0022g818a, Em0759g1a
OG0007486	jg4058.t1	Em0022g178a
OG0007487	jg28937.t1	Em0022g125a
OG0007488	jg29080.t1	Em0022g411a
OG0007489	jg8640.t1, jg1214.t1	Em0023g124a
OG0007490	jg4127.t1	Em0001g1786a, Em0001g1774a
OG0007491	jg8268.t2, jg8268.t1	Em0012g104a
OG0007492	jg19584.t2, jg6457.t1, jg19584.t1	Em0008g51a
OG0007493	jg28191.t1	Em0018g1202a, Em0018g1219a
OG0007494	jg28195.t1	Em0018g1197a, Em0018g1224a
OG0007495	jg2511.t1	Em0013g112a, Em0013g111a
OG0007496	jg2515.t3, jg2515.t2, jg2515.t1	Em0013g174a
OG0007497	jg2534.t1	Em0013g192a, Em0013g197a
OG0007498	jg19583.t1, jg6456.t1	Em0008g50a
OG0007499	jg20858.t1	Em0008g704a, Em0008g735a
OG0007500	jg2570.t1	Em0013g230a, Em0013g226a
OG0007501	jg8407.t1	Em0021g338a
OG0007502	jg20852.t1	Em0023g19a, Em0023g109a
OG0007503	jg2609.t1	Em0086g7a
OG0007504	jg15822.t1	Em0021g888a
OG0007505	jg8331.t1	Em0013g153a, Em0013g150a
OG0007506	jg21628.t1, jg17830.t1	Em0023g241a, Em0023g242a
OG0007507	jg25952.t1	Em0008g737a, Em0008g702a
OG0007508	jg2625.t1	Em0013g47a
OG0007509	jg3564.t1	Em0008g100a
OG0007510	jg7911.t1	Em0008g1183a, Em0008g1200a
OG0007511	jg5930.t1, jg24181.t1	Em0023g188a
OG0007513	jg19458.t1	Em0404g7a, Em0004g12a
OG0007514	jg1293.t1, jg12918.t1	Em0023g308a
OG0007515	jg22204.t1, jg3431.t1, jg22192.t1	Em0021g619a
OG0007516	jg7146.t1	Em0004g1741a, Em0004g1736a, Em0004g1581a
OG0007518	jg12915.t1, jg1290.t1	Em0012g421a
OG0007519	jg15884.t1	Em0021g24a
OG0007520	jg8484.t1	Em0021g343a
OG0007521	jg8505.t1	Em0021g234a
OG0007522	jg27203.t1	Em0012g671a, Em0012g664a
OG0007523	jg13413.t1, jg23222.t1	Em0023g935a
OG0007524	jg8367.t1	Em0013g826a
OG0007525	jg8375.t1	Em0013g48a
OG0007526	jg7255.t1, jg30258.t1	Em0022g793a
OG0007527	jg15845.t1, jg15843.t1	Em0021g979a
OG0007528	jg2564.t1	Em0013g327a
OG0007529	jg29155.t1	Em0022g517a
OG0007530	jg4050.t1	Em0022g562a
OG0007531	jg2585.t1	Em0013g887a
OG0007532	jg29165.t1	Em0022g520a
OG0007534	jg4057.t1	Em0022g234a
OG0007535	jg6320.t1, jg26860.t1	Em0011g250a
OG0007537	jg4053.t1	Em0759g3a, Em0022g816a
OG0007538	jg2300.t1	Em0012g1084a, Em0012g1080a
OG0007539	jg19407.t1	Em0017g767a
OG0007540	jg19590.t1, jg6463.t1	Em0023g92a
OG0007541	jg7181.t1	Em0004g21a, Em0004g20a
OG0007542	jg7053.t1	Em0004g714a, Em0004g719a
OG0007543	jg7062.t1	Em0004g725a, Em0004g707a
OG0007544	jg20628.t1	Em0008g1020a, Em0009g452a
OG0007545	jg7192.t1	Em0004g1396a
OG0007546	jg2497.t1	Em0013g175a
OG0007547	jg3722.t1	Em0021g893a, Em0021g891a
OG0007548	jg2540.t1	Em0013g180a
OG0007549	jg2549.t1	Em0020g668a
OG0007550	jg6908.t1	Em0004g36a, Em0004g32a
OG0007551	jg8310.t1	Em0021g282a
OG0007552	jg2555.t1	Em0013g821a
OG0007554	jg18913.t1	Em0001g1109a, Em0001g1075a
OG0007555	jg8480.t1	Em0021g189a, Em0021g201a
OG0007557	jg15869.t1	Em0003g1191a
OG0007559	jg8404.t1	Em0021g260a
OG0007560	jg7049.t1	Em0002g26a
OG0007561	jg3724.t2, jg3724.t1	Em0021g563a
OG0007562	jg8332.t1	Em0013g155a, Em0013g148a
OG0007563	jg18938.t1	Em0001g376a, Em0001g385a
OG0007564	jg20510.t1, jg7890.t1	Em0001g1947a
OG0007565	jg6895.t1	Em0004g64a
OG0007566	jg7073.t1, jg7073.t2	Em0004g381a
OG0007567	jg28394.t1, jg18830.t1	Em0001g1766a
OG0007568	jg3720.t1, jg3720.t2	Em0021g894a
OG0007569	jg15807.t1	Em0021g944a
OG0007570	jg15803.t2, jg15803.t1	Em0021g946a, Em0021g960a
OG0007571	jg6915.t1	Em0004g69a
OG0007572	jg15800.t2, jg15800.t1	Em0021g824a
OG0007573	jg7260.t1	Em0022g765a
OG0007574	jg15787.t1	Em0395g4a, Em0021g853a
OG0007575	jg12195.t1	Em0021g848a, Em0395g9a
OG0007576	jg6894.t1	Em0004g153a
OG0007577	jg8110.t1	Em0018g987a, Em0018g986a, Em0018g988a
OG0007578	jg15802.t1	Em0021g817a
OG0007579	jg15799.t1	Em0021g827a, Em0021g825a
OG0007580	jg15873.t1	Em0021g836a
OG0007582	jg18981.t1	Em0006g957a, Em0006g942a
OG0007585	jg12201.t1	Em0192g4a, Em0021g873a
OG0007586	jg19108.t1	Em0001g89a, Em0001g90a, Em0001g91a
OG0007587	jg15854.t1	Em0192g13a, Em0021g863a
OG0007589	jg19067.t1	Em0001g929a
OG0007590	jg12305.t1	Em0047g2a, Em0014g10a
OG0007591	jg2502.t1, jg2503.t1	Em0013g177a
OG0007593	jg18914.t1	Em0001g1074a, Em0001g1110a
OG0007594	jg18922.t1	Em0001g262a
OG0007595	jg20520.t1, jg7897.t1	Em0001g1750a
OG0007596	jg2592.t1	Em0013g885a
OG0007597	jg18826.t1	Em0010g40a, Em0674g9a, Em0648g10a
OG0007598	jg18831.t1	Em0001g1820a, Em0001g1824a
OG0007600	jg18840.t1, jg1106.t1	Em0001g1010a
OG0007601	jg24123.t1, jg30268.t1	Em0021g38a
OG0007602	jg18951.t1	Em0001g1629a
OG0007604	jg7054.t1	Em0004g713a, Em0004g720a
OG0007605	jg12163.t1, jg15533.t1	Em0017g645a
OG0007606	jg7063.t1	Em0029g44a, Em0004g569a
OG0007607	jg7047.t1	Em0017g954a
OG0007608	jg6832.t1	Em0011g807a, Em0011g810a
OG0007609	jg22182.t1, jg21327.t1	Em0011g62a
OG0007610	jg18916.t1	Em0001g1335a
OG0007611	jg18908.t1	Em0001g1149a, Em0001g1146a, Em0001g1237a
OG0007612	jg19065.t1	Em0001g894a
OG0007613	jg12591.t1, jg18920.t1	Em0001g834a
OG0007614	jg18934.t3, jg18934.t1, jg18934.t2	Em0001g295a
OG0007615	jg18912.t1	Em0008g162a
OG0007616	jg6891.t1, jg6890.t1	Em0004g148a
OG0007617	jg6885.t2, jg6885.t1	Em0004g151a
OG0007618	jg18889.t1	Em0009g549a, Em0009g551a
OG0007619	jg18844.t1, jg18844.t2	Em0001g2111a
OG0007620	jg15804.t1	Em0021g961a, Em0021g947a
OG0007621	jg20522.t1, jg7899.t1	Em0001g1755a
OG0007622	jg17331.t1, jg9573.t1, jg7752.t1	Em0010g781a
OG0007623	jg18941.t1	Em0001g572a
OG0007625	jg15871.t1, jg15870.t1, jg15872.t1	Em0013g841a
OG0007627	jg18949.t1	Em0001g1627a
OG0007628	jg29561.t1	Em0020g154a, Em0020g165a
OG0007630	jg29556.t1	Em0020g36a, Em0020g47a
OG0007631	jg27888.t1, jg27062.t1	Em0010g864a
OG0007632	jg19109.t1	Em0018g66a, Em0018g63a
OG0007633	jg29370.t2, jg29370.t1	Em0020g320a
OG0007634	jg29378.t1	Em0020g644a
OG0007635	jg30269.t1, jg24124.t1	Em0021g569a
OG0007636	jg29771.t1	Em0010g905a
OG0007638	jg29755.t1	Em0010g930a
OG0007639	jg18923.t1, jg30336.t1	Em0001g846a
OG0007641	jg22181.t1, jg21326.t1	Em0011g63a
OG0007642	jg29875.t1, jg29875.t2	Em0020g1082a
OG0007643	jg7174.t1	Em0796g2a, Em0021g682a, Em0021g689a
OG0007645	jg29438.t1	Em0020g942a
OG0007646	jg22296.t1, jg6677.t1	Em0014g131a
OG0007647	jg29589.t1	Em0020g63a
OG0007648	jg19111.t1	Em0017g810a, Em0017g815a, Em0017g807a
OG0007649	jg29799.t1, jg29798.t1	Em0020g1070a
OG0007650	jg6987.t1	Em0004g1683a, Em0004g1675a
OG0007651	jg18597.t1	Em0020g751a
OG0007652	jg7988.t2, jg7988.t1	Em0020g783a, Em0020g728a
OG0007653	jg29563.t1	Em0020g156a
OG0007654	jg7101.t1	Em0004g999a, Em0068g1a
OG0007655	jg29577.t1	Em0020g87a
OG0007656	jg29557.t1	Em0020g37a, Em0020g46a
OG0007657	jg27063.t1, jg27887.t1	Em0001g419a, Em0001g422a
OG0007658	jg29883.t1	Em0020g1091a, Em0020g1089a
OG0007659	jg7167.t1	Em0021g686a, Em0021g687a
OG0007660	jg29440.t1	Em0020g958a, Em0020g964a
OG0007661	jg29591.t1	Em0020g146a, Em0020g139a
OG0007662	jg29350.t1	Em0020g107a, Em0020g91a
OG0007663	jg6678.t1, jg22297.t1	Em0014g372a
OG0007664	jg29363.t1	Em0020g314a
OG0007665	jg22321.t1, jg6702.t1	Em0014g30a
OG0007666	jg29351.t1	Em0020g92a, Em0020g106a
OG0007667	jg22990.t1	Em0017g137a, Em0017g134a
OG0007668	jg29369.t2, jg29369.t1	Em0020g319a
OG0007669	jg22970.t1	Em0017g96a
OG0007670	jg29844.t1	Em0020g889a, Em0020g887a
OG0007671	jg7085.t1	Em0068g7a, Em0004g1004a
OG0007672	jg29862.t1	Em0020g805a, Em0020g811a
OG0007674	jg19445.t1	Em0020g789a
OG0007675	jg18042.t1	Em0200g10a, Em0018g344a
OG0007676	jg23643.t1	Em0021g903a
OG0007677	jg7199.t1	Em0021g792a, Em0021g791a
OG0007678	jg1189.t1, jg12966.t1	Em0018g313a
OG0007679	jg7165.t1	Em0021g675a, Em0021g669a
OG0007680	jg5907.t1	Em0508g10a, Em0018g974a
OG0007681	jg22300.t1, jg6681.t1	Em0008g42a
OG0007682	jg6927.t1	Em0202g12a, Em0004g52a, Em0202g6a
OG0007683	jg6931.t1	Em0004g56a
OG0007684	jg6935.t1	Em0004g91a
OG0007685	jg6946.t1	Em0004g1173a, Em0004g1134a, Em0004g1170a
OG0007686	jg22969.t1	Em0017g40a, Em0017g36a
OG0007687	jg10862.t1	Em0006g1558a
OG0007688	jg7265.t1, jg3157.t1	Em0018g67a
OG0007689	jg6989.t1	Em0004g1681a, Em0004g1678a
OG0007690	jg29409.t1	Em0020g1074a
OG0007691	jg7084.t1	Em0006g992a, Em0006g1004a
OG0007692	jg7083.t1	Em0068g6a, Em0004g1003a
OG0007693	jg18072.t1, jg18073.t1	Em0018g41a
OG0007694	jg23108.t1, jg23105.t1	Em0002g279a
OG0007695	jg16926.t1	Em0018g413a
OG0007696	jg7039.t1	Em0023g927a
OG0007697	jg10816.t1	Em0019g549a
OG0007698	jg29874.t1	Em0020g1081a
OG0007699	jg18043.t1	Em0200g9a, Em0018g345a
OG0007701	jg23645.t1	Em0021g26a
OG0007702	jg23649.t1	Em0017g591a
OG0007703	jg29434.t2, jg29434.t1	Em0020g945a
OG0007704	jg29592.t1	Em0020g138a, Em0020g145a
OG0007705	jg15712.t1	Em0016g240a
OG0007706	jg29585.t1	Em0020g164a, Em0020g155a
OG0007707	jg29349.t1	Em0020g90a
OG0007708	jg15729.t1	Em0017g179a, Em0017g177a
OG0007709	jg15715.t1	Em0017g195a, Em0017g206a
OG0007711	jg24557.t1, jg24560.t1	Em0020g798a
OG0007712	jg17795.t1, jg24394.t1, jg24392.t1	Em0024g127a
OG0007713	jg10859.t1	Em0002g45a
OG0007714	jg10875.t1	Em0006g1422a
OG0007715	jg11169.t1	Em0002g6a, Em0002g36a
OG0007716	jg18068.t1	Em0018g125a
OG0007717	jg25307.t1	Em0018g349a, Em0200g5a
OG0007718	jg23103.t1	Em0002g294a
OG0007719	jg11157.t1	Em0002g758a
OG0007723	jg18591.t1	Em0020g694a, Em0020g695a, Em0020g696a
OG0007724	jg10804.t1, jg10803.t1	Em0017g187a
OG0007725	jg10795.t1	Em0017g249a, Em0017g240a
OG0007726	jg7166.t1	Em0021g670a, Em0021g674a
OG0007727	jg25079.t1	Em0018g93a, Em0018g84a
OG0007728	jg18265.t1, jg18731.t1	Em0017g902a, Em1362g1a
OG0007729	jg18399.t1	Em0023g201a, Em0151g1a
OG0007730	jg17360.t1	Em0017g16a
OG0007731	jg24244.t1	Em0695g3a, Em0019g643a
OG0007732	jg15708.t1	Em0019g654a
OG0007733	jg12278.t1	Em0021g544a
OG0007734	jg6930.t1	Em0003g1401a
OG0007735	jg17802.t1, jg17802.t2	Em0021g659a
OG0007736	jg18081.t1	Em0018g107a, Em0018g117a
OG0007737	jg18077.t1	Em0018g228a, Em0018g215a
OG0007738	jg7091.t1	Em0004g1040a
OG0007739	jg7096.t1	Em0004g1009a, Em0068g12a
OG0007740	jg16935.t1	Em0018g334a, Em0018g322a
OG0007741	jg24431.t1, jg27705.t1	Em0009g619a
OG0007742	jg18748.t1, jg13739.t1	Em0005g1211a
OG0007743	jg22358.t1	Em0022g931a, Em0022g936a
OG0007744	jg4672.t1	Em0009g1284a
OG0007745	jg4661.t1	Em0044g30a, Em0009g480a
OG0007746	jg22968.t1	Em0012g280a
OG0007747	jg10866.t1	Em0006g1560a, Em0106g13a
OG0007750	jg25081.t1, jg25080.t1	Em0018g95a
OG0007751	jg17361.t2, jg17361.t1	Em0017g17a
OG0007752	jg23010.t1	Em0006g1365a, Em0006g1381a
OG0007754	jg18064.t1	Em0024g483a, Em0018g114a, Em0018g115a
OG0007755	jg16937.t1	Em0018g336a, Em0018g339a
OG0007756	jg16933.t1	Em0018g341a, Em0013g1010a
OG0007757	jg3470.t1, jg7561.t1, jg4648.t1	Em0009g1237a
OG0007758	jg12536.t1	Em0009g1069a, Em0017g959a
OG0007759	jg16032.t1	Em0023g750a
OG0007760	jg8912.t1	Em0016g440a, Em0016g500a
OG0007761	jg29686.t1	Em0020g226a
OG0007773	jg26254.t1, jg2002.t1, jg2000.t1	Em0001g688a, Em0003g1493a
OG0007775	jg172.t1, jg2195.t1, jg5750.t1, jg17100.t1	Em0001g824a
OG0007788	jg25168.t1	Em0001g1463a, Em0058g8a
OG0007862	jg13515.t1	Em0106g11a, Em0006g1562a, Em0006g108a, Em0003g917a
OG0007864	jg16093.t1, jg26418.t1, jg15266.t1	Em0072g20a, Em0003g953a
OG0007865	jg190.t1, jg193.t1	Em0007g1170a, Em0003g1097a, Em0010g540a
OG0007868	jg30439.t1, jg6293.t1	Em0005g1622a, Em0020g632a, Em0003g1508a
OG0007890	jg30294.t1, jg30293.t1, jg30295.t1, jg13851.t1	Em0005g601a
OG0007895	jg7028.t1	Em0006g1285a, Em0005g1076a, Em0005g1070a, Em0005g1040a
OG0007897	jg12817.t1	Em0005g1162a
OG0007900	jg7976.t1	Em0005g1473a, Em0005g1472a
OG0007938	jg14726.t1	Em0011g488a, Em0435g4a, Em0011g491a
OG0007945	jg8774.t1	Em0011g1068a, Em0011g1067a
OG0007946	jg14284.t1, jg9793.t1, jg3538.t1	Em0011g1160a
OG0007962	jg26431.t1, jg7389.t1, jg23964.t1, jg15309.t1	Em0014g977a
OG0007970	jg2963.t1, jg26996.t1	Em0015g1247a, Em0015g1225a
OG0007972	jg8952.t2, jg8952.t1	Em0016g293a
OG0007979	jg22250.t1, jg4021.t1, jg4001.t1	Em0016g1089a
OG0007980	jg19201.t1	Em0016g1112a, Em0016g1184a, Em0531g10a
OG0007983	jg28089.t1	Em0018g153a, Em0019g66a, Em0019g65a
OG0007992	jg12559.t1	Em0021g394a
OG0007993	jg16353.t1, jg13184.t1, jg13236.t1, jg16458.t1	Em0021g572a
OG0007998	jg24339.t1	Em0526g1a, Em0023g136a, Em0023g147a, Em0023g137a
OG0007999	jg18537.t1	Em0023g329a, Em0437g1a, Em0023g328a
OG0008001	jg14155.t2, jg8597.t2, jg14155.t1, jg8597.t1	Em0023g486a
OG0008010	jg727.t1, jg728.t1, jg10605.t1, jg10432.t1	Em0321g5a
OG0008011	jg19200.t1	Em0531g11a
OG0008013	jg27.t1, jg28262.t1	Em1386g1a, Em1088g1a, Em0863g3a
OG0008272	jg3233.t1	Em0022g186a, Em0022g184a
OG0008289	jg8926.t1	Em0016g381a
OG0008294	jg22121.t1	Em0019g876a
OG0008303	jg6836.t1	Em0011g793a
OG0008306	jg976.t1	Em0009g47a
OG0008316	jg12823.t1	Em0005g1653a
OG0008336	jg22171.t1, jg21315.t1	Em0011g65a
OG0008341	jg19206.t1	Em0531g8a
OG0008351	jg437.t1	Em0008g499a
OG0008362	jg28049.t1	Em0019g179a
OG0008368	jg12384.t1	Em0020g527a
OG0008374	jg14302.t1	Em0049g3a, Em0007g1219a
OG0008375	jg20284.t1	Em0018g374a
OG0008392	jg25142.t1	Em0002g1159a
OG0008394	jg10677.t1	Em0315g2a, Em0989g1a
OG0008396	jg23121.t1	Em0023g380a
OG0008424	jg11566.t1	Em0010g68a
OG0008430	jg11637.t1	Em0010g935a
OG0008453	jg8931.t1	Em0016g389a
OG0008465	jg14102.t1, jg13067.t1	Em0012g838a
OG0008480	jg24216.t1	Em0018g1100a
OG0008481	jg1862.t1	Em0019g159a
OG0008488	jg17505.t1	Em0007g1018a
OG0008500	jg28954.t1	Em0022g87a
OG0008507	jg9337.t1	Em0008g569a
OG0008510	jg12263.t1	Em0021g40a
OG0008512	jg10998.t1	Em0002g1698a
OG0008523	jg7079.t1	Em0002g1413a
OG0008528	jg10972.t1	Em0002g1841a
OG0008529	jg2276.t1	Em0001g3378a
OG0008536	jg14598.t1	Em0016g1086a
OG0008545	jg2238.t1	Em0023g93a
OG0008554	jg3415.t1	Em0008g968a
OG0008560	jg18111.t1	Em0019g667a
OG0008562	jg10851.t1, jg10848.t1	Em0017g129a
OG0008569	jg18355.t1	Em0010g969a
OG0008576	jg28450.t1	Em0019g341a
OG0008586	jg12231.t1	Em0021g50a
OG0008597	jg3529.t1	Em0019g281a
OG0008598	jg14749.t1	Em0017g464a
OG0008599	jg21652.t1	Em0016g247a
OG0008612	jg6172.t1	Em0009g1094a
OG0008614	jg12010.t1	Em0033g17a
OG0008617	jg22547.t1	Em0001g522a, Em0017g609a
OG0008659	jg20932.t1	Em0008g1148a, Em0008g1149a
OG0008671	jg18624.t1	Em0020g864a
OG0008687	jg14568.t1	Em0016g1135a
OG0008717	jg23614.t1	Em0016g141a
OG0008725	jg20803.t1	Em0023g245a
OG0008726	jg6418.t1	Em0022g700a
OG0008751	jg29075.t1	Em0004g1351a
OG0008752	jg12281.t1	Em0014g51a
OG0008757	jg12387.t1	Em0004g71a
OG0008761	jg18849.t1	Em0001g672a
OG0008762	jg20624.t1	Em0008g1015a
OG0008763	jg6207.t1	Em0009g1154a
OG0008768	jg6206.t1	Em0009g1028a
OG0008770	jg3751.t1	Em0023g789a
OG0008774	jg23681.t1, jg17104.t1	Em0020g628a
OG0008779	jg3748.t1	Em0023g788a
OG0008787	jg15826.t1	Em0021g972a
OG0008793	jg8146.t1	Em0024g242a
OG0008794	jg20202.t1	Em0005g1643a
OG0008795	jg23449.t1	Em0009g513a
OG0008796	jg15831.t1	Em0021g953a, Em0021g966a
OG0008797	jg13813.t1	Em0015g464a
OG0008798	jg3752.t1	Em0023g790a
OG0008802	jg13094.t1, jg14129.t1	Em0012g484a
OG0008811	jg24861.t1	Em0009g1312a
OG0008814	jg16841.t1	Em0021g990a
OG0008816	jg7945.t1	Em0020g1009a
OG0008817	jg6228.t1	Em0022g859a
OG0008818	jg11573.t1	Em0010g60a
OG0008819	jg16839.t1	Em0021g929a
OG0008829	jg2313.t1	Em0012g1094a
OG0008833	jg884.t1	Em0009g1119a
OG0008834	jg3539.t1	Em0011g1161a
OG0008836	jg4706.t1	Em0009g795a, Em0009g811a
OG0008837	jg11617.t1	Em0010g118a
OG0008842	jg14624.t1	Em0016g1074a
OG0008844	jg16350.t1	Em0001g3664a
OG0008851	jg19758.t1, jg19756.t1	Em0018g791a
OG0008854	jg24670.t1	Em0162g6a
OG0008855	jg11640.t1	Em0010g937a
OG0008858	jg5097.t1	Em0023g176a, Em0004g1373a
OG0008861	jg1896.t1	Em0018g935a, Em0018g921a
OG0008862	jg1892.t1	Em0018g977a, Em0508g7a
OG0008866	jg14424.t1	Em0015g112a
OG0008869	jg1895.t1	Em0018g980a, Em0508g4a
OG0008870	jg18473.t1	Em0023g384a
OG0008872	jg18472.t1	Em0023g385a
OG0008873	jg12265.t1	Em0021g42a
OG0008876	jg12187.t1	Em0021g570a
OG0008881	jg8970.t1	Em0016g224a
OG0008882	jg27938.t1	Em0010g250a
OG0008884	jg27937.t1	Em0019g1096a
OG0008885	jg29040.t1	Em0022g224a
OG0008890	jg12248.t1	Em0021g558a
OG0008895	jg28719.t1	Em0007g1283a
OG0008897	jg17485.t1	Em0003g1368a
OG0008901	jg1920.t1	Em0018g1039a, Em0018g1063a
OG0008902	jg29235.t1	Em0023g658a
OG0008908	jg7661.t1	Em0009g110a
OG0008909	jg7654.t1	Em0009g36a
OG0008912	jg16982.t1	Em0018g90a
OG0008916	jg2850.t1	Em0008g92a
OG0008917	jg2845.t1	Em0008g44a
OG0008919	jg7651.t1	Em0009g56a
OG0008920	jg16980.t1	Em0018g78a
OG0008921	jg7655.t1	Em0009g32a
OG0008926	jg7662.t1	Em0009g106a
OG0008927	jg7653.t1	Em0009g35a
OG0008929	jg3488.t1, jg7648.t1	Em0009g59a
OG0008930	jg12205.t1	Em0021g985a
OG0008931	jg12209.t1	Em0021g987a
OG0008933	jg15840.t1	Em0021g875a
OG0008934	jg16981.t1	Em0018g89a
OG0008938	jg2747.t1, jg2747.t2	Em0013g532a
OG0008941	jg23748.t1	Em0006g793a
OG0008942	jg15834.t1	Em0021g879a
OG0008943	jg8162.t1	Em0003g1226a
OG0008945	jg2682.t1	Em0013g608a, Em0013g596a
OG0008946	jg2328.t1	Em0012g779a
OG0008950	jg15841.t1	Em0020g687a
OG0008954	jg23750.t1	Em0006g794a
OG0008955	jg17481.t1	Em0006g1508a
OG0008958	jg25981.t1	Em0008g819a
OG0008959	jg12269.t1	Em0020g791a
OG0008962	jg11194.t1	Em0019g846a
OG0008963	jg1253.t1, jg8684.t1	Em0023g44a
OG0008964	jg12395.t1	Em0004g6a
OG0008965	jg18441.t1	Em0023g543a
OG0008966	jg22961.t1	Em0017g141a
OG0008970	jg21654.t1	Em0016g246a
OG0008971	jg11518.t1	Em0088g9a
OG0008972	jg11200.t1	Em0019g1101a
OG0008974	jg15160.t1, jg26462.t1	Em0009g442a
OG0008976	jg18439.t1	Em0023g542a
OG0008977	jg11205.t1	Em0019g1040a
OG0008980	jg11207.t1	Em0019g331a
OG0008981	jg14555.t1	Em0016g900a
OG0008982	jg11203.t1	Em0019g1050a
OG0008983	jg14556.t1	Em0016g901a
OG0008984	jg11199.t1	Em0019g1058a
OG0008988	jg11202.t2, jg11202.t1	Em0019g1051a
OG0008990	jg14564.t1	Em0016g1134a
OG0008991	jg19250.t1	Em0005g1438a
OG0008992	jg18322.t1	Em0015g878a
OG0008993	jg11209.t1	Em0019g327a
OG0008994	jg11204.t1	Em0019g1052a
OG0008996	jg2663.t1	Em0013g407a
OG0009001	jg24895.t1, jg28824.t1	Em0014g29a
OG0009003	jg4620.t1	Em0010g1037a
OG0009004	jg26749.t1	Em0022g441a
OG0009006	jg18541.t1	Em0023g363a
OG0009007	jg8190.t1	Em0016g894a
OG0009008	jg8176.t1	Em0003g1471a
OG0009009	jg4636.t1	Em0020g872a
OG0009010	jg19392.t1	Em0009g912a
OG0009011	jg12262.t1	Em0021g37a
OG0009012	jg19195.t1, jg25798.t1	Em0016g1079a
OG0009013	jg18538.t1	Em0023g365a
OG0009015	jg920.t1	Em0009g970a
OG0009016	jg916.t1	Em0009g1223a
OG0009017	jg14667.t1	Em0137g13a
OG0009018	jg18551.t1	Em0023g748a
OG0009020	jg908.t1	Em0009g1063a
OG0009021	jg8188.t1	Em0005g803a
OG0009022	jg6387.t1	Em0019g736a
OG0009023	jg14668.t1	Em0016g952a, Em0137g12a
OG0009024	jg19197.t1	Em0016g1017a
OG0009025	jg915.t1	Em0009g1224a
OG0009026	jg906.t1	Em0009g1065a
OG0009027	jg4637.t1	Em0017g939a
OG0009029	jg14670.t1	Em0016g930a
OG0009030	jg15703.t1	Em0018g185a
OG0009031	jg19190.t1	Em0016g1106a
OG0009032	jg919.t1	Em0009g972a
OG0009033	jg914.t1	Em0009g1225a
OG0009035	jg24237.t1	Em0018g312a
OG0009036	jg19186.t1	Em0016g1022a
OG0009037	jg921.t1	Em0009g945a, Em0009g939a
OG0009038	jg917.t1	Em0009g1226a
OG0009040	jg8748.t1	Em0011g1166a
OG0009041	jg8743.t1	Em0011g1015a
OG0009045	jg8745.t1	Em0011g1023a
OG0009047	jg12640.t1	Em0022g760a
OG0009048	jg977.t1	Em0009g48a
OG0009049	jg8751.t1	Em0011g1168a
OG0009050	jg8747.t1	Em0011g1165a
OG0009051	jg873.t1	Em0009g986a
OG0009053	jg881.t1	Em0021g257a
OG0009057	jg12631.t1	Em0005g1611a
OG0009059	jg4103.t1	Em0022g370a
OG0009060	jg984.t1	Em0009g41a
OG0009061	jg9810.t1	Em0023g728a
OG0009062	jg8744.t1	Em0011g1014a
OG0009063	jg17050.t1	Em0015g1159a
OG0009064	jg12632.t1	Em0005g1280a
OG0009065	jg23460.t1	Em0484g6a
OG0009066	jg4106.t1	Em0022g368a
OG0009067	jg9813.t1	Em0023g740a
OG0009068	jg4110.t1	Em0022g379a
OG0009069	jg12133.t1	Em0022g194a
OG0009072	jg20278.t1	Em0014g684a
OG0009074	jg20716.t1	Em0023g199a
OG0009075	jg29201.t1	Em0022g342a
OG0009076	jg871.t1	Em0009g984a
OG0009077	jg877.t1	Em0009g1074a
OG0009078	jg4109.t1	Em0022g371a, Em0022g364a
OG0009079	jg12134.t1	Em0022g189a
OG0009082	jg20275.t1	Em0014g687a
OG0009083	jg4108.t1	Em0022g366a
OG0009084	jg12132.t1	Em0022g195a
OG0009085	jg20276.t1	Em0014g686a
OG0009086	jg14646.t1	Em0016g1090a
OG0009088	jg1499.t1	Em0021g70a
OG0009089	jg4607.t1	Em0019g1094a
OG0009091	jg8925.t1	Em0016g355a
OG0009092	jg4477.t1	Em0011g9a
OG0009093	jg14633.t1	Em0016g1067a
OG0009094	jg14648.t1	Em0016g1095a
OG0009095	jg4482.t1	Em0011g132a
OG0009096	jg11549.t1	Em0021g74a
OG0009097	jg11553.t1	Em0021g71a
OG0009098	jg4505.t1	Em0011g69a
OG0009099	jg4478.t1	Em0011g128a
OG0009100	jg4473.t1	Em0011g126a
OG0009102	jg10190.t1	Em0015g885a
OG0009103	jg8955.t1	Em0016g302a
OG0009104	jg8959.t1	Em0016g377a
OG0009106	jg8930.t1	Em0016g384a
OG0009108	jg18519.t1	Em0023g419a
OG0009109	jg8940.t1	Em0016g356a
OG0009110	jg8956.t1	Em0016g301a
OG0009111	jg28518.t1	Em0015g755a
OG0009112	jg18762.t1	Em0009g613a
OG0009116	jg8939.t1	Em0016g351a
