Orthogroup	Niphates_augustus.hints.aa	Human_UP000005640_9606
OG0009859	jg22385.t1	sp|Q8NCM8|DYHC2_HUMAN
OG0009860	jg11105.t1	sp|Q9NY61|AATF_HUMAN
OG0009861	jg8117.t1	sp|O43542|XRCC3_HUMAN
OG0009862	jg12404.t1	sp|Q9NSQ0|RRP7B_HUMAN, sp|Q9Y3A4|RRP7A_HUMAN
OG0009865	jg10216.t1	sp|P62253|UB2G1_HUMAN
OG0009867	jg26086.t1	sp|O14744|ANM5_HUMAN
OG0009868	jg12843.t1	sp|P31040|SDHA_HUMAN
OG0009869	jg12836.t1	sp|Q5JVL4|EFHC1_HUMAN
OG0009870	jg6431.t1	sp|Q7Z4Y8|AT5L2_HUMAN, sp|O75964|ATP5L_HUMAN
OG0009871	jg12825.t1	sp|P0C6A0|ZGLP1_HUMAN
OG0009873	jg6121.t1, jg26001.t1	sp|Q9Y3A0|COQ4_HUMAN
OG0009875	jg22406.t1	sp|Q5QJ74|TBCEL_HUMAN
OG0009876	jg12852.t1	sp|Q96GA3|LTV1_HUMAN
OG0009877	jg22404.t1	sp|P26196|DDX6_HUMAN
OG0009879	jg12841.t1	sp|P13010|XRCC5_HUMAN
OG0009880	jg19222.t1	sp|Q9BR61|ACBD6_HUMAN
OG0009881	jg14543.t1	sp|Q9Y2M5|KLH20_HUMAN
OG0009883	jg12358.t1	sp|P61604|CH10_HUMAN
OG0009884	jg14748.t1	sp|O43681|GET3_HUMAN
OG0009885	jg12377.t1	sp|P41250|GARS_HUMAN
OG0009886	jg12321.t1	sp|Q9BUQ8|DDX23_HUMAN
OG0009889	jg13849.t1	sp|Q02878|RL6_HUMAN
OG0009890	jg12864.t1	sp|P23610|HAP40_HUMAN
OG0009891	jg12859.t1	sp|P49821|NDUV1_HUMAN
OG0009892	jg22283.t1	sp|Q9HBG6|IF122_HUMAN
OG0009895	jg30547.t1, jg3117.t1	sp|Q9UKK9|NUDT5_HUMAN
OG0009896	jg17845.t1	sp|Q8TBK6|ZCH10_HUMAN
OG0009897	jg9621.t1, jg25420.t1	sp|O94777|DPM2_HUMAN
OG0009898	jg19272.t1	sp|O75683|SURF6_HUMAN
OG0009900	jg19226.t1	sp|O60869|EDF1_HUMAN
OG0009901	jg19221.t1	sp|Q96HH6|TMM19_HUMAN
OG0009902	jg24239.t1	sp|Q5VYK3|ECM29_HUMAN
OG0009904	jg12652.t1	sp|Q96MW1|CCD43_HUMAN
OG0009905	jg19978.t1	sp|O00189|AP4M1_HUMAN
OG0009906	jg22284.t1	sp|Q96GS4|BORC6_HUMAN
OG0009907	jg4495.t1	sp|O15379|HDAC3_HUMAN
OG0009908	jg14416.t1	sp|Q8IYW5|RN168_HUMAN, sp|Q8NCN4|RN169_HUMAN
OG0009909	jg13848.t1	sp|Q8NHQ9|DDX55_HUMAN
OG0009910	jg13811.t1	sp|Q08945|SSRP1_HUMAN
OG0009911	jg19282.t1	sp|Q96FZ2|HMCES_HUMAN
OG0009912	jg19229.t1	sp|P53611|PGTB2_HUMAN
OG0009913	jg19223.t1	sp|P20618|PSB1_HUMAN
OG0009914	jg14545.t1	sp|Q12893|TM115_HUMAN
OG0009916	jg14434.t1	sp|Q8WZ73|RFFL_HUMAN, sp|Q969K3|RNF34_HUMAN
OG0009917	jg19231.t1	sp|Q9NQ55|SSF1_HUMAN
OG0009918	jg29089.t1	sp|P61221|ABCE1_HUMAN
OG0009920	jg29129.t1	sp|Q9Y673|ALG5_HUMAN
OG0009921	jg29094.t1	sp|P49459|UBE2A_HUMAN
OG0009924	jg28940.t1	sp|P61247|RS3A_HUMAN
OG0009926	jg28555.t1	sp|Q96F63|CCD97_HUMAN
OG0009927	jg13809.t1	sp|Q92890|UFD1_HUMAN
OG0009928	jg20509.t1, jg11248.t1	sp|Q9P253|VPS18_HUMAN
OG0009930	jg11226.t1	sp|P17735|ATTY_HUMAN
OG0009931	jg19276.t1	sp|Q9BZL1|UBL5_HUMAN
OG0009932	jg11187.t1	sp|Q9BUN8|DERL1_HUMAN
OG0009933	jg23066.t1	sp|Q8IZD6|S22AF_HUMAN
OG0009934	jg19220.t1	sp|Q5JU67|CF157_HUMAN
OG0009935	jg28941.t1	sp|Q9UBB6|NCDN_HUMAN
OG0009936	jg10956.t1	sp|Q9UMS0|NFU1_HUMAN
OG0009937	jg14746.t1	sp|Q9NZ01|TECR_HUMAN
OG0009938	jg4512.t1	sp|Q12882|DPYD_HUMAN
OG0009939	jg12277.t1	sp|O75425|MSPD3_HUMAN, sp|Q9UJG1|MSPD1_HUMAN
OG0009941	jg13837.t1	sp|Q9UQ35|SRRM2_HUMAN
OG0009942	jg28552.t1	sp|Q9BSR8|YIPF4_HUMAN
OG0009943	jg28134.t1	sp|P12694|ODBA_HUMAN
OG0009944	jg28559.t1	sp|Q9Y324|FCF1_HUMAN
OG0009946	jg11247.t1	sp|Q9NUT2|MITOS_HUMAN
OG0009947	jg11243.t1	sp|Q9GZR7|DDX24_HUMAN
OG0009948	jg11189.t1	sp|Q9Y2B5|VP9D1_HUMAN
OG0009949	jg11183.t1	sp|O14737|PDCD5_HUMAN
OG0009951	jg11222.t1	sp|Q9NX74|DUS2L_HUMAN
OG0009952	jg28939.t1	sp|O60503|ADCY9_HUMAN
OG0009953	jg11190.t1	sp|Q9UKV3|ACINU_HUMAN
OG0009954	jg11185.t1	sp|Q9Y2Y0|AR2BP_HUMAN
OG0009955	jg17519.t1	sp|Q9H0F5|RNF38_HUMAN, sp|Q7L0R7|RNF44_HUMAN
OG0009956	jg23065.t1	sp|Q13438|OS9_HUMAN
OG0009957	jg28408.t1	sp|Q9Y5K8|VATD_HUMAN
OG0009958	jg28149.t1	sp|Q9P0W8|SPAT7_HUMAN
OG0009959	jg28139.t1	sp|Q9Y5W8|SNX13_HUMAN
OG0009960	jg28556.t1	sp|Q6RFH5|WDR74_HUMAN
OG0009961	jg28550.t1	sp|Q9UQ84|EXO1_HUMAN
OG0009962	jg28494.t1	sp|Q9H0Y0|ATG10_HUMAN
OG0009963	jg16972.t1	sp|Q5J8M3|EMC4_HUMAN
OG0009964	jg12276.t2	sp|Q15696|U2AFM_HUMAN, sp|Q15695|U2AFL_HUMAN
OG0009967	jg14241.t1	sp|O94888|UBXN7_HUMAN
OG0009968	jg19956.t1	sp|Q52LA3|LIN52_HUMAN
OG0009969	jg14245.t1	sp|O60832|DKC1_HUMAN
OG0009971	jg17522.t1	sp|P04818|TYSY_HUMAN
OG0009972	jg28121.t1	sp|Q8TDH9|BL1S5_HUMAN
OG0009973	jg17533.t1	sp|Q6PD62|CTR9_HUMAN
OG0009974	jg28161.t1	sp|Q9UEU0|VTI1B_HUMAN
OG0009975	jg17525.t1	sp|Q8IUQ4|SIAH1_HUMAN
OG0009976	jg28441.t1	sp|Q8IWA0|WDR75_HUMAN
OG0009978	jg23025.t1	sp|O95831|AIFM1_HUMAN
OG0009979	jg28513.t1	sp|Q6ZMV9|KIF6_HUMAN
OG0009980	jg10920.t1	sp|A2VDF0|FUCM_HUMAN
OG0009981	jg28411.t1	sp|Q9Y5J7|TIM9_HUMAN
OG0009982	jg28135.t1	sp|P46199|IF2M_HUMAN
OG0009983	jg28521.t1	sp|Q8N4W6|DJC22_HUMAN
OG0009984	jg20061.t1	sp|O75602|SPAG6_HUMAN
OG0009986	jg16957.t1	sp|Q9NQQ7|S35C2_HUMAN
OG0009987	jg17437.t1	sp|P40616|ARL1_HUMAN
OG0009988	jg17433.t1	sp|O94979|SC31A_HUMAN
OG0009989	jg16978.t1	sp|Q9NQP4|PFD4_HUMAN
OG0009991	jg11230.t1	sp|Q8NDH3|PEPL1_HUMAN
OG0009992	jg17529.t1	sp|Q9HAQ2|KIF9_HUMAN
OG0009994	jg11265.t1	sp|Q15109|RAGE_HUMAN
OG0009995	jg16950.t1	sp|A4D1U4|DEN11_HUMAN
OG0009996	jg28145.t1	sp|Q9Y316|MEMO1_HUMAN
OG0009998	jg28517.t1	sp|Q92797|SYMPK_HUMAN
OG0009999	jg10116.t1	sp|Q96HA9|PX11C_HUMAN
OG0010001	jg10108.t1	sp|P0CW23|AKAI1_HUMAN, sp|Q9P0M2|AKA7G_HUMAN
OG0010002	jg4766.t2, jg4766.t1	sp|Q7RTV0|PHF5A_HUMAN
OG0010003	jg10088.t1	sp|P36954|RPB9_HUMAN
OG0010005	jg24849.t1	sp|Q68EM7|RHG17_HUMAN, sp|Q17R89|RHG44_HUMAN
OG0010007	jg10911.t1	sp|P78549|NTH_HUMAN
OG0010009	jg20060.t1	sp|Q12981|SEC20_HUMAN
OG0010011	jg23314.t1	sp|Q9UJX2|CDC23_HUMAN
OG0010012	jg18581.t1	sp|Q9H269|VPS16_HUMAN
OG0010013	jg28162.t1	sp|O95848|NUD14_HUMAN
OG0010015	jg10115.t1	sp|Q13976|KGP1_HUMAN
OG0010016	jg28147.t1	sp|Q96M32|KAD7_HUMAN
OG0010017	jg10113.t1, jg27070.t1	sp|Q14353|GAMT_HUMAN
OG0010018	jg10095.t1	sp|Q8WUA2|PPIL4_HUMAN
OG0010019	jg14735.t1	sp|Q96BP3|PPWD1_HUMAN
OG0010020	jg26081.t1	sp|Q96MU7|YTDC1_HUMAN
OG0010021	jg24846.t1	sp|Q9Y262|EIF3L_HUMAN
OG0010022	jg24838.t1	sp|Q8IVD9|NUDC3_HUMAN
OG0010024	jg29899.t1	sp|P53384|NUBP1_HUMAN
OG0010025	jg20745.t1	sp|Q9Y6A9|SPCS1_HUMAN
OG0010028	jg10112.t1	sp|P40818|UBP8_HUMAN
OG0010029	jg10097.t1	sp|Q9NZB8|MOCS1_HUMAN
OG0010030	jg23300.t1, jg23299.t1	sp|P15586|GNS_HUMAN
OG0010031	jg29890.t1	sp|Q8N1V2|CFA52_HUMAN
OG0010032	jg10092.t1	sp|Q8IYD8|FANCM_HUMAN
OG0010033	jg20675.t1	sp|Q9BYC9|RM20_HUMAN
OG0010034	jg23303.t1	sp|Q9Y3D5|RT18C_HUMAN
OG0010035	jg20617.t1	sp|Q6ZVT0|TTL10_HUMAN
OG0010036	jg24840.t1, jg24841.t1	sp|Q96M60|F227B_HUMAN
OG0010038	jg24876.t1	sp|O75460|ERN1_HUMAN
OG0010039	jg29821.t1	sp|Q3T906|GNPTA_HUMAN
OG0010040	jg24870.t1	sp|Q6P1R4|DUS1L_HUMAN
OG0010041	jg18583.t1	sp|Q8IWF2|FXRD2_HUMAN
OG0010044	jg7938.t1	sp|Q9Y3S2|ZN330_HUMAN
OG0010045	jg7933.t1	sp|Q969Y2|GTPB3_HUMAN
OG0010046	jg24874.t1	sp|Q9UPM9|B9D1_HUMAN
OG0010047	jg7942.t1	sp|Q6NUQ1|RINT1_HUMAN
OG0010048	jg7936.t1	sp|Q9BY77|PDIP3_HUMAN
OG0010049	jg10895.t1	sp|Q8IY45|AMN1_HUMAN
OG0010051	jg10885.t1	sp|Q8WUH2|TGFA1_HUMAN
OG0010052	jg12752.t1	sp|O15321|TM9S1_HUMAN
OG0010054	jg17455.t1	sp|Q8IYR0|CF206_HUMAN
OG0010055	jg12741.t1	sp|O95071|UBR5_HUMAN
OG0010056	jg12699.t1	sp|P53701|CCHL_HUMAN
OG0010057	jg23302.t1	sp|Q9BQA9|CYBC1_HUMAN
OG0010063	jg12876.t1	sp|Q5I0X7|TTC32_HUMAN
OG0010064	jg29817.t1	sp|Q07020|RL18_HUMAN
OG0010065	jg13885.t1	sp|Q14534|ERG1_HUMAN
OG0010066	jg20583.t1	sp|Q6P9G0|CB5D1_HUMAN
OG0010067	jg13899.t1	sp|Q9UMS4|PRP19_HUMAN
OG0010068	jg24873.t1	sp|O60861|GAS7_HUMAN
OG0010069	jg20747.t1	sp|Q7Z3E5|ARMC9_HUMAN
OG0010070	jg7930.t1	sp|P26368|U2AF2_HUMAN
OG0010071	jg20674.t1	sp|P51810|GP143_HUMAN
OG0010072	jg20742.t1	sp|Q0VDF9|HSP7E_HUMAN
OG0010073	jg20615.t1	sp|Q96G75|RMD5B_HUMAN, sp|Q9H871|RMD5A_HUMAN
OG0010074	jg13945.t1	sp|Q9NVR7|TBCC1_HUMAN
OG0010075	jg20678.t1	sp|Q9H089|LSG1_HUMAN
OG0010077	jg20603.t1	sp|O43924|PDE6D_HUMAN
OG0010078	jg14736.t1	sp|Q9P000|COMD9_HUMAN
OG0010079	jg13980.t1	sp|Q96M95|CCD42_HUMAN
OG0010080	jg24847.t1	sp|P62244|RS15A_HUMAN
OG0010081	jg20598.t1	sp|Q674X7|KAZRN_HUMAN
OG0010082	jg24842.t1	sp|Q99798|ACON_HUMAN
OG0010083	jg20613.t1	sp|Q9BUE0|MED18_HUMAN
OG0010084	jg20608.t1	sp|Q99623|PHB2_HUMAN
OG0010085	jg26074.t1	sp|Q13416|ORC2_HUMAN
OG0010086	jg20644.t1	sp|Q13464|ROCK1_HUMAN, sp|O75116|ROCK2_HUMAN
OG0010087	jg26077.t1	sp|P48378|RFX2_HUMAN
OG0010088	jg26083.t1, jg26083.t2	sp|Q96PH1|NOX5_HUMAN
OG0010089	jg1985.t1	sp|Q6IA69|NADE_HUMAN
OG0010090	jg12700.t1	sp|Q9Y282|ERGI3_HUMAN
OG0010091	jg18776.t1	sp|Q9Y2B2|PIGL_HUMAN
OG0010092	jg17449.t1	sp|Q96EH3|MASU1_HUMAN
OG0010093	jg14760.t1	sp|Q9Y421|FA32A_HUMAN
OG0010094	jg17414.t1	sp|Q8IXM6|NRM_HUMAN
OG0010095	jg17424.t1	sp|O75122|CLAP2_HUMAN, sp|Q7Z460|CLAP1_HUMAN
OG0010096	jg20746.t1	sp|Q9Y2G8|DJC16_HUMAN
OG0010097	jg20741.t1	sp|P62487|RPB7_HUMAN
OG0010098	jg17397.t1	sp|Q15800|MSMO1_HUMAN
OG0010100	jg23675.t2, jg23675.t1	sp|O60783|RT14_HUMAN
OG0010101	jg20597.t1	sp|Q9BV19|CA050_HUMAN
OG0010102	jg20612.t1	sp|O95155|UBE4B_HUMAN
OG0010103	jg18297.t1	sp|O00311|CDC7_HUMAN
OG0010104	jg20809.t1	sp|Q92769|HDAC2_HUMAN, sp|Q13547|HDAC1_HUMAN
OG0010105	jg7932.t1	sp|Q3SXZ7|TTLL9_HUMAN
OG0010108	jg13943.t1	sp|P43487|RANG_HUMAN
OG0010109	jg13974.t1	sp|Q9UPS6|SET1B_HUMAN
OG0010110	jg13979.t1	sp|P60510|PP4C_HUMAN
OG0010111	jg12747.t1	sp|Q9NRN7|ADPPT_HUMAN
OG0010113	jg18770.t1	sp|Q92543|SNX19_HUMAN
OG0010115	jg27186.t1	sp|Q96K76|UBP47_HUMAN
OG0010117	jg13884.t1	sp|Q9BYB4|GNB1L_HUMAN
OG0010118	jg20673.t1	sp|Q15021|CND1_HUMAN
OG0010119	jg20599.t1	sp|Q13435|SF3B2_HUMAN
OG0010120	jg13896.t1	sp|P17707|DCAM_HUMAN
OG0010121	jg13898.t1	sp|A6NIH7|U119B_HUMAN
OG0010123	jg13917.t1	sp|P43034|LIS1_HUMAN
OG0010124	jg284.t1	sp|Q9BRU9|UTP23_HUMAN
OG0010125	jg18300.t1	sp|Q16543|CDC37_HUMAN
OG0010126	jg12679.t1	sp|Q9Y291|RT33_HUMAN
OG0010127	jg28383.t1	sp|Q16769|QPCT_HUMAN
OG0010128	jg13976.t1	sp|P49023|PAXI_HUMAN
OG0010130	jg1975.t1	sp|P53618|COPB_HUMAN
OG0010131	jg17421.t1	sp|Q96MH2|HEXI2_HUMAN, sp|O94992|HEXI1_HUMAN
OG0010132	jg17416.t1	sp|Q6P3W7|SCYL2_HUMAN
OG0010133	jg17410.t1	sp|P23511|NFYA_HUMAN
OG0010134	jg17394.t1	sp|Q969J3|BORC5_HUMAN
OG0010135	jg13889.t1	sp|P50613|CDK7_HUMAN
OG0010136	jg8854.t1	sp|Q15058|KIF14_HUMAN
OG0010137	jg13901.t1	sp|Q8WXU2|DAAF4_HUMAN
OG0010138	jg13908.t1	sp|P28039|AOAH_HUMAN
OG0010139	jg18303.t1, jg18302.t1	sp|O60613|SEP15_HUMAN
OG0010140	jg21019.t1, jg3010.t1	sp|Q8N5A5|ZGPAT_HUMAN
OG0010142	jg28387.t1	sp|O60733|PLPL9_HUMAN
OG0010143	jg8428.t1	sp|O95169|NDUB8_HUMAN
OG0010144	jg28126.t1	sp|P09874|PARP1_HUMAN
OG0010145	jg28375.t1	sp|O75531|BAF_HUMAN
OG0010147	jg28370.t1	sp|P19404|NDUV2_HUMAN
OG0010148	jg28395.t2, jg28395.t1	sp|Q96K21|ANCHR_HUMAN
OG0010149	jg27187.t1	sp|Q9Y3E7|CHMP3_HUMAN
OG0010151	jg18879.t1	sp|A0A1B0GUX0|VAFNB_HUMAN
OG0010153	jg10058.t2, jg10058.t1	sp|Q96I25|SPF45_HUMAN
OG0010154	jg28422.t1	sp|Q92541|RTF1_HUMAN
OG0010155	jg18975.t1	sp|O75663|TIPRL_HUMAN
OG0010156	jg18965.t1	sp|Q53S58|TM177_HUMAN
OG0010157	jg18958.t1	sp|Q96M69|LRGUK_HUMAN
OG0010158	jg26743.t1	sp|Q8NG66|NEK11_HUMAN
OG0010159	jg19038.t1	sp|Q9Y6I8|PXMP4_HUMAN
OG0010161	jg19090.t1	sp|P48728|GCST_HUMAN
OG0010162	jg9003.t1	sp|Q8IX18|DHX40_HUMAN
OG0010163	jg9848.t1	sp|Q9H816|DCR1B_HUMAN
OG0010164	jg17378.t1	sp|O00116|ADAS_HUMAN
OG0010165	jg17494.t1	sp|Q8WTS6|SETD7_HUMAN
OG0010167	jg8993.t1	sp|O43826|G6PT1_HUMAN
OG0010169	jg17469.t1	sp|O95219|SNX4_HUMAN
OG0010171	jg8852.t1	sp|O75396|SC22B_HUMAN
OG0010173	jg28127.t1	sp|P62979|RS27A_HUMAN
OG0010174	jg28131.t1	sp|Q8N801|STPG4_HUMAN
OG0010177	jg19134.t1	sp|Q9P2X0|DPM3_HUMAN
OG0010178	jg19138.t1	sp|Q86VQ6|TRXR3_HUMAN
OG0010180	jg18880.t1	sp|Q8TBZ2|MYBPP_HUMAN
OG0010181	jg10050.t1	sp|Q2M389|WASC4_HUMAN
OG0010182	jg12643.t1	sp|Q15006|EMC2_HUMAN
OG0010183	jg13260.t1	sp|Q9BRP1|PDD2L_HUMAN
OG0010184	jg18974.t1	sp|Q96AA3|RFT1_HUMAN
OG0010185	jg18884.t1	sp|Q92917|GPKOW_HUMAN
OG0010186	jg13289.t1	sp|Q0PNE2|ELP6_HUMAN
OG0010187	jg18964.t1	sp|Q99523|SORT_HUMAN
OG0010191	jg8986.t1	sp|Q4G0N8|SL9C1_HUMAN, sp|Q5TAH2|SL9C2_HUMAN
OG0010192	jg19029.t1	sp|Q8N4Q1|MIA40_HUMAN
OG0010195	jg8879.t1	sp|Q9BYL1|SAM10_HUMAN, sp|Q8N8I0|SAM12_HUMAN
OG0010196	jg3640.t1	sp|Q8NBA8|DTWD2_HUMAN
OG0010197	jg17489.t1	sp|Q8WUD4|CCD12_HUMAN
OG0010198	jg17382.t1	sp|P61923|COPZ1_HUMAN
OG0010199	jg28223.t1	sp|Q5VW32|BROX_HUMAN
OG0010200	jg28406.t1	sp|Q9NVM9|INT13_HUMAN
OG0010201	jg17504.t1	sp|Q6NVY1|HIBCH_HUMAN
OG0010202	jg17508.t1	sp|Q9NRP4|SDHF3_HUMAN
OG0010203	jg28593.t1	sp|P0DJ07|PT100_HUMAN
OG0010204	jg28597.t1	sp|Q9Y5B9|SP16H_HUMAN
OG0010205	jg28386.t1	sp|Q2NL82|TSR1_HUMAN
OG0010206	jg17976.t1	sp|Q8WVX9|FACR1_HUMAN
OG0010207	jg28369.t1	sp|P26641|EF1G_HUMAN
OG0010208	jg28365.t1	sp|Q8N6T3|ARFG1_HUMAN
OG0010210	jg28012.t1	sp|P51948|MAT1_HUMAN
OG0010211	jg17971.t1	sp|Q8TCI5|PIFO_HUMAN
OG0010212	jg17986.t1	sp|Q13084|RM28_HUMAN
OG0010213	jg28037.t1	sp|Q96SD1|DCR1C_HUMAN
OG0010214	jg19137.t1	sp|Q96PZ0|PUS7_HUMAN
OG0010215	jg12703.t1	sp|Q9NV70|EXOC1_HUMAN
OG0010216	jg8988.t1	sp|Q8NE28|STKL1_HUMAN
OG0010217	jg8992.t1	sp|Q8NFH5|NUP35_HUMAN
OG0010219	jg13295.t1	sp|P54819|KAD2_HUMAN
OG0010220	jg13283.t1	sp|Q96MD2|KICS2_HUMAN
OG0010221	jg18966.t1	sp|Q86TL2|STIMA_HUMAN
OG0010223	jg8865.t1	sp|Q15257|PTPA_HUMAN
OG0010224	jg18750.t1	sp|Q9UM13|APC10_HUMAN
OG0010225	jg16752.t1	sp|P30101|PDIA3_HUMAN
OG0010226	jg22668.t1	sp|Q96I51|RCC1L_HUMAN
OG0010227	jg2702.t1	sp|P55036|PSMD4_HUMAN
OG0010228	jg17503.t1	sp|Q4ADV7|RIC1_HUMAN
OG0010229	jg2430.t1	sp|Q13206|DDX10_HUMAN
OG0010230	jg22667.t1	sp|Q6UVK1|CSPG4_HUMAN
OG0010233	jg28613.t1	sp|P12955|PEPD_HUMAN
OG0010234	jg2396.t1	sp|Q9GZN8|CT027_HUMAN
OG0010235	jg2754.t1	sp|P09417|DHPR_HUMAN
OG0010236	jg2679.t1	sp|Q92905|CSN5_HUMAN
OG0010237	jg28604.t1	sp|O95995|DRC4_HUMAN
OG0010238	jg19135.t1	sp|Q9NZQ3|SPN90_HUMAN
OG0010239	jg28609.t1	sp|Q9BTX3|TM208_HUMAN
OG0010240	jg27995.t1	sp|O15228|GNPAT_HUMAN
OG0010241	jg28621.t1	sp|Q92696|PGTA_HUMAN, sp|Q7Z6K3|PTAR1_HUMAN
OG0010242	jg6774.t1	sp|Q14137|BOP1_HUMAN
OG0010243	jg28006.t1	sp|Q13573|SNW1_HUMAN
OG0010244	jg18970.t1	sp|Q9UBZ4|APEX2_HUMAN
OG0010245	jg18960.t1	sp|Q8ND61|CC020_HUMAN
OG0010246	jg12705.t1	sp|Q96MF7|NSE2_HUMAN
OG0010247	jg6750.t1	sp|Q9NPF4|OSGEP_HUMAN
OG0010248	jg28028.t1	sp|Q9NW64|RBM22_HUMAN
OG0010249	jg13277.t1	sp|Q9Y2Y1|RPC10_HUMAN
OG0010250	jg17486.t1	sp|P27037|AVR2A_HUMAN, sp|Q13705|AVR2B_HUMAN
OG0010251	jg23073.t1	sp|Q96EE3|SEH1_HUMAN
OG0010252	jg11475.t1	sp|O60658|PDE8A_HUMAN, sp|O95263|PDE8B_HUMAN
OG0010253	jg10753.t1	sp|Q99426|TBCB_HUMAN
OG0010254	jg17511.t1	sp|O43159|RRP8_HUMAN
OG0010255	jg3641.t1	sp|Q9P0J0|NDUAD_HUMAN
OG0010257	jg2701.t1	sp|Q6P047|CH074_HUMAN, sp|Q8IVU9|CBCO1_HUMAN
OG0010258	jg8891.t1, jg8892.t1	sp|Q86YJ6|THNS2_HUMAN
OG0010259	jg2692.t1	sp|Q9UJV9|DDX41_HUMAN
OG0010260	jg17961.t1	sp|Q8N2M4|TM86A_HUMAN
OG0010261	jg18051.t1	sp|Q16181|SEPT7_HUMAN
OG0010262	jg2375.t1	sp|Q2YD98|UVSSA_HUMAN
OG0010263	jg2387.t1	sp|O43447|PPIH_HUMAN
OG0010264	jg13719.t1	sp|Q9NSI2|F207A_HUMAN
OG0010265	jg13053.t1, jg14089.t1	sp|O14949|QCR8_HUMAN
OG0010266	jg14907.t1	sp|Q9NU02|ANKE1_HUMAN
OG0010267	jg2757.t1	sp|P36405|ARL3_HUMAN
OG0010269	jg2678.t1	sp|P55769|NH2L1_HUMAN
OG0010270	jg2296.t1	sp|Q9Y2X3|NOP58_HUMAN
OG0010271	jg2389.t1	sp|Q8WTT2|NOC3L_HUMAN
OG0010272	jg28611.t1	sp|Q8TEX9|IPO4_HUMAN
OG0010273	jg29496.t1	sp|Q7Z4W1|DCXR_HUMAN
OG0010275	jg2399.t1	sp|Q03989|ARI5A_HUMAN, sp|Q14865|ARI5B_HUMAN
OG0010276	jg28020.t1	sp|Q9BW66|CINP_HUMAN
OG0010277	jg29627.t1	sp|Q9Y2W2|WBP11_HUMAN
OG0010278	jg29633.t1	sp|Q96PX1|RN157_HUMAN, sp|O60291|MGRN1_HUMAN
OG0010279	jg29638.t1	sp|P51570|GALK1_HUMAN
OG0010280	jg28005.t1	sp|Q92733|PRCC_HUMAN
OG0010281	jg28000.t1	sp|Q96GX9|MTNB_HUMAN
OG0010282	jg2676.t1	sp|Q9H977|WDR54_HUMAN
OG0010283	jg12648.t1	sp|Q8N584|TT39C_HUMAN
OG0010284	jg29656.t1	sp|Q9H8Y5|ANKZ1_HUMAN
OG0010285	jg6751.t1	sp|Q92547|TOPB1_HUMAN
OG0010287	jg29685.t1	sp|Q9BSC4|NOL10_HUMAN
OG0010288	jg28025.t1	sp|P49411|EFTU_HUMAN
OG0010289	jg13292.t1	sp|Q9NUS5|AP5S1_HUMAN
OG0010290	jg29698.t1	sp|Q92747|ARC1A_HUMAN
OG0010291	jg13287.t1	sp|Q96RG2|PASK_HUMAN
OG0010292	jg13297.t1	sp|Q9H1J1|REN3A_HUMAN, sp|Q9BZI7|REN3B_HUMAN
OG0010293	jg18745.t1	sp|Q9UIC8|LCMT1_HUMAN
OG0010294	jg18735.t1	sp|Q96RQ1|ERGI2_HUMAN
OG0010295	jg4593.t1	sp|Q8IVN8|SBSPO_HUMAN
OG0010297	jg23072.t1	sp|O75521|ECI2_HUMAN
OG0010298	jg11648.t1	sp|O43396|TXNL1_HUMAN
OG0010299	jg21623.t1	sp|O43615|TIM44_HUMAN
OG0010300	jg24787.t1	sp|Q9P260|RELCH_HUMAN
OG0010301	jg10785.t1	sp|P50991|TCPD_HUMAN
OG0010302	jg18041.t1	sp|P53990|IST1_HUMAN
OG0010304	jg18034.t1	sp|Q6VN20|RBP10_HUMAN
OG0010305	jg23070.t1	sp|P23526|SAHH_HUMAN
OG0010306	jg18032.t1	sp|Q96FG2|ELMD3_HUMAN
OG0010307	jg18052.t1	sp|Q9Y248|PSF2_HUMAN
OG0010309	jg28590.t1	sp|Q96KR6|F210B_HUMAN, sp|Q96ND0|F210A_HUMAN
OG0010310	jg11609.t1	sp|Q92759|TF2H4_HUMAN
OG0010311	jg12401.t1	sp|Q96J01|THOC3_HUMAN
OG0010312	jg27930.t1, jg27930.t2	sp|O43379|WDR62_HUMAN
OG0010313	jg6776.t1	sp|O43148|MCES_HUMAN
OG0010314	jg28031.t1	sp|A2RRH5|WDR27_HUMAN
OG0010315	jg2703.t1	sp|P43250|GRK6_HUMAN
OG0010316	jg18055.t1	sp|P61421|VA0D1_HUMAN
OG0010317	jg13727.t1	sp|Q8IXZ2|ZC3H3_HUMAN
OG0010318	jg13721.t1	sp|P19387|RPB3_HUMAN
OG0010319	jg18014.t1	sp|Q96AN5|TM143_HUMAN
OG0010320	jg13321.t1	sp|O15033|AREL1_HUMAN
OG0010321	jg6716.t1	sp|Q9NRP0|OSTC_HUMAN
OG0010322	jg29519.t1	sp|Q52WX2|SBK1_HUMAN
OG0010323	jg29634.t1	sp|Q8TBZ9|TEX47_HUMAN
OG0010324	jg29522.t1	sp|Q96RY7|IF140_HUMAN
OG0010327	jg29652.t1	sp|Q9BTE1|DCTN5_HUMAN
OG0010328	jg28257.t1	sp|Q9H668|STN1_HUMAN
OG0010329	jg29632.t1, jg29631.t1	sp|P80404|GABT_HUMAN
OG0010330	jg28250.t1	sp|Q96FW1|OTUB1_HUMAN
OG0010331	jg28246.t1	sp|P20226|TBP_HUMAN
OG0010332	jg29663.t1	sp|O95905|ECD_HUMAN
