Orthogroup	Niphates_augustus.hints.aa	Amphimedon_UP000007879_400682
OG0000002	jg26684.t1	tr|A0A1X7VBH9|A0A1X7VBH9_AMPQE, tr|A0A1X7T0Y3|A0A1X7T0Y3_AMPQE, tr|A0A1X7SDW5|A0A1X7SDW5_AMPQE, tr|A0A1X7SKI4|A0A1X7SKI4_AMPQE
OG0000002	jg18338.t1	tr|A0A1X7TWT6|A0A1X7TWT6_AMPQE, tr|A0A1X7UCW6|A0A1X7UCW6_AMPQE, tr|A0A1X7TXC4|A0A1X7TXC4_AMPQE, tr|A0A1X7TGG6|A0A1X7TGG6_AMPQE, tr|A0A1X7UEL6|A0A1X7UEL6_AMPQE, tr|A0A1X7UB70|A0A1X7UB70_AMPQE, tr|A0A1X7TW24|A0A1X7TW24_AMPQE, tr|A0A1X7TW28|A0A1X7TW28_AMPQE, tr|A0A1X7T0J3|A0A1X7T0J3_AMPQE, tr|A0A1X7TCY3|A0A1X7TCY3_AMPQE, tr|A0A1X7U3N6|A0A1X7U3N6_AMPQE, tr|A0A1X7SLB2|A0A1X7SLB2_AMPQE, tr|A0A1X7SNI4|A0A1X7SNI4_AMPQE, tr|A0A1X7URD0|A0A1X7URD0_AMPQE, tr|A0A1X7UT36|A0A1X7UT36_AMPQE, tr|A0A1X7T0P5|A0A1X7T0P5_AMPQE, tr|A0A1X7TWV2|A0A1X7TWV2_AMPQE, tr|A0A1X7SEK1|A0A1X7SEK1_AMPQE, tr|A0A1X7TNF0|A0A1X7TNF0_AMPQE
OG0000002	jg14962.t1	tr|A0A1X7U6C8|A0A1X7U6C8_AMPQE, tr|A0A1X7T179|A0A1X7T179_AMPQE, tr|A0A1X7U227|A0A1X7U227_AMPQE, tr|A0A1X7TYI3|A0A1X7TYI3_AMPQE, tr|A0A1X7U5Z7|A0A1X7U5Z7_AMPQE, tr|A0A1X7UJ47|A0A1X7UJ47_AMPQE, tr|A0A1X7UTV7|A0A1X7UTV7_AMPQE, tr|A0A1X7U4I9|A0A1X7U4I9_AMPQE
OG0000002	jg12949.t1, jg14183.t1, jg14177.t1, jg14953.t1, jg14178.t1, jg13765.t1, jg15123.t1, jg4520.t1, jg21365.t1, jg14176.t1, jg14180.t1	tr|A0A1X7UAD6|A0A1X7UAD6_AMPQE, tr|A0A1X7TL19|A0A1X7TL19_AMPQE, tr|A0A1X7UAP1|A0A1X7UAP1_AMPQE, tr|A0A1X7UAQ4|A0A1X7UAQ4_AMPQE, tr|A0A1X7U157|A0A1X7U157_AMPQE, tr|A0A1X7URD7|A0A1X7URD7_AMPQE, tr|A0A1X7TRE8|A0A1X7TRE8_AMPQE, tr|A0A1X7TCY5|A0A1X7TCY5_AMPQE, tr|A0A1X7TWC2|A0A1X7TWC2_AMPQE, tr|A0A1X7VBS4|A0A1X7VBS4_AMPQE, tr|A0A1X7TVV6|A0A1X7TVV6_AMPQE, tr|A0A1X7U151|A0A1X7U151_AMPQE, tr|A0A1X7TLK4|A0A1X7TLK4_AMPQE, tr|A0A1X7TPI6|A0A1X7TPI6_AMPQE, tr|A0A1X7TYD2|A0A1X7TYD2_AMPQE, tr|A0A1X7T614|A0A1X7T614_AMPQE, tr|A0A1X7T9T0|A0A1X7T9T0_AMPQE, tr|A0A1X7SN37|A0A1X7SN37_AMPQE, tr|A0A1X7UC44|A0A1X7UC44_AMPQE, tr|A0A1X7TXV6|A0A1X7TXV6_AMPQE, tr|A0A1X7TSQ1|A0A1X7TSQ1_AMPQE, tr|A0A1X7T554|A0A1X7T554_AMPQE, tr|A0A1X7U3A8|A0A1X7U3A8_AMPQE, tr|A0A1X7VBH4|A0A1X7VBH4_AMPQE, tr|A0A1X7U665|A0A1X7U665_AMPQE, tr|A0A1X7UB84|A0A1X7UB84_AMPQE, tr|A0A1X7TXV1|A0A1X7TXV1_AMPQE, tr|A0A1X7TY44|A0A1X7TY44_AMPQE, tr|A0A1X7TCF8|A0A1X7TCF8_AMPQE, tr|A0A1X7TR34|A0A1X7TR34_AMPQE, tr|A0A1X7SSQ8|A0A1X7SSQ8_AMPQE, tr|A0A1X7T162|A0A1X7T162_AMPQE, tr|A0A1X7USQ1|A0A1X7USQ1_AMPQE, tr|A0A1X7T6N7|A0A1X7T6N7_AMPQE, tr|A0A1X7VD31|A0A1X7VD31_AMPQE, tr|A0A1X7SX62|A0A1X7SX62_AMPQE, tr|A0A1X7T921|A0A1X7T921_AMPQE, tr|A0A1X7U9V4|A0A1X7U9V4_AMPQE, tr|A0A1X7U3M0|A0A1X7U3M0_AMPQE, tr|A0A1X7TWG8|A0A1X7TWG8_AMPQE, tr|A0A1X7U3X4|A0A1X7U3X4_AMPQE, tr|A0A1X7TQV2|A0A1X7TQV2_AMPQE, tr|A0A1X7T025|A0A1X7T025_AMPQE, tr|A0A1X7ST20|A0A1X7ST20_AMPQE, tr|A0A1X7T0Y4|A0A1X7T0Y4_AMPQE, tr|A0A1X7SKL7|A0A1X7SKL7_AMPQE, tr|A0A1X7TJ60|A0A1X7TJ60_AMPQE, tr|A0A1X7U1N9|A0A1X7U1N9_AMPQE, tr|A0A1X7TWC7|A0A1X7TWC7_AMPQE, tr|A0A1X7T6M5|A0A1X7T6M5_AMPQE, tr|A0A1X7SY30|A0A1X7SY30_AMPQE, tr|A0A1X7UB89|A0A1X7UB89_AMPQE, tr|A0A1X7SVY1|A0A1X7SVY1_AMPQE, tr|A0A1X7SYQ2|A0A1X7SYQ2_AMPQE, tr|A0A1X7T4G6|A0A1X7T4G6_AMPQE, tr|A0A1X7SQD9|A0A1X7SQD9_AMPQE, tr|A0A1X7TBI9|A0A1X7TBI9_AMPQE, tr|A0A1X7SQK3|A0A1X7SQK3_AMPQE, tr|A0A1X7SF33|A0A1X7SF33_AMPQE, tr|A0A1X7TY33|A0A1X7TY33_AMPQE, tr|A0A1X7SWM8|A0A1X7SWM8_AMPQE, tr|A0A1X7SMK2|A0A1X7SMK2_AMPQE, tr|A0A1X7SP83|A0A1X7SP83_AMPQE, tr|A0A1X7TQZ5|A0A1X7TQZ5_AMPQE, tr|A0A1X7SZW2|A0A1X7SZW2_AMPQE
OG0000003	jg5124.t1	tr|A0A1X7VXW0|A0A1X7VXW0_AMPQE, tr|A0A1X7UTY4|A0A1X7UTY4_AMPQE
OG0000003	jg1014.t1, jg25808.t1, jg18137.t1	tr|A0A1X7UWD3|A0A1X7UWD3_AMPQE, tr|A0A1X7UW25|A0A1X7UW25_AMPQE, tr|A0A1X7VAH1|A0A1X7VAH1_AMPQE, tr|A0A1X7UW21|A0A1X7UW21_AMPQE, tr|A0A1X7UW40|A0A1X7UW40_AMPQE, tr|A0A1X7TNI2|A0A1X7TNI2_AMPQE, tr|A0A1X7SMC2|A0A1X7SMC2_AMPQE
OG0000003	jg10730.t1	tr|A0A1X7TT49|A0A1X7TT49_AMPQE, tr|A0A1X7UFD8|A0A1X7UFD8_AMPQE, tr|A0A1X7T197|A0A1X7T197_AMPQE, tr|A0A1X7SLV7|A0A1X7SLV7_AMPQE, tr|A0A1X7TMC3|A0A1X7TMC3_AMPQE, tr|A0A1X7UX96|A0A1X7UX96_AMPQE, tr|A0A1X7SIW1|A0A1X7SIW1_AMPQE, tr|A0A1X7UX91|A0A1X7UX91_AMPQE, tr|A0A1X7UWQ9|A0A1X7UWQ9_AMPQE, tr|A0A1X7T234|A0A1X7T234_AMPQE, tr|A0A1X7VAH4|A0A1X7VAH4_AMPQE, tr|A0A1X7SVC3|A0A1X7SVC3_AMPQE, tr|A0A1X7UC35|A0A1X7UC35_AMPQE, tr|A0A1X7TI18|A0A1X7TI18_AMPQE, tr|A0A1X7UA59|A0A1X7UA59_AMPQE, tr|A0A1X7SSY4|A0A1X7SSY4_AMPQE, tr|A0A1X7UXK1|A0A1X7UXK1_AMPQE, tr|A0A1X7TN55|A0A1X7TN55_AMPQE, tr|A0A1X7TME6|A0A1X7TME6_AMPQE, tr|A0A1X7TMB8|A0A1X7TMB8_AMPQE, tr|A0A1X7T6X5|A0A1X7T6X5_AMPQE, tr|A0A1X7TCU4|A0A1X7TCU4_AMPQE, tr|A0A1X7TUW3|A0A1X7TUW3_AMPQE, tr|A0A1X7TV59|A0A1X7TV59_AMPQE, tr|A0A1X7UFG2|A0A1X7UFG2_AMPQE, tr|A0A1X7UGA6|A0A1X7UGA6_AMPQE, tr|A0A1X7UGU2|A0A1X7UGU2_AMPQE, tr|A0A1X7TJD7|A0A1X7TJD7_AMPQE, tr|A0A1X7VB32|A0A1X7VB32_AMPQE, tr|A0A1X7T5R3|A0A1X7T5R3_AMPQE, tr|A0A1X7UVH3|A0A1X7UVH3_AMPQE, tr|A0A1X7TST0|A0A1X7TST0_AMPQE, tr|A0A1X7UUL3|A0A1X7UUL3_AMPQE, tr|A0A1X7TCS1|A0A1X7TCS1_AMPQE, tr|A0A1X7UVR6|A0A1X7UVR6_AMPQE, tr|A0A1X7TVR9|A0A1X7TVR9_AMPQE, tr|A0A1X7UGT5|A0A1X7UGT5_AMPQE, tr|A0A1X7TKS3|A0A1X7TKS3_AMPQE, tr|A0A1X7TKY3|A0A1X7TKY3_AMPQE, tr|A0A1X7TKM3|A0A1X7TKM3_AMPQE, tr|A0A1X7TAY0|A0A1X7TAY0_AMPQE, tr|A0A1X7UA12|A0A1X7UA12_AMPQE, tr|A0A1X7TUV8|A0A1X7TUV8_AMPQE, tr|A0A1X7TTC3|A0A1X7TTC3_AMPQE, tr|A0A1X7U5A2|A0A1X7U5A2_AMPQE, tr|A0A1X7URP2|A0A1X7URP2_AMPQE, tr|A0A1X7UVI4|A0A1X7UVI4_AMPQE, tr|A0A1X7UZB6|A0A1X7UZB6_AMPQE, tr|A0A1X7V9Q2|A0A1X7V9Q2_AMPQE, tr|A0A1X7T0N0|A0A1X7T0N0_AMPQE, tr|A0A1X7U1N4|A0A1X7U1N4_AMPQE
OG0000003	jg21294.t1, g18521.t1, jg14264.t1, jg3790.t1, jg3819.t1, jg18326.t1, jg499.t1, jg500.t1, jg16250.t1, jg24730.t1	tr|A0A1X7UUD9|A0A1X7UUD9_AMPQE, tr|A0A1X7UV11|A0A1X7UV11_AMPQE, tr|A0A1X7SW21|A0A1X7SW21_AMPQE, tr|A0A1X7UMG4|A0A1X7UMG4_AMPQE, tr|A0A1X7UZ81|A0A1X7UZ81_AMPQE, tr|A0A1X7UVD2|A0A1X7UVD2_AMPQE, tr|A0A1X7U2S4|A0A1X7U2S4_AMPQE, tr|A0A1X7UV20|A0A1X7UV20_AMPQE, tr|A0A1X7VA04|A0A1X7VA04_AMPQE, tr|A0A1X7US26|A0A1X7US26_AMPQE, tr|A0A1X7US33|A0A1X7US33_AMPQE, tr|A0A1X7UM64|A0A1X7UM64_AMPQE, tr|A0A1X7UM70|A0A1X7UM70_AMPQE, tr|A0A1X7TZX3|A0A1X7TZX3_AMPQE, tr|A0A1X7TY67|A0A1X7TY67_AMPQE
OG0000003	jg21183.t1, jg18562.t1, jg21261.t1, jg15380.t1	tr|A0A1X7TVD0|A0A1X7TVD0_AMPQE, tr|A0A1X7UYA5|A0A1X7UYA5_AMPQE, tr|A0A1X7T1Y7|A0A1X7T1Y7_AMPQE, tr|A0A1X7UVA7|A0A1X7UVA7_AMPQE
OG0000003	jg18491.t1, jg18490.t1, jg16508.t1	tr|A0A1X7U3A5|A0A1X7U3A5_AMPQE, tr|A0A1X7US37|A0A1X7US37_AMPQE, tr|A0A1X7STX1|A0A1X7STX1_AMPQE, tr|A0A1X7T7Q0|A0A1X7T7Q0_AMPQE, tr|I1F222|I1F222_AMPQE, tr|A0A1X7U0G4|A0A1X7U0G4_AMPQE, tr|A0A1X7SRM8|A0A1X7SRM8_AMPQE, tr|A0A1X7SZV0|A0A1X7SZV0_AMPQE, tr|A0A1X7SUJ8|A0A1X7SUJ8_AMPQE, tr|A0A1X7SLS9|A0A1X7SLS9_AMPQE, tr|A0A1X7TKK0|A0A1X7TKK0_AMPQE, tr|A0A1X7TK97|A0A1X7TK97_AMPQE
OG0000003	g6430.t1, g6431.t1	tr|A0A1X7UWD8|A0A1X7UWD8_AMPQE
OG0000003	jg20575.t1	tr|A0A1X7UTW8|A0A1X7UTW8_AMPQE
OG0000003	jg18329.t1	tr|A0A1X7UWS7|A0A1X7UWS7_AMPQE
OG0000003	jg18488.t1	tr|A0A1X7VB27|A0A1X7VB27_AMPQE, tr|A0A1X7UEN2|A0A1X7UEN2_AMPQE, tr|A0A1X7U9L5|A0A1X7U9L5_AMPQE, tr|A0A1X7TTI5|A0A1X7TTI5_AMPQE, tr|A0A1X7U539|A0A1X7U539_AMPQE
OG0000003	jg16509.t1	tr|A0A1X7TZC8|A0A1X7TZC8_AMPQE
OG0000003	jg3813.t1, jg3815.t1, jg3814.t1, jg3816.t1, jg2925.t1, jg9531.t1, jg8787.t1	tr|A0A1X7U067|A0A1X7U067_AMPQE, tr|A0A1X7UG00|A0A1X7UG00_AMPQE
OG0000003	jg25817.t1, jg1024.t1	tr|A0A1X7UYV2|A0A1X7UYV2_AMPQE, tr|A0A1X7U0T0|A0A1X7U0T0_AMPQE, tr|A0A1X7UY38|A0A1X7UY38_AMPQE, tr|A0A1X7TNG7|A0A1X7TNG7_AMPQE, tr|A0A1X7SUT7|A0A1X7SUT7_AMPQE, tr|A0A1X7TQX0|A0A1X7TQX0_AMPQE
OG0000003	jg10731.t1	tr|A0A1X7TZ35|A0A1X7TZ35_AMPQE, tr|A0A1X7SQ23|A0A1X7SQ23_AMPQE
OG0000003	jg13339.t1, g11932.t1	tr|A0A1X7UX86|A0A1X7UX86_AMPQE, tr|A0A1X7UZ95|A0A1X7UZ95_AMPQE, tr|A0A1X7UY91|A0A1X7UY91_AMPQE, tr|A0A1X7UY81|A0A1X7UY81_AMPQE, tr|A0A1X7UXH3|A0A1X7UXH3_AMPQE, tr|A0A1X7U1E7|A0A1X7U1E7_AMPQE, tr|A0A1X7UWR3|A0A1X7UWR3_AMPQE, tr|A0A1X7U7S8|A0A1X7U7S8_AMPQE, tr|A0A1X7U2B3|A0A1X7U2B3_AMPQE, tr|A0A1X7U1E3|A0A1X7U1E3_AMPQE, tr|A0A1X7UHI5|A0A1X7UHI5_AMPQE, tr|A0A1X7UGS5|A0A1X7UGS5_AMPQE, tr|A0A1X7UGU5|A0A1X7UGU5_AMPQE, tr|A0A1X7UGR5|A0A1X7UGR5_AMPQE, tr|A0A1X7SYF7|A0A1X7SYF7_AMPQE, tr|A0A1X7TPC6|A0A1X7TPC6_AMPQE, tr|A0A1X7UGU0|A0A1X7UGU0_AMPQE, tr|A0A1X7T212|A0A1X7T212_AMPQE, tr|A0A1X7UWR7|A0A1X7UWR7_AMPQE
OG0000003	jg19378.t1, jg19371.t1	tr|A0A1X7VIF9|A0A1X7VIF9_AMPQE, tr|A0A1X7UIV6|A0A1X7UIV6_AMPQE
OG0000008	jg27189.t1	tr|A0A1X7TBR6|A0A1X7TBR6_AMPQE, tr|A0A1X7T1J6|A0A1X7T1J6_AMPQE, tr|A0A1X7SIZ4|A0A1X7SIZ4_AMPQE, tr|A0A1X7SYF3|A0A1X7SYF3_AMPQE, tr|A0A1X7TSC5|A0A1X7TSC5_AMPQE, tr|A0A1X7TEM0|A0A1X7TEM0_AMPQE, tr|A0A1X7TLD3|A0A1X7TLD3_AMPQE, tr|A0A1X7T4H8|A0A1X7T4H8_AMPQE, tr|A0A1X7SI79|A0A1X7SI79_AMPQE, tr|A0A1X7SXP8|A0A1X7SXP8_AMPQE, tr|A0A1X7SYT5|A0A1X7SYT5_AMPQE, tr|A0A1X7SV31|A0A1X7SV31_AMPQE, tr|A0A1X7SV23|A0A1X7SV23_AMPQE, tr|A0A1X7T4N4|A0A1X7T4N4_AMPQE, tr|A0A1X7THQ0|A0A1X7THQ0_AMPQE, tr|A0A1X7TBM4|A0A1X7TBM4_AMPQE, tr|A0A1X7T9H2|A0A1X7T9H2_AMPQE, tr|A0A1X7TJK8|A0A1X7TJK8_AMPQE, tr|A0A1X7UM11|A0A1X7UM11_AMPQE, tr|A0A1X7T053|A0A1X7T053_AMPQE, tr|A0A1X7USQ9|A0A1X7USQ9_AMPQE, tr|A0A1X7T2M6|A0A1X7T2M6_AMPQE, tr|A0A1X7V2K9|A0A1X7V2K9_AMPQE, tr|A0A1X7SV06|A0A1X7SV06_AMPQE, tr|A0A1X7SXM3|A0A1X7SXM3_AMPQE, tr|A0A1X7SLL5|A0A1X7SLL5_AMPQE, tr|A0A1X7SSC6|A0A1X7SSC6_AMPQE, tr|A0A1X7T4R4|A0A1X7T4R4_AMPQE, tr|A0A1X7T1P4|A0A1X7T1P4_AMPQE, tr|A0A1X7V3J3|A0A1X7V3J3_AMPQE, tr|A0A1X7UUG8|A0A1X7UUG8_AMPQE, tr|A0A1X7SDN5|A0A1X7SDN5_AMPQE, tr|A0A1X7SN20|A0A1X7SN20_AMPQE, tr|A0A1X7VGY0|A0A1X7VGY0_AMPQE, tr|A0A1X7UXB3|A0A1X7UXB3_AMPQE, tr|A0A1X7VE91|A0A1X7VE91_AMPQE, tr|A0A1X7TLE6|A0A1X7TLE6_AMPQE, tr|A0A1X7URU3|A0A1X7URU3_AMPQE, tr|A0A1X7UDV4|A0A1X7UDV4_AMPQE, tr|A0A1X7T948|A0A1X7T948_AMPQE, tr|A0A1X7SXH4|A0A1X7SXH4_AMPQE, tr|A0A1X7TXW2|A0A1X7TXW2_AMPQE, tr|A0A1X7T5H2|A0A1X7T5H2_AMPQE, tr|A0A1X7TB17|A0A1X7TB17_AMPQE, tr|A0A1X7T1Q4|A0A1X7T1Q4_AMPQE, tr|A0A1X7SZ45|A0A1X7SZ45_AMPQE, tr|A0A1X7SPK7|A0A1X7SPK7_AMPQE, tr|A0A1X7SM47|A0A1X7SM47_AMPQE, tr|A0A1X7TKM0|A0A1X7TKM0_AMPQE, tr|A0A1X7TC89|A0A1X7TC89_AMPQE, tr|A0A1X7T050|A0A1X7T050_AMPQE, tr|A0A1X7SLV8|A0A1X7SLV8_AMPQE, tr|A0A1X7TX20|A0A1X7TX20_AMPQE, tr|A0A1X7UU33|A0A1X7UU33_AMPQE, tr|A0A1X7TX25|A0A1X7TX25_AMPQE, tr|A0A1X7T4P1|A0A1X7T4P1_AMPQE, tr|A0A1X7T7G6|A0A1X7T7G6_AMPQE, tr|A0A1X7SPG1|A0A1X7SPG1_AMPQE, tr|A0A1X7TI05|A0A1X7TI05_AMPQE, tr|A0A1X7T4R3|A0A1X7T4R3_AMPQE, tr|A0A1X7TD22|A0A1X7TD22_AMPQE, tr|A0A1X7TBK1|A0A1X7TBK1_AMPQE, tr|A0A1X7T3W1|A0A1X7T3W1_AMPQE, tr|A0A1X7SDD3|A0A1X7SDD3_AMPQE, tr|A0A1X7TU30|A0A1X7TU30_AMPQE, tr|A0A1X7TXB5|A0A1X7TXB5_AMPQE, tr|A0A1X7UGQ4|A0A1X7UGQ4_AMPQE, tr|A0A1X7SZT6|A0A1X7SZT6_AMPQE, tr|A0A1X7SXH3|A0A1X7SXH3_AMPQE, tr|A0A1X7VR01|A0A1X7VR01_AMPQE, tr|A0A1X7TXU7|A0A1X7TXU7_AMPQE, tr|A0A1X7T8C5|A0A1X7T8C5_AMPQE, tr|A0A1X7T3L4|A0A1X7T3L4_AMPQE, tr|A0A1X7UQH4|A0A1X7UQH4_AMPQE, tr|A0A1X7SPG8|A0A1X7SPG8_AMPQE, tr|A0A1X7TWW5|A0A1X7TWW5_AMPQE, tr|A0A1X7SN21|A0A1X7SN21_AMPQE, tr|A0A1X7TBF4|A0A1X7TBF4_AMPQE, tr|A0A1X7SU24|A0A1X7SU24_AMPQE, tr|A0A1X7T218|A0A1X7T218_AMPQE, tr|A0A1X7SXU3|A0A1X7SXU3_AMPQE, tr|A0A1X7T7P4|A0A1X7T7P4_AMPQE, tr|A0A1X7SYD1|A0A1X7SYD1_AMPQE, tr|A0A1X7VG15|A0A1X7VG15_AMPQE, tr|A0A1X7V0P1|A0A1X7V0P1_AMPQE, tr|A0A1X7SFU7|A0A1X7SFU7_AMPQE, tr|A0A1X7T5N8|A0A1X7T5N8_AMPQE, tr|A0A1X7T4M7|A0A1X7T4M7_AMPQE, tr|A0A1X7VIL6|A0A1X7VIL6_AMPQE, tr|A0A1X7TMR2|A0A1X7TMR2_AMPQE, tr|A0A1X7SHV1|A0A1X7SHV1_AMPQE, tr|A0A1X7TMW5|A0A1X7TMW5_AMPQE, tr|A0A1X7SFE1|A0A1X7SFE1_AMPQE, tr|A0A1X7SJF8|A0A1X7SJF8_AMPQE, tr|A0A1X7VP49|A0A1X7VP49_AMPQE, tr|A0A1X7URN7|A0A1X7URN7_AMPQE, tr|A0A1X7USL1|A0A1X7USL1_AMPQE, tr|A0A1X7UP38|A0A1X7UP38_AMPQE, tr|A0A1X7UN19|A0A1X7UN19_AMPQE, tr|A0A1X7U4G6|A0A1X7U4G6_AMPQE, tr|A0A1X7VCW4|A0A1X7VCW4_AMPQE, tr|A0A1X7VWL8|A0A1X7VWL8_AMPQE, tr|A0A1X7UPU2|A0A1X7UPU2_AMPQE, tr|A0A1X7TXV7|A0A1X7TXV7_AMPQE, tr|A0A1X7TXV2|A0A1X7TXV2_AMPQE, tr|A0A1X7TG15|A0A1X7TG15_AMPQE, tr|A0A1X7VG81|A0A1X7VG81_AMPQE, tr|A0A1X7TS14|A0A1X7TS14_AMPQE, tr|A0A1X7TSP9|A0A1X7TSP9_AMPQE, tr|A0A1X7TSC1|A0A1X7TSC1_AMPQE, tr|A0A1X7TU26|A0A1X7TU26_AMPQE, tr|A0A1X7UEX9|A0A1X7UEX9_AMPQE, tr|A0A1X7TUH3|A0A1X7TUH3_AMPQE, tr|A0A1X7SPP1|A0A1X7SPP1_AMPQE, tr|A0A1X7TKQ0|A0A1X7TKQ0_AMPQE, tr|A0A1X7TAQ7|A0A1X7TAQ7_AMPQE, tr|A0A1X7T663|A0A1X7T663_AMPQE, tr|A0A1X7TJ43|A0A1X7TJ43_AMPQE, tr|A0A1X7UGA8|A0A1X7UGA8_AMPQE, tr|A0A1X7V1A4|A0A1X7V1A4_AMPQE, tr|A0A1X7TC21|A0A1X7TC21_AMPQE, tr|A0A1X7U9K9|A0A1X7U9K9_AMPQE, tr|A0A1X7UWS9|A0A1X7UWS9_AMPQE, tr|A0A1X7THS6|A0A1X7THS6_AMPQE, tr|A0A1X7TD24|A0A1X7TD24_AMPQE, tr|A0A1X7SJG2|A0A1X7SJG2_AMPQE, tr|A0A1X7U6Y2|A0A1X7U6Y2_AMPQE, tr|A0A1X7TIA4|A0A1X7TIA4_AMPQE, tr|A0A1X7U882|A0A1X7U882_AMPQE, tr|A0A1X7U3H3|A0A1X7U3H3_AMPQE, tr|A0A1X7SYU3|A0A1X7SYU3_AMPQE, tr|A0A1X7U7D4|A0A1X7U7D4_AMPQE, tr|A0A1X7TAM6|A0A1X7TAM6_AMPQE, tr|A0A1X7SVQ6|A0A1X7SVQ6_AMPQE, tr|A0A1X7SMD7|A0A1X7SMD7_AMPQE, tr|A0A1X7SM65|A0A1X7SM65_AMPQE, tr|A0A1X7UTC4|A0A1X7UTC4_AMPQE, tr|A0A1X7UCK2|A0A1X7UCK2_AMPQE, tr|A0A1X7UR38|A0A1X7UR38_AMPQE, tr|A0A1X7SJG7|A0A1X7SJG7_AMPQE, tr|A0A1X7TCC3|A0A1X7TCC3_AMPQE, tr|A0A1X7SEV8|A0A1X7SEV8_AMPQE, tr|A0A1X7T4Z3|A0A1X7T4Z3_AMPQE, tr|A0A1X7U2F1|A0A1X7U2F1_AMPQE, tr|A0A1X7SZ05|A0A1X7SZ05_AMPQE, tr|A0A1X7SDX6|A0A1X7SDX6_AMPQE, tr|A0A1X7SSK7|A0A1X7SSK7_AMPQE, tr|A0A1X7SIU2|A0A1X7SIU2_AMPQE, tr|A0A1X7SGC2|A0A1X7SGC2_AMPQE, tr|A0A1X7SIE6|A0A1X7SIE6_AMPQE, tr|A0A1X7UPH8|A0A1X7UPH8_AMPQE, tr|A0A1X7TWV0|A0A1X7TWV0_AMPQE, tr|A0A1X7TNE9|A0A1X7TNE9_AMPQE, tr|A0A1X7SUW4|A0A1X7SUW4_AMPQE, tr|A0A1X7UPD2|A0A1X7UPD2_AMPQE, tr|A0A1X7UTN5|A0A1X7UTN5_AMPQE, tr|A0A1X7U765|A0A1X7U765_AMPQE, tr|A0A1X7V194|A0A1X7V194_AMPQE, tr|A0A1X7UD37|A0A1X7UD37_AMPQE, tr|A0A1X7VPT0|A0A1X7VPT0_AMPQE, tr|A0A1X7TMF6|A0A1X7TMF6_AMPQE, tr|A0A1X7TLS4|A0A1X7TLS4_AMPQE, tr|A0A1X7UWN0|A0A1X7UWN0_AMPQE, tr|A0A1X7UWK8|A0A1X7UWK8_AMPQE, tr|A0A1X7VGN9|A0A1X7VGN9_AMPQE, tr|A0A1X7TBD8|A0A1X7TBD8_AMPQE, tr|A0A1X7T730|A0A1X7T730_AMPQE, tr|A0A1X7T8A7|A0A1X7T8A7_AMPQE, tr|A0A1X7UDF6|A0A1X7UDF6_AMPQE, tr|A0A1X7SJT2|A0A1X7SJT2_AMPQE, tr|A0A1X7SJW5|A0A1X7SJW5_AMPQE, tr|A0A1X7SY80|A0A1X7SY80_AMPQE, tr|A0A1X7V1F3|A0A1X7V1F3_AMPQE
OG0000010	jg5807.t1	tr|A0A1X7UQM0|A0A1X7UQM0_AMPQE, tr|A0A1X7VJE3|A0A1X7VJE3_AMPQE, tr|A0A1X7TN43|A0A1X7TN43_AMPQE, tr|A0A1X7VRA0|A0A1X7VRA0_AMPQE, tr|A0A1X7TSC0|A0A1X7TSC0_AMPQE, tr|A0A1X7U0W5|A0A1X7U0W5_AMPQE, tr|A0A1X7STN3|A0A1X7STN3_AMPQE, tr|A0A1X7SFY2|A0A1X7SFY2_AMPQE, tr|A0A1X7SZ78|A0A1X7SZ78_AMPQE
