Orthogroup	Amphimedon_UP000007879_400682	Human_UP000005640_9606
OG0000096	tr|A0A1X7T8X9|A0A1X7T8X9_AMPQE, tr|A0A1X7TBB2|A0A1X7TBB2_AMPQE, tr|A0A1X7V9P1|A0A1X7V9P1_AMPQE, tr|A0A1X7VCB2|A0A1X7VCB2_AMPQE, tr|A0A1X7VPB4|A0A1X7VPB4_AMPQE, tr|A0A1X7TQ00|A0A1X7TQ00_AMPQE, tr|A0A1X7THE0|A0A1X7THE0_AMPQE, tr|A0A1X7UNZ2|A0A1X7UNZ2_AMPQE, tr|A0A1X7THR0|A0A1X7THR0_AMPQE, tr|A0A1X7TV15|A0A1X7TV15_AMPQE, tr|A0A1X7UN99|A0A1X7UN99_AMPQE, tr|A0A1X7UJ90|A0A1X7UJ90_AMPQE, tr|A0A1X7U9C7|A0A1X7U9C7_AMPQE, tr|A0A1X7V9M2|A0A1X7V9M2_AMPQE, tr|A0A1X7SPB3|A0A1X7SPB3_AMPQE, tr|A0A1X7TP86|A0A1X7TP86_AMPQE, tr|A0A1X7UA46|A0A1X7UA46_AMPQE, tr|A0A1X7SZB3|A0A1X7SZB3_AMPQE, tr|A0A1X7SLT7|A0A1X7SLT7_AMPQE, tr|A0A1X7TNR9|A0A1X7TNR9_AMPQE, tr|A0A1X7SP13|A0A1X7SP13_AMPQE, tr|A0A1X7T388|A0A1X7T388_AMPQE, tr|A0A1X7T859|A0A1X7T859_AMPQE, tr|A0A1X7SKL4|A0A1X7SKL4_AMPQE	sp|Q06418|TYRO3_HUMAN, sp|P30530|UFO_HUMAN, sp|Q12866|MERTK_HUMAN
OG0000099	tr|A0A1X7SN65|A0A1X7SN65_AMPQE, tr|A0A1X7SVZ5|A0A1X7SVZ5_AMPQE, tr|A0A1X7TSF0|A0A1X7TSF0_AMPQE, tr|A0A1X7UNU2|A0A1X7UNU2_AMPQE, tr|A0A1X7SPL8|A0A1X7SPL8_AMPQE, tr|A0A1X7SXA7|A0A1X7SXA7_AMPQE, tr|A0A1X7TL44|A0A1X7TL44_AMPQE, tr|A0A1X7T709|A0A1X7T709_AMPQE, tr|A0A1X7TMA8|A0A1X7TMA8_AMPQE, tr|A0A1X7V183|A0A1X7V183_AMPQE, tr|A0A1X7SF37|A0A1X7SF37_AMPQE, tr|A0A1X7SH91|A0A1X7SH91_AMPQE, tr|A0A1X7SFF0|A0A1X7SFF0_AMPQE, tr|A0A1X7SL17|A0A1X7SL17_AMPQE, tr|A0A1X7SND3|A0A1X7SND3_AMPQE, tr|A0A1X7SM96|A0A1X7SM96_AMPQE, tr|A0A1X7TKP7|A0A1X7TKP7_AMPQE, tr|A0A1X7UP79|A0A1X7UP79_AMPQE, tr|A0A1X7UP85|A0A1X7UP85_AMPQE, tr|A0A1X7TDG8|A0A1X7TDG8_AMPQE, tr|A0A1X7V0E6|A0A1X7V0E6_AMPQE, tr|A0A1X7SEA7|A0A1X7SEA7_AMPQE, tr|A0A1X7SM97|A0A1X7SM97_AMPQE, tr|A0A1X7UYM6|A0A1X7UYM6_AMPQE, tr|A0A1X7VAW4|A0A1X7VAW4_AMPQE, tr|A0A1X7SJC7|A0A1X7SJC7_AMPQE, tr|A0A1X7STW5|A0A1X7STW5_AMPQE, tr|A0A1X7V123|A0A1X7V123_AMPQE, tr|A0A1X7SHC5|A0A1X7SHC5_AMPQE, tr|A0A1X7TCC2|A0A1X7TCC2_AMPQE, tr|A0A1X7V1P4|A0A1X7V1P4_AMPQE, tr|A0A1X7V2B3|A0A1X7V2B3_AMPQE, tr|A0A1X7THZ5|A0A1X7THZ5_AMPQE, tr|A0A1X7VSI9|A0A1X7VSI9_AMPQE, tr|A0A1X7SZU4|A0A1X7SZU4_AMPQE, tr|A0A1X7SW44|A0A1X7SW44_AMPQE, tr|A0A1X7T724|A0A1X7T724_AMPQE, tr|A0A1X7SX74|A0A1X7SX74_AMPQE, tr|A0A1X7SL32|A0A1X7SL32_AMPQE, tr|A0A1X7T008|A0A1X7T008_AMPQE, tr|A0A1X7SDZ8|A0A1X7SDZ8_AMPQE, tr|A0A1X7TKW1|A0A1X7TKW1_AMPQE, tr|A0A1X7SFS1|A0A1X7SFS1_AMPQE, tr|A0A1X7SDI8|A0A1X7SDI8_AMPQE, tr|A0A1X7TE35|A0A1X7TE35_AMPQE, tr|A0A1X7TV49|A0A1X7TV49_AMPQE, tr|A0A1X7SSB7|A0A1X7SSB7_AMPQE, tr|A0A1X7TGZ6|A0A1X7TGZ6_AMPQE	sp|Q9H1U4|MEGF9_HUMAN
OG0000104	tr|A0A1X7SPD2|A0A1X7SPD2_AMPQE, tr|A0A1X7SYN0|A0A1X7SYN0_AMPQE, tr|A0A1X7TEH2|A0A1X7TEH2_AMPQE, tr|A0A1X7TWW4|A0A1X7TWW4_AMPQE, tr|A0A1X7SNC8|A0A1X7SNC8_AMPQE, tr|A0A1X7TFG2|A0A1X7TFG2_AMPQE, tr|A0A1X7TB61|A0A1X7TB61_AMPQE, tr|A0A1X7UM19|A0A1X7UM19_AMPQE, tr|A0A1X7UMF9|A0A1X7UMF9_AMPQE, tr|A0A1X7UDA8|A0A1X7UDA8_AMPQE, tr|A0A1X7UFJ7|A0A1X7UFJ7_AMPQE, tr|A0A1X7SYI8|A0A1X7SYI8_AMPQE, tr|A0A1X7UUN4|A0A1X7UUN4_AMPQE, tr|A0A1X7T0D1|A0A1X7T0D1_AMPQE, tr|A0A1X7SWV7|A0A1X7SWV7_AMPQE, tr|A0A1X7TZL2|A0A1X7TZL2_AMPQE, tr|A0A1X7T1I0|A0A1X7T1I0_AMPQE, tr|A0A1X7UV16|A0A1X7UV16_AMPQE, tr|A0A1X7TMD3|A0A1X7TMD3_AMPQE, tr|A0A1X7UF15|A0A1X7UF15_AMPQE, tr|A0A1X7TA37|A0A1X7TA37_AMPQE, tr|A0A1X7TAB7|A0A1X7TAB7_AMPQE, tr|A0A1X7TZB5|A0A1X7TZB5_AMPQE, tr|A0A1X7U0F6|A0A1X7U0F6_AMPQE, tr|A0A1X7TP02|A0A1X7TP02_AMPQE, tr|A0A1X7TJ64|A0A1X7TJ64_AMPQE, tr|A0A1X7TX24|A0A1X7TX24_AMPQE, tr|A0A1X7T8E0|A0A1X7T8E0_AMPQE, tr|A0A1X7UG77|A0A1X7UG77_AMPQE, tr|A0A1X7TFS9|A0A1X7TFS9_AMPQE, tr|A0A1X7USX4|A0A1X7USX4_AMPQE, tr|A0A1X7UUM0|A0A1X7UUM0_AMPQE, tr|A0A1X7TH49|A0A1X7TH49_AMPQE, tr|A0A1X7THK8|A0A1X7THK8_AMPQE, tr|A0A1X7UGP0|A0A1X7UGP0_AMPQE, tr|A0A1X7UMQ3|A0A1X7UMQ3_AMPQE, tr|A0A1X7TET5|A0A1X7TET5_AMPQE	sp|Q9Y2U9|KLDC2_HUMAN
OG0000108	tr|A0A1X7VMC9|A0A1X7VMC9_AMPQE, tr|A0A1X7SYA2|A0A1X7SYA2_AMPQE, tr|A0A1X7UFI3|A0A1X7UFI3_AMPQE, tr|A0A1X7SYG2|A0A1X7SYG2_AMPQE, tr|A0A1X7UGG0|A0A1X7UGG0_AMPQE, tr|A0A1X7US23|A0A1X7US23_AMPQE, tr|A0A1X7V7Q0|A0A1X7V7Q0_AMPQE, tr|A0A1X7T295|A0A1X7T295_AMPQE, tr|A0A1X7UYV1|A0A1X7UYV1_AMPQE, tr|A0A1X7T1I4|A0A1X7T1I4_AMPQE, tr|A0A1X7VU44|A0A1X7VU44_AMPQE, tr|A0A1X7VVH0|A0A1X7VVH0_AMPQE, tr|A0A1X7VWT2|A0A1X7VWT2_AMPQE, tr|A0A1X7VFD4|A0A1X7VFD4_AMPQE, tr|A0A1X7VH04|A0A1X7VH04_AMPQE, tr|A0A1X7UQM3|A0A1X7UQM3_AMPQE, tr|A0A1X7URA8|A0A1X7URA8_AMPQE, tr|A0A1X7US86|A0A1X7US86_AMPQE, tr|A0A1X7SEY7|A0A1X7SEY7_AMPQE, tr|A0A1X7USM6|A0A1X7USM6_AMPQE, tr|A0A1X7UJA4|A0A1X7UJA4_AMPQE	sp|O00338|ST1C2_HUMAN, sp|O75897|ST1C4_HUMAN, sp|O43704|ST1B1_HUMAN, sp|P49888|ST1E1_HUMAN, sp|P0DMN0|ST1A4_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P50225|ST1A1_HUMAN, sp|P50226|ST1A2_HUMAN, sp|Q6IMI6|ST1C3_HUMAN
OG0000109	tr|A0A1X7SFZ0|A0A1X7SFZ0_AMPQE	sp|Q6P1R3|MSD2_HUMAN
OG0000109	tr|A0A1X7UB75|A0A1X7UB75_AMPQE	sp|Q6ZTZ1|MSD1_HUMAN
OG0000109	tr|A0A1X7TLG9|A0A1X7TLG9_AMPQE, tr|A0A1X7V8M3|A0A1X7V8M3_AMPQE, tr|A0A1X7UP62|A0A1X7UP62_AMPQE, tr|A0A1X7U5N6|A0A1X7U5N6_AMPQE, tr|A0A1X7V2Y0|A0A1X7V2Y0_AMPQE, tr|A0A1X7UXV0|A0A1X7UXV0_AMPQE, tr|A0A1X7VFA3|A0A1X7VFA3_AMPQE, tr|A0A1X7TGZ1|A0A1X7TGZ1_AMPQE, tr|A0A1X7UXT6|A0A1X7UXT6_AMPQE, tr|A0A1X7TZL7|A0A1X7TZL7_AMPQE, tr|A0A1X7VXE1|A0A1X7VXE1_AMPQE, tr|A0A1X7UGS9|A0A1X7UGS9_AMPQE, tr|A0A1X7SR21|A0A1X7SR21_AMPQE, tr|A0A1X7VXI3|A0A1X7VXI3_AMPQE, tr|A0A1X7U0Y4|A0A1X7U0Y4_AMPQE, tr|A0A1X7TY41|A0A1X7TY41_AMPQE, tr|A0A1X7U4R8|A0A1X7U4R8_AMPQE, tr|A0A1X7V6C0|A0A1X7V6C0_AMPQE	tr|A0A1W2PQ72|A0A1W2PQ72_HUMAN
OG0000129	tr|A0A1X7SJ71|A0A1X7SJ71_AMPQE, tr|A0A1X7T7K3|A0A1X7T7K3_AMPQE, tr|A0A1X7V9K0|A0A1X7V9K0_AMPQE, tr|A0A1X7SJ45|A0A1X7SJ45_AMPQE, tr|A0A1X7SYB6|A0A1X7SYB6_AMPQE, tr|A0A1X7SR40|A0A1X7SR40_AMPQE, tr|A0A1X7V9K7|A0A1X7V9K7_AMPQE, tr|A0A1X7UXZ0|A0A1X7UXZ0_AMPQE, tr|A0A1X7SFH7|A0A1X7SFH7_AMPQE, tr|A0A1X7VAB7|A0A1X7VAB7_AMPQE, tr|A0A1X7V8S5|A0A1X7V8S5_AMPQE, tr|A0A1X7VAX4|A0A1X7VAX4_AMPQE, tr|A0A1X7T3P9|A0A1X7T3P9_AMPQE, tr|A0A1X7V9K6|A0A1X7V9K6_AMPQE, tr|A0A1X7SHN7|A0A1X7SHN7_AMPQE, tr|A0A1X7SV78|A0A1X7SV78_AMPQE, tr|A0A1X7SKD0|A0A1X7SKD0_AMPQE, tr|A0A1X7SN28|A0A1X7SN28_AMPQE, tr|A0A1X7T7M6|A0A1X7T7M6_AMPQE, tr|A0A1X7VAY4|A0A1X7VAY4_AMPQE, tr|A0A1X7T8B1|A0A1X7T8B1_AMPQE, tr|A0A1X7UYP0|A0A1X7UYP0_AMPQE, tr|A0A1X7V8Q4|A0A1X7V8Q4_AMPQE, tr|A0A1X7V9L7|A0A1X7V9L7_AMPQE, tr|A0A1X7VAX9|A0A1X7VAX9_AMPQE, tr|A0A1X7UZ52|A0A1X7UZ52_AMPQE, tr|A0A1X7VAA2|A0A1X7VAA2_AMPQE, tr|A0A1X7STY4|A0A1X7STY4_AMPQE, tr|A0A1X7SLG4|A0A1X7SLG4_AMPQE, tr|A0A1X7V9M7|A0A1X7V9M7_AMPQE, tr|A0A1X7T3N5|A0A1X7T3N5_AMPQE, tr|A0A1X7UXD9|A0A1X7UXD9_AMPQE	sp|P21941|MATN1_HUMAN, sp|O95460|MATN4_HUMAN, sp|O15232|MATN3_HUMAN, sp|O00339|MATN2_HUMAN, sp|Q96P44|COLA1_HUMAN
OG0000137	tr|A0A1X7V2X8|A0A1X7V2X8_AMPQE, tr|A0A1X7VV39|A0A1X7VV39_AMPQE, tr|A0A1X7VRH4|A0A1X7VRH4_AMPQE, tr|A0A1X7VLV0|A0A1X7VLV0_AMPQE, tr|A0A1X7VI64|A0A1X7VI64_AMPQE, tr|A0A1X7U456|A0A1X7U456_AMPQE, tr|A0A1X7VME1|A0A1X7VME1_AMPQE, tr|A0A1X7VWE8|A0A1X7VWE8_AMPQE, tr|A0A1X7VUF2|A0A1X7VUF2_AMPQE, tr|A0A1X7VMI2|A0A1X7VMI2_AMPQE	sp|Q5NE16|CATL3_HUMAN, sp|P07711|CATL1_HUMAN, sp|O60911|CATL2_HUMAN, sp|P43235|CATK_HUMAN
OG0000147	tr|A0A1X7T1U9|A0A1X7T1U9_AMPQE, tr|A0A1X7VRP4|A0A1X7VRP4_AMPQE, tr|A0A1X7VR92|A0A1X7VR92_AMPQE	sp|P58876|H2B1D_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q6DRA6|H2B2D_HUMAN, sp|Q6DN03|H2B2C_HUMAN, sp|Q16778|H2B2E_HUMAN, sp|P06899|H2B1J_HUMAN, sp|O60814|H2B1K_HUMAN, sp|P57053|H2BFS_HUMAN, sp|P62807|H2B1C_HUMAN, sp|P33778|H2B1B_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|P23527|H2B1O_HUMAN, sp|Q8N257|H2B3B_HUMAN, sp|Q99880|H2B1L_HUMAN, sp|Q96A08|H2B1A_HUMAN
OG0000164	tr|A0A1X7T260|A0A1X7T260_AMPQE, tr|A0A1X7VT07|A0A1X7VT07_AMPQE, tr|A0A1X7VHU7|A0A1X7VHU7_AMPQE	sp|Q8IUE6|H2A2B_HUMAN, sp|P0C0S8|H2A1_HUMAN, sp|P04908|H2A1B_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q9BTM1|H2AJ_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|P16104|H2AX_HUMAN
OG0000168	tr|A0A1X7UIU2|A0A1X7UIU2_AMPQE, tr|A0A1X7SIL9|A0A1X7SIL9_AMPQE, tr|A0A1X7T0R8|A0A1X7T0R8_AMPQE, tr|A0A1X7UIJ1|A0A1X7UIJ1_AMPQE, tr|A0A1X7SXB8|A0A1X7SXB8_AMPQE, tr|A0A1X7VEL9|A0A1X7VEL9_AMPQE, tr|A0A1X7UJC3|A0A1X7UJC3_AMPQE, tr|A0A1X7UHY7|A0A1X7UHY7_AMPQE, tr|A0A1X7UJB4|A0A1X7UJB4_AMPQE, tr|A0A1X7SEH2|A0A1X7SEH2_AMPQE, tr|A0A1X7T021|A0A1X7T021_AMPQE, tr|A0A1X7T057|A0A1X7T057_AMPQE, tr|A0A1X7UGE2|A0A1X7UGE2_AMPQE, tr|A0A1X7VG34|A0A1X7VG34_AMPQE, tr|A0A1X7VGX3|A0A1X7VGX3_AMPQE	sp|O75899|GABR2_HUMAN
OG0000175	tr|A0A1X7VSK1|A0A1X7VSK1_AMPQE, tr|A0A1X7USZ6|A0A1X7USZ6_AMPQE	sp|P11142|HSP7C_HUMAN, sp|P54652|HSP72_HUMAN
OG0000175	tr|A0A1X7V3W4|A0A1X7V3W4_AMPQE	sp|P11021|BIP_HUMAN
OG0000175	tr|A0A1X7U6V0|A0A1X7U6V0_AMPQE	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN
OG0000203	tr|A0A1X7UZ62|A0A1X7UZ62_AMPQE, tr|A0A1X7SXT8|A0A1X7SXT8_AMPQE, tr|A0A1X7UZ57|A0A1X7UZ57_AMPQE, tr|A0A1X7SIU6|A0A1X7SIU6_AMPQE, tr|A0A1X7UXZ5|A0A1X7UXZ5_AMPQE, tr|A0A1X7SM01|A0A1X7SM01_AMPQE, tr|A0A1X7SHU4|A0A1X7SHU4_AMPQE, tr|A0A1X7UY59|A0A1X7UY59_AMPQE, tr|A0A1X7SPP8|A0A1X7SPP8_AMPQE, tr|A0A1X7UY64|A0A1X7UY64_AMPQE, tr|A0A1X7SM59|A0A1X7SM59_AMPQE, tr|A0A1X7SKT3|A0A1X7SKT3_AMPQE, tr|A0A1X7UAJ1|A0A1X7UAJ1_AMPQE	sp|Q6ZNA5|FRRS1_HUMAN, sp|Q9P0K9|FRS1L_HUMAN
OG0000214	tr|A0A1X7VDR2|A0A1X7VDR2_AMPQE, tr|A0A1X7VV47|A0A1X7VV47_AMPQE, tr|A0A1X7VUG9|A0A1X7VUG9_AMPQE, tr|A0A1X7VVT2|A0A1X7VVT2_AMPQE, tr|A0A1X7VVU8|A0A1X7VVU8_AMPQE, tr|A0A1X7VVT7|A0A1X7VVT7_AMPQE, tr|A0A1X7V168|A0A1X7V168_AMPQE, tr|A0A1X7V102|A0A1X7V102_AMPQE, tr|A0A1X7V1M0|A0A1X7V1M0_AMPQE, tr|A0A1X7V850|A0A1X7V850_AMPQE	sp|A1L4L8|PL8L1_HUMAN, sp|Q9BYD5|CNFN_HUMAN, sp|Q9NZF1|PLAC8_HUMAN
OG0000215	tr|A0A1X7V9C3|A0A1X7V9C3_AMPQE	sp|O95625|ZBT11_HUMAN
OG0000228	tr|A0A1X7VSS5|A0A1X7VSS5_AMPQE, tr|A0A1X7UCW5|A0A1X7UCW5_AMPQE, tr|A0A1X7VH20|A0A1X7VH20_AMPQE, tr|A0A1X7U6E8|A0A1X7U6E8_AMPQE, tr|A0A1X7UMU3|A0A1X7UMU3_AMPQE, tr|A0A1X7TK98|A0A1X7TK98_AMPQE, tr|A0A1X7VQW2|A0A1X7VQW2_AMPQE, tr|A0A1X7UP65|A0A1X7UP65_AMPQE, tr|A0A1X7T5Y3|A0A1X7T5Y3_AMPQE, tr|A0A1X7UZ88|A0A1X7UZ88_AMPQE, tr|A0A1X7TW17|A0A1X7TW17_AMPQE	sp|Q9P215|POGK_HUMAN
OG0000239	tr|A0A1X7SL55|A0A1X7SL55_AMPQE, tr|A0A1X7UA70|A0A1X7UA70_AMPQE, tr|A0A1X7T703|A0A1X7T703_AMPQE, tr|A0A1X7TM93|A0A1X7TM93_AMPQE, tr|A0A1X7TKA0|A0A1X7TKA0_AMPQE, tr|A0A1X7TN26|A0A1X7TN26_AMPQE, tr|A0A1X7SJS3|A0A1X7SJS3_AMPQE, tr|A0A1X7SLH6|A0A1X7SLH6_AMPQE, tr|A0A1X7U1Q3|A0A1X7U1Q3_AMPQE, tr|A0A1X7TCV1|A0A1X7TCV1_AMPQE, tr|A0A1X7SY05|A0A1X7SY05_AMPQE, tr|A0A1X7SM99|A0A1X7SM99_AMPQE, tr|A0A1X7SH75|A0A1X7SH75_AMPQE, tr|A0A1X7T452|A0A1X7T452_AMPQE, tr|A0A1X7TKN5|A0A1X7TKN5_AMPQE, tr|A0A1X7UH01|A0A1X7UH01_AMPQE, tr|A0A1X7UHA7|A0A1X7UHA7_AMPQE, tr|A0A1X7U4J4|A0A1X7U4J4_AMPQE, tr|A0A1X7SL46|A0A1X7SL46_AMPQE, tr|A0A1X7UGF2|A0A1X7UGF2_AMPQE, tr|A0A1X7UHV1|A0A1X7UHV1_AMPQE, tr|A0A1X7UHC1|A0A1X7UHC1_AMPQE, tr|A0A1X7UHT8|A0A1X7UHT8_AMPQE, tr|A0A1X7TMQ4|A0A1X7TMQ4_AMPQE, tr|A0A1X7TR07|A0A1X7TR07_AMPQE, tr|A0A1X7SLG0|A0A1X7SLG0_AMPQE, tr|A0A1X7T0U3|A0A1X7T0U3_AMPQE, tr|A0A1X7SHS4|A0A1X7SHS4_AMPQE, tr|A0A1X7U9C0|A0A1X7U9C0_AMPQE	sp|Q9NVC6|MED17_HUMAN
OG0000240	tr|A0A1X7SSU6|A0A1X7SSU6_AMPQE, tr|A0A1X7T561|A0A1X7T561_AMPQE, tr|A0A1X7SM98|A0A1X7SM98_AMPQE, tr|A0A1X7UXC8|A0A1X7UXC8_AMPQE, tr|A0A1X7UZ42|A0A1X7UZ42_AMPQE, tr|A0A1X7SJG4|A0A1X7SJG4_AMPQE, tr|A0A1X7ST11|A0A1X7ST11_AMPQE, tr|A0A1X7V956|A0A1X7V956_AMPQE, tr|A0A1X7TQF2|A0A1X7TQF2_AMPQE, tr|A0A1X7VN07|A0A1X7VN07_AMPQE, tr|A0A1X7UMY4|A0A1X7UMY4_AMPQE, tr|A0A1X7VWU1|A0A1X7VWU1_AMPQE	sp|Q9NZJ4|SACS_HUMAN
OG0000242	tr|A0A1X7VGY7|A0A1X7VGY7_AMPQE, tr|A0A1X7VTY0|A0A1X7VTY0_AMPQE	sp|P68133|ACTS_HUMAN, sp|P68032|ACTC_HUMAN, sp|P62736|ACTA_HUMAN, sp|P63267|ACTH_HUMAN, sp|P0CG38|POTEI_HUMAN, sp|P0CG39|POTEJ_HUMAN, sp|Q6S8J3|POTEE_HUMAN, sp|A5A3E0|POTEF_HUMAN, sp|Q9BYX7|ACTBM_HUMAN, sp|P60709|ACTB_HUMAN, sp|P63261|ACTG_HUMAN, sp|Q562R1|ACTBL_HUMAN
OG0000262	tr|A0A1X7UPG0|A0A1X7UPG0_AMPQE, tr|A0A1X7U9W8|A0A1X7U9W8_AMPQE, tr|A0A1X7VF93|A0A1X7VF93_AMPQE, tr|A0A1X7VDG2|A0A1X7VDG2_AMPQE, tr|A0A1X7VJ53|A0A1X7VJ53_AMPQE, tr|A0A1X7V0Q0|A0A1X7V0Q0_AMPQE, tr|A0A1X7UN10|A0A1X7UN10_AMPQE, tr|A0A1X7VN71|A0A1X7VN71_AMPQE, tr|A0A1X7UXZ8|A0A1X7UXZ8_AMPQE, tr|A0A1X7UQE0|A0A1X7UQE0_AMPQE, tr|A0A1X7V1C8|A0A1X7V1C8_AMPQE, tr|A0A1X7V8V9|A0A1X7V8V9_AMPQE, tr|A0A1X7UUF4|A0A1X7UUF4_AMPQE, tr|A0A1X7U8L1|A0A1X7U8L1_AMPQE, tr|A0A1X7U915|A0A1X7U915_AMPQE, tr|A0A1X7VFE2|A0A1X7VFE2_AMPQE, tr|A0A1X7SUH7|A0A1X7SUH7_AMPQE, tr|A0A1X7UMI2|A0A1X7UMI2_AMPQE, tr|A0A1X7VL54|A0A1X7VL54_AMPQE, tr|A0A1X7VQ46|A0A1X7VQ46_AMPQE, tr|A0A1X7VN97|A0A1X7VN97_AMPQE, tr|A0A1X7UPC3|A0A1X7UPC3_AMPQE, tr|A0A1X7VLD3|A0A1X7VLD3_AMPQE, tr|A0A1X7TYB3|A0A1X7TYB3_AMPQE, tr|A0A1X7SV17|A0A1X7SV17_AMPQE, tr|A0A1X7TXI4|A0A1X7TXI4_AMPQE, tr|A0A1X7SLR6|A0A1X7SLR6_AMPQE, tr|A0A1X7TXX9|A0A1X7TXX9_AMPQE	sp|Q96ME1|FXL18_HUMAN
OG0000263	tr|A0A1X7SXX7|A0A1X7SXX7_AMPQE, tr|A0A1X7UJB8|A0A1X7UJB8_AMPQE, tr|A0A1X7TY90|A0A1X7TY90_AMPQE, tr|A0A1X7SS47|A0A1X7SS47_AMPQE, tr|A0A1X7UIG5|A0A1X7UIG5_AMPQE, tr|A0A1X7ULB4|A0A1X7ULB4_AMPQE, tr|A0A1X7U468|A0A1X7U468_AMPQE, tr|A0A1X7U375|A0A1X7U375_AMPQE, tr|A0A1X7ULI6|A0A1X7ULI6_AMPQE, tr|A0A1X7UKU6|A0A1X7UKU6_AMPQE, tr|A0A1X7U4F6|A0A1X7U4F6_AMPQE, tr|A0A1X7UKL5|A0A1X7UKL5_AMPQE	sp|Q6UVY6|MOXD1_HUMAN
OG0000274	tr|A0A1X7U1B7|A0A1X7U1B7_AMPQE, tr|A0A1X7U277|A0A1X7U277_AMPQE, tr|A0A1X7URH8|A0A1X7URH8_AMPQE, tr|A0A1X7U895|A0A1X7U895_AMPQE, tr|A0A1X7UJ95|A0A1X7UJ95_AMPQE, tr|A0A1X7TSS0|A0A1X7TSS0_AMPQE	sp|Q9NR16|C163B_HUMAN, sp|Q86VB7|C163A_HUMAN, sp|Q9UGM3|DMBT1_HUMAN
OG0000291	tr|A0A1X7VIH9|A0A1X7VIH9_AMPQE, tr|A0A1X7T2M3|A0A1X7T2M3_AMPQE, tr|A0A1X7SDW1|A0A1X7SDW1_AMPQE, tr|A0A1X7T2B5|A0A1X7T2B5_AMPQE, tr|A0A1X7VEH2|A0A1X7VEH2_AMPQE, tr|A0A1X7VDP5|A0A1X7VDP5_AMPQE, tr|A0A1X7VEG8|A0A1X7VEG8_AMPQE, tr|A0A1X7VCU7|A0A1X7VCU7_AMPQE, tr|A0A1X7VDL0|A0A1X7VDL0_AMPQE, tr|A0A1X7VF31|A0A1X7VF31_AMPQE, tr|A0A1X7VCV1|A0A1X7VCV1_AMPQE, tr|A0A1X7UXU9|A0A1X7UXU9_AMPQE	sp|Q8NBP7|PCSK9_HUMAN
OG0000295	tr|A0A1X7T4A9|A0A1X7T4A9_AMPQE, tr|A0A1X7SVV5|A0A1X7SVV5_AMPQE, tr|A0A1X7SJ12|A0A1X7SJ12_AMPQE, tr|A0A1X7SVZ0|A0A1X7SVZ0_AMPQE, tr|A0A1X7T4N5|A0A1X7T4N5_AMPQE, tr|A0A1X7TPU1|A0A1X7TPU1_AMPQE, tr|A0A1X7T198|A0A1X7T198_AMPQE, tr|A0A1X7TKB5|A0A1X7TKB5_AMPQE, tr|A0A1X7TAJ3|A0A1X7TAJ3_AMPQE, tr|A0A1X7TCU2|A0A1X7TCU2_AMPQE, tr|A0A1X7SR54|A0A1X7SR54_AMPQE, tr|A0A1X7T2W4|A0A1X7T2W4_AMPQE, tr|A0A1X7T2A6|A0A1X7T2A6_AMPQE, tr|A0A1X7SQL4|A0A1X7SQL4_AMPQE, tr|A0A1X7SPJ6|A0A1X7SPJ6_AMPQE, tr|A0A1X7TVS3|A0A1X7TVS3_AMPQE, tr|A0A1X7SPX7|A0A1X7SPX7_AMPQE, tr|A0A1X7SFX3|A0A1X7SFX3_AMPQE, tr|A0A1X7T8C3|A0A1X7T8C3_AMPQE, tr|A0A1X7T0A6|A0A1X7T0A6_AMPQE, tr|A0A1X7SIP2|A0A1X7SIP2_AMPQE, tr|A0A1X7TPE0|A0A1X7TPE0_AMPQE, tr|A0A1X7T6R4|A0A1X7T6R4_AMPQE, tr|A0A1X7TKR0|A0A1X7TKR0_AMPQE, tr|A0A1X7TFZ1|A0A1X7TFZ1_AMPQE, tr|A0A1X7STA0|A0A1X7STA0_AMPQE, tr|A0A1X7SW97|A0A1X7SW97_AMPQE, tr|A0A1X7UEK3|A0A1X7UEK3_AMPQE	sp|Q9NWX5|ASB6_HUMAN
OG0000297	tr|A0A1X7V1V9|A0A1X7V1V9_AMPQE, tr|A0A1X7U5A1|A0A1X7U5A1_AMPQE, tr|A0A1X7U5X6|A0A1X7U5X6_AMPQE, tr|A0A1X7SHV7|A0A1X7SHV7_AMPQE, tr|A0A1X7V1E8|A0A1X7V1E8_AMPQE	sp|P11678|PERE_HUMAN, sp|P05164|PERM_HUMAN, sp|P22079|PERL_HUMAN
