Orthogroup	Human_UP000005640_9606	Ephydatia_Emu_v1_prots
OG0007659	sp|Q99460|PSMD1_HUMAN	Em0021g686a, Em0021g687a
OG0007660	sp|O76021|RL1D1_HUMAN	Em0020g958a, Em0020g964a
OG0007661	sp|P52429|DGKE_HUMAN	Em0020g146a, Em0020g139a
OG0007662	sp|Q9NZS9|BFAR_HUMAN	Em0020g107a, Em0020g91a
OG0007663	sp|P59998|ARPC4_HUMAN	Em0014g372a
OG0007664	sp|Q16658|FSCN1_HUMAN, sp|O14926|FSCN2_HUMAN	Em0020g314a
OG0007665	sp|Q8WWH4|ASZ1_HUMAN	Em0014g30a
OG0007666	sp|Q96FV9|THOC1_HUMAN	Em0020g92a, Em0020g106a
OG0007667	sp|P57772|SELB_HUMAN	Em0017g137a, Em0017g134a
OG0007668	sp|P63173|RL38_HUMAN	Em0020g319a
OG0007669	sp|Q8WW43|APH1B_HUMAN, sp|Q96BI3|APH1A_HUMAN	Em0017g96a
OG0007670	sp|P18858|DNLI1_HUMAN	Em0020g889a, Em0020g887a
OG0007671	sp|Q3KRA6|CB076_HUMAN	Em0068g7a, Em0004g1004a
OG0007672	sp|Q9Y4F3|MARF1_HUMAN	Em0020g805a, Em0020g811a
OG0007674	sp|P61619|S61A1_HUMAN, sp|Q9H9S3|S61A2_HUMAN	Em0020g789a
OG0007675	sp|O14544|SOCS6_HUMAN	Em0200g10a, Em0018g344a
OG0007676	sp|P46937|YAP1_HUMAN, sp|Q9GZV5|WWTR1_HUMAN	Em0021g903a
OG0007677	sp|Q8NEA4|FBX36_HUMAN	Em0021g792a, Em0021g791a
OG0007678	sp|Q96DN5|TBC31_HUMAN	Em0018g313a
OG0007679	sp|Q96ST2|IWS1_HUMAN	Em0021g675a, Em0021g669a
OG0007680	sp|Q9UBT2|SAE2_HUMAN	Em0508g10a, Em0018g974a
OG0007681	sp|Q8NA47|CCD63_HUMAN	Em0008g42a
OG0007683	sp|Q13319|CD5R2_HUMAN, sp|Q15078|CD5R1_HUMAN	Em0004g56a
OG0007684	sp|Q9NRH3|TBG2_HUMAN, sp|P23258|TBG1_HUMAN	Em0004g91a
OG0007686	sp|P08579|RU2B_HUMAN	Em0017g40a, Em0017g36a
OG0007687	sp|P61964|WDR5_HUMAN, sp|Q86VZ2|WDR5B_HUMAN	Em0006g1558a
OG0007688	sp|Q9H8T0|AKTIP_HUMAN	Em0018g67a
OG0007689	sp|Q9H0H5|RGAP1_HUMAN	Em0004g1681a, Em0004g1678a
OG0007690	sp|Q8WZA2|RPGF4_HUMAN, sp|O95398|RPGF3_HUMAN	Em0020g1074a
OG0007691	sp|Q68E01|INT3_HUMAN	Em0006g992a, Em0006g1004a
OG0007692	sp|Q99728|BARD1_HUMAN	Em0068g6a, Em0004g1003a
OG0007693	sp|Q8TB96|TIP_HUMAN	Em0018g41a
OG0007694	sp|O95847|UCP4_HUMAN	Em0002g279a
OG0007695	sp|O75185|AT2C2_HUMAN, sp|P98194|AT2C1_HUMAN	Em0018g413a
OG0007696	sp|Q53FE4|CD017_HUMAN, sp|Q96M53|TBATA_HUMAN	Em0023g927a
OG0007697	sp|Q96HE7|ERO1A_HUMAN, sp|Q86YB8|ERO1B_HUMAN	Em0019g549a
OG0007698	sp|Q9HCE7|SMUF1_HUMAN, sp|Q9HAU4|SMUF2_HUMAN	Em0020g1081a
OG0007699	sp|Q15393|SF3B3_HUMAN	Em0200g9a, Em0018g345a
OG0007701	sp|P53992|SC24C_HUMAN, sp|O94855|SC24D_HUMAN	Em0021g26a
OG0007702	sp|Q9UBN7|HDAC6_HUMAN, sp|Q969S8|HDA10_HUMAN	Em0017g591a
OG0007703	sp|Q8NE00|TM104_HUMAN	Em0020g945a
OG0007704	sp|Q9Y5X2|SNX8_HUMAN	Em0020g138a, Em0020g145a
OG0007705	sp|A0A0B4J2D5|GAL3B_HUMAN, sp|P0DPI2|GAL3A_HUMAN	Em0016g240a
OG0007706	sp|O43299|AP5Z1_HUMAN	Em0020g164a, Em0020g155a
OG0007707	sp|Q9GZM8|NDEL1_HUMAN, sp|Q9NXR1|NDE1_HUMAN	Em0020g90a
OG0007708	sp|P61313|RL15_HUMAN	Em0017g179a, Em0017g177a
OG0007709	sp|P62280|RS11_HUMAN	Em0017g195a, Em0017g206a
OG0007711	sp|O15371|EIF3D_HUMAN	Em0020g798a
OG0007713	sp|P54646|AAPK2_HUMAN, sp|Q13131|AAPK1_HUMAN	Em0002g45a
OG0007714	sp|Q8WV41|SNX33_HUMAN, sp|Q96RF0|SNX18_HUMAN	Em0006g1422a
OG0007715	sp|P63244|RACK1_HUMAN	Em0002g6a, Em0002g36a
OG0007716	sp|Q8N6M3|FITM2_HUMAN, sp|A5D6W6|FITM1_HUMAN	Em0018g125a
OG0007717	sp|Q8NEJ9|NGDN_HUMAN	Em0018g349a, Em0200g5a
OG0007718	sp|Q9UN19|DAPP1_HUMAN	Em0002g294a
OG0007719	sp|P67775|PP2AA_HUMAN, sp|P62714|PP2AB_HUMAN	Em0002g758a
OG0007724	sp|Q69YN2|C19L1_HUMAN	Em0017g187a
OG0007725	sp|Q8N3Z6|ZCHC7_HUMAN	Em0017g249a, Em0017g240a
OG0007726	sp|Q9H6U8|ALG9_HUMAN	Em0021g670a, Em0021g674a
OG0007727	sp|Q9BRR8|GPTC1_HUMAN	Em0018g93a, Em0018g84a
OG0007729	sp|O43290|SNUT1_HUMAN	Em0023g201a, Em0151g1a
OG0007730	sp|Q9H1M0|N62CL_HUMAN, sp|P37198|NUP62_HUMAN	Em0017g16a
OG0007731	sp|Q6NS38|ALKB2_HUMAN	Em0695g3a, Em0019g643a
OG0007732	sp|Q15437|SC23B_HUMAN, sp|Q15436|SC23A_HUMAN	Em0019g654a
OG0007733	sp|Q8IYY4|DZI1L_HUMAN, sp|Q86YF9|DZIP1_HUMAN	Em0021g544a
OG0007734	sp|O94832|MYO1D_HUMAN, sp|B0I1T2|MYO1G_HUMAN	Em0003g1401a
OG0007735	sp|A3KMH1|VWA8_HUMAN	Em0021g659a
OG0007736	sp|Q8N1F7|NUP93_HUMAN	Em0018g107a, Em0018g117a
OG0007737	sp|Q9NXA8|SIR5_HUMAN	Em0018g228a, Em0018g215a
OG0007738	sp|Q9Y608|LRRF2_HUMAN, sp|Q32MZ4|LRRF1_HUMAN	Em0004g1040a
OG0007739	sp|Q96JG6|VPS50_HUMAN	Em0004g1009a, Em0068g12a
OG0007740	sp|Q14019|COTL1_HUMAN	Em0018g334a, Em0018g322a
OG0007741	sp|Q13415|ORC1_HUMAN	Em0009g619a
OG0007742	sp|P26885|FKBP2_HUMAN	Em0005g1211a
OG0007743	sp|Q969E8|TSR2_HUMAN	Em0022g931a, Em0022g936a
OG0007744	sp|P61371|ISL1_HUMAN, sp|Q96A47|ISL2_HUMAN	Em0009g1284a
OG0007745	sp|P43308|SSRB_HUMAN	Em0044g30a, Em0009g480a
OG0007746	sp|Q7Z6J2|GRASP_HUMAN, sp|O60759|CYTIP_HUMAN	Em0012g280a
OG0007747	sp|P53350|PLK1_HUMAN	Em0006g1560a, Em0106g13a
OG0007748	sp|Q99611|SPS2_HUMAN, sp|P49903|SPS1_HUMAN	Em0009g616a
OG0007750	sp|P38405|GNAL_HUMAN	Em0018g95a
OG0007751	sp|O15155|BET1_HUMAN	Em0017g17a
OG0007752	sp|Q6TCH7|PAQR3_HUMAN	Em0006g1365a, Em0006g1381a
OG0007755	sp|Q8TAP6|CEP76_HUMAN	Em0018g336a, Em0018g339a
OG0007756	sp|Q68DC2|ANKS6_HUMAN	Em0018g341a, Em0013g1010a
OG0007758	sp|Q3C1V8|BSH_HUMAN	Em0009g1069a, Em0017g959a
OG0007759	sp|O14602|IF1AY_HUMAN, sp|P47813|IF1AX_HUMAN	Em0023g750a
OG0007760	sp|Q8WUW1|BRK1_HUMAN	Em0016g440a, Em0016g500a
OG0007761	sp|Q96L21|RL10L_HUMAN, sp|P27635|RL10_HUMAN	Em0020g226a
OG0007771	sp|Q9H6V9|LDAH_HUMAN	Em0001g576a, Em0001g582a, Em0001g577a, Em0001g580a
OG0007788	sp|Q14BN4|SLMAP_HUMAN, sp|Q96JN2|CC136_HUMAN	Em0001g1463a, Em0058g8a
OG0007824	sp|Q9BTV4|TMM43_HUMAN	Em0001g3784a, Em0216g4a, Em0001g3823a, Em0019g383a
OG0007885	sp|O00115|DNS2A_HUMAN, sp|Q8WZ79|DNS2B_HUMAN	Em0004g1387a, Em0299g1a, Em0004g1389a
OG0007897	sp|Q3MIR4|CC50B_HUMAN, sp|Q9NV96|CC50A_HUMAN, sp|A0ZSE6|CC50C_HUMAN	Em0005g1162a
OG0007900	sp|O94901|SUN1_HUMAN, sp|Q9UH99|SUN2_HUMAN	Em0005g1473a, Em0005g1472a
OG0007901	sp|O43824|GTPB6_HUMAN	Em0438g7a, Em0617g6a, Em0074g16a, Em0005g1677a
OG0007917	sp|Q8TCT7|SPP2B_HUMAN, sp|Q8IUH8|SPP2C_HUMAN, sp|Q8TCT8|SPP2A_HUMAN	Em0007g1a, Em0010g917a
OG0007929	sp|Q9P2K9|DISP3_HUMAN	Em0008g1243a, Em0657g4a, Em0008g1258a, Em0008g1244a
OG0007933	sp|Q9Y2W6|TDRKH_HUMAN	Em0010g79a, Em0010g41a, Em0648g9a, Em0674g8a
OG0007938	sp|Q8IY84|NIM1_HUMAN	Em0011g488a, Em0435g4a, Em0011g491a
OG0007945	sp|Q15735|PI5PA_HUMAN, sp|Q9BT40|INP5K_HUMAN	Em0011g1068a, Em0011g1067a
OG0007946	sp|Q9Y547|IFT25_HUMAN	Em0011g1160a
OG0007958	sp|Q8WV28|BLNK_HUMAN, sp|Q7Z4S9|SH2D6_HUMAN	Em0013g1083a, Em0013g1077a, Em0013g1084a
OG0007966	sp|P41217|OX2G_HUMAN	Em0015g185a, Em0015g194a, Em0015g184a, Em0015g193a
OG0007970	sp|Q969H6|POP5_HUMAN	Em0015g1247a, Em0015g1225a
OG0007972	sp|Q969G2|LHX4_HUMAN, sp|Q9UBR4|LHX3_HUMAN	Em0016g293a
OG0007973	sp|P78560|CRADD_HUMAN	Em0016g336a, Em0016g314a, Em0544g7a, Em0016g341a
OG0007979	sp|A8MTA8|F166B_HUMAN	Em0016g1089a
OG0007980	sp|Q8N8R5|CB069_HUMAN	Em0016g1112a, Em0016g1184a, Em0531g10a
OG0007983	sp|P10619|PPGB_HUMAN	Em0018g153a, Em0019g66a, Em0019g65a
OG0007987	sp|Q9UM22|EPDR1_HUMAN	Em0402g3a, Em0019g263a, Em0019g272a, Em0019g273a
OG0007992	sp|Q9Y566|SHAN1_HUMAN, sp|Q9UPX8|SHAN2_HUMAN, sp|Q9BYB0|SHAN3_HUMAN	Em0021g394a
OG0007995	sp|Q6XPS3|TPTE2_HUMAN, sp|P56180|TPTE_HUMAN, sp|Q8N9U9|SPOT1_HUMAN, sp|Q5T6R2|TPT2L_HUMAN	Em0022g50a
OG0007999	sp|Q6ZRQ5|MMS22_HUMAN	Em0023g329a, Em0437g1a, Em0023g328a
OG0008003	sp|Q5VU97|CAHD1_HUMAN	Em0024g143a, Em0024g139a, Em0024g142a, Em0024g138a
OG0008011	sp|Q96LB4|VATG3_HUMAN, sp|O95670|VATG2_HUMAN, sp|O75348|VATG1_HUMAN	Em0531g11a
OG0008303	sp|Q16740|CLPP_HUMAN	Em0011g793a
OG0008341	sp|Q9H974|QTRT2_HUMAN	Em0531g8a
OG0008357	sp|Q9HB71|CYBP_HUMAN	Em0016g544a
OG0008377	sp|Q15906|VPS72_HUMAN	Em0010g766a
OG0008481	sp|Q9NUL7|DDX28_HUMAN	Em0019g159a
OG0008525	sp|P21757|MSRE_HUMAN	Em0067g1a, Em0008g908a
OG0008536	sp|P46777|RL5_HUMAN	Em0016g1086a
OG0008560	sp|Q96IL0|COA8_HUMAN	Em0019g667a
OG0008619	sp|Q9BY32|ITPA_HUMAN	Em0005g171a
OG0008751	sp|Q9Y230|RUVB2_HUMAN	Em0004g1351a
OG0008757	sp|Q00535|CDK5_HUMAN	Em0004g71a
OG0008762	sp|Q5T2D3|OTUD3_HUMAN	Em0008g1015a
OG0008763	sp|Q8IU60|DCP2_HUMAN	Em0009g1154a
OG0008768	sp|P25789|PSA4_HUMAN	Em0009g1028a
OG0008770	sp|P59910|DJB13_HUMAN	Em0023g789a
OG0008779	sp|Q9BQP7|MGME1_HUMAN	Em0023g788a
OG0008787	sp|Q9BUL8|PDC10_HUMAN	Em0021g972a
OG0008793	sp|Q9H832|UBE2Z_HUMAN	Em0024g242a
OG0008794	sp|Q8IVS8|GLCTK_HUMAN	Em0005g1643a
OG0008797	sp|Q9UHK6|AMACR_HUMAN	Em0015g464a
OG0008811	sp|Q96BW9|TAM41_HUMAN	Em0009g1312a
OG0008814	sp|P05166|PCCB_HUMAN	Em0021g990a
OG0008816	sp|Q16775|GLO2_HUMAN	Em0020g1009a
OG0008818	sp|Q8N6N6|NATD1_HUMAN	Em0010g60a
OG0008833	sp|Q8TAD4|ZNT5_HUMAN	Em0009g1119a
OG0008834	sp|A5PLN9|TPC13_HUMAN	Em0011g1161a
OG0008837	sp|Q8N4J0|CARME_HUMAN	Em0010g118a
OG0008842	sp|Q16795|NDUA9_HUMAN	Em0016g1074a
OG0008854	sp|Q9UHB4|NDOR1_HUMAN	Em0162g6a
OG0008855	sp|Q7L5A3|F214B_HUMAN	Em0010g937a
OG0008866	sp|P62318|SMD3_HUMAN	Em0015g112a
OG0008870	sp|Q5HYI8|RABL3_HUMAN	Em0023g384a
OG0008872	sp|Q53FP2|NACHO_HUMAN	Em0023g385a
OG0008876	sp|Q13618|CUL3_HUMAN	Em0021g570a
OG0008881	sp|Q05932|FOLC_HUMAN	Em0016g224a
OG0008882	sp|Q9UHC1|MLH3_HUMAN	Em0010g250a
OG0008884	sp|P49755|TMEDA_HUMAN	Em0019g1096a
OG0008890	sp|Q9H8V3|ECT2_HUMAN	Em0021g558a
OG0008897	sp|P08621|RU17_HUMAN	Em0003g1368a
OG0008902	sp|P83731|RL24_HUMAN	Em0023g658a
OG0008908	sp|Q8TDG4|HELQ_HUMAN	Em0009g110a
OG0008909	sp|P61978|HNRPK_HUMAN	Em0009g36a
OG0008912	sp|Q9H063|MAF1_HUMAN	Em0018g90a
OG0008916	sp|Q96LK0|CEP19_HUMAN	Em0008g92a
OG0008917	sp|Q5TGZ0|MIC10_HUMAN	Em0008g44a
OG0008918	sp|Q7Z6M1|RABEK_HUMAN	Em0014g633a, Em0520g4a
OG0008919	sp|P62888|RL30_HUMAN	Em0009g56a
OG0008920	sp|Q8NBX0|SCPDL_HUMAN	Em0018g78a
OG0008921	sp|P62753|RS6_HUMAN	Em0009g32a
OG0008926	sp|Q3MIT2|PUS10_HUMAN	Em0009g106a
OG0008927	sp|Q9BRR6|ADPGK_HUMAN	Em0009g35a
OG0008930	sp|Q99805|TM9S2_HUMAN	Em0021g985a
OG0008931	sp|Q86UN6|AKA28_HUMAN	Em0021g987a
OG0008933	sp|Q9Y256|FACE2_HUMAN	Em0021g875a
OG0008934	sp|Q9NZC7|WWOX_HUMAN	Em0018g89a
OG0008941	sp|Q9NNW7|TRXR2_HUMAN	Em0006g793a
OG0008942	sp|P60604|UB2G2_HUMAN	Em0021g879a
OG0008943	sp|Q86YS7|C2CD5_HUMAN	Em0003g1226a
OG0008946	sp|Q9UBS4|DJB11_HUMAN	Em0012g779a
OG0008950	sp|Q96LI9|CX058_HUMAN	Em0020g687a
OG0008954	sp|A4D1B5|GSAP_HUMAN	Em0006g794a
OG0008955	sp|P42765|THIM_HUMAN	Em0006g1508a
OG0008958	sp|Q9C0J8|WDR33_HUMAN	Em0008g819a
OG0008959	sp|O43427|FIBP_HUMAN	Em0020g791a
OG0008962	sp|Q9H1X1|RSPH9_HUMAN	Em0019g846a
OG0008964	sp|Q5HYA8|MKS3_HUMAN	Em0004g6a
OG0008965	sp|P27695|APEX1_HUMAN	Em0023g543a
OG0008966	sp|P50747|BPL1_HUMAN	Em0017g141a
OG0008970	sp|Q14692|BMS1_HUMAN	Em0016g246a
OG0008971	sp|Q9UBQ0|VPS29_HUMAN	Em0088g9a
OG0008972	sp|Q7L8W6|DPH6_HUMAN	Em0019g1101a
OG0008976	sp|O00258|GET1_HUMAN	Em0023g542a
OG0008977	sp|Q8N1G4|LRC47_HUMAN	Em0019g1040a
OG0008980	sp|O95433|AHSA1_HUMAN	Em0019g331a
OG0008981	sp|Q99570|PI3R4_HUMAN	Em0016g900a
OG0008982	sp|A6NDG6|PGP_HUMAN	Em0019g1050a
OG0008983	sp|Q6YP21|KAT3_HUMAN	Em0016g901a
OG0008984	sp|O75582|KS6A5_HUMAN	Em0019g1058a
OG0008990	sp|Q99436|PSB7_HUMAN	Em0016g1134a
OG0008991	sp|P26440|IVD_HUMAN	Em0005g1438a
OG0008992	sp|Q15370|ELOB_HUMAN	Em0015g878a
OG0008993	sp|Q9ULT8|HECD1_HUMAN	Em0019g327a
OG0008994	sp|Q9BX10|GTPB2_HUMAN	Em0019g1052a
OG0008996	sp|Q9Y2H2|SAC2_HUMAN	Em0013g407a
OG0009003	sp|Q9BT78|CSN4_HUMAN	Em0010g1037a
OG0009004	sp|Q9P2J5|SYLC_HUMAN	Em0022g441a
OG0009006	sp|Q8IXY8|PPIL6_HUMAN	Em0023g363a
OG0009008	sp|P82932|RT06_HUMAN	Em0003g1471a
OG0009009	sp|O75947|ATP5H_HUMAN	Em0020g872a
OG0009011	sp|Q8WVL7|ANR49_HUMAN	Em0021g37a
OG0009013	sp|Q9Y5U8|MPC1_HUMAN	Em0023g365a
OG0009015	sp|Q14117|DPYS_HUMAN	Em0009g970a
OG0009016	sp|Q9H6R4|NOL6_HUMAN	Em0009g1223a
OG0009017	sp|Q5TA45|INT11_HUMAN	Em0137g13a
OG0009018	sp|Q13099|IFT88_HUMAN	Em0023g748a
OG0009020	sp|Q9UK41|VPS28_HUMAN	Em0009g1063a
OG0009021	sp|Q9BT23|LIMD2_HUMAN	Em0005g803a
OG0009022	sp|Q96M11|HYLS1_HUMAN	Em0019g736a
OG0009024	sp|Q9BX73|TM2D2_HUMAN	Em0016g1017a
OG0009025	sp|P62312|LSM6_HUMAN	Em0009g1224a
OG0009026	sp|Q9Y6G5|COMDA_HUMAN	Em0009g1065a
OG0009027	sp|Q8IZ83|A16A1_HUMAN	Em0017g939a
OG0009029	sp|Q8NHX9|TPC2_HUMAN	Em0016g930a
OG0009030	sp|Q08J23|NSUN2_HUMAN	Em0018g185a
OG0009031	sp|Q96MA6|KAD8_HUMAN	Em0016g1106a
OG0009032	sp|O75716|STK16_HUMAN	Em0009g972a
OG0009033	sp|A2A3L6|TTC24_HUMAN	Em0009g1225a
OG0009035	sp|Q9H0I3|CC113_HUMAN	Em0018g312a
OG0009036	sp|Q9NSG2|CA112_HUMAN	Em0016g1022a
OG0009038	sp|O75347|TBCA_HUMAN	Em0009g1226a
OG0009040	sp|O95402|MED26_HUMAN	Em0011g1166a
OG0009041	sp|O60931|CTNS_HUMAN	Em0011g1015a
OG0009045	sp|Q9Y294|ASF1A_HUMAN	Em0011g1023a
OG0009048	sp|Q5T6J7|GNTK_HUMAN	Em0009g48a
OG0009049	sp|Q96C11|FGGY_HUMAN	Em0011g1168a
OG0009050	sp|P30085|KCY_HUMAN	Em0011g1165a
OG0009051	sp|P07902|GALT_HUMAN	Em0009g986a
OG0009053	sp|O00488|ZN593_HUMAN	Em0021g257a
OG0009057	sp|A0PJX2|TLDC2_HUMAN	Em0005g1611a
OG0009059	sp|Q96M89|CC138_HUMAN	Em0022g370a
OG0009060	sp|P62841|RS15_HUMAN	Em0009g41a
OG0009061	sp|Q9H7B2|RPF2_HUMAN	Em0023g728a
OG0009062	sp|Q7Z7F7|RM55_HUMAN	Em0011g1014a
OG0009063	sp|Q96FX7|TRM61_HUMAN	Em0015g1159a
OG0009064	sp|Q9Y3B4|SF3B6_HUMAN	Em0005g1280a
OG0009065	sp|Q9H5V9|STEEP_HUMAN	Em0484g6a
OG0009066	sp|Q9Y3A3|PHOCN_HUMAN	Em0022g368a
OG0009067	sp|Q9NRJ4|TULP4_HUMAN	Em0023g740a
OG0009068	sp|P46060|RAGP1_HUMAN	Em0022g379a
OG0009069	sp|Q8NEZ2|VP37A_HUMAN	Em0022g194a
OG0009072	sp|Q96FT9|IFT43_HUMAN	Em0014g684a
OG0009074	sp|O75414|NDK6_HUMAN	Em0023g199a
OG0009075	sp|Q9Y496|KIF3A_HUMAN	Em0022g342a
OG0009076	sp|O95059|RPP14_HUMAN	Em0009g984a
OG0009077	sp|Q6P2C0|WDR93_HUMAN	Em0009g1074a
OG0009079	sp|P46778|RL21_HUMAN	Em0022g189a
OG0009082	sp|Q86XK2|FBX11_HUMAN	Em0014g687a
OG0009083	sp|Q8NHP6|MSPD2_HUMAN	Em0022g366a
OG0009084	sp|Q8WYA0|IFT81_HUMAN	Em0022g195a
OG0009085	sp|Q8N5S3|CB073_HUMAN	Em0014g686a
OG0009086	sp|Q12904|AIMP1_HUMAN	Em0016g1090a
OG0009088	sp|P18077|RL35A_HUMAN	Em0021g70a
OG0009089	sp|Q99707|METH_HUMAN	Em0019g1094a
OG0009091	sp|O00411|RPOM_HUMAN	Em0016g355a
OG0009092	sp|Q9Y3C7|MED31_HUMAN	Em0011g9a
OG0009093	sp|O75600|KBL_HUMAN	Em0016g1067a
OG0009094	sp|Q8IYH5|ZZZ3_HUMAN	Em0016g1095a
OG0009095	sp|Q8NI36|WDR36_HUMAN	Em0011g132a
OG0009096	sp|Q5JST6|EFHC2_HUMAN	Em0021g74a
OG0009097	sp|Q96RP9|EFGM_HUMAN	Em0021g71a
OG0009098	sp|Q96T60|PNKP_HUMAN	Em0011g69a
OG0009099	sp|P30049|ATPD_HUMAN	Em0011g128a
OG0009100	sp|Q6ZT98|TTLL7_HUMAN	Em0011g126a
OG0009102	sp|Q8NCF5|NF2IP_HUMAN	Em0015g885a
OG0009103	sp|Q9H6X5|CS044_HUMAN	Em0016g302a
OG0009104	sp|C9JQI7|TM232_HUMAN	Em0016g377a
OG0009106	sp|Q86XH1|DRC11_HUMAN	Em0016g384a
OG0009108	sp|Q8N5G2|MACOI_HUMAN	Em0023g419a
OG0009109	sp|Q9P2W9|STX18_HUMAN	Em0016g356a
OG0009110	sp|P55263|ADK_HUMAN	Em0016g301a
OG0009111	sp|Q9NQE9|HINT3_HUMAN	Em0015g755a
OG0009112	sp|P29083|T2EA_HUMAN	Em0009g613a
OG0009115	sp|Q6GMV3|PTRD1_HUMAN	Em0005g960a, Em0005g923a
OG0009116	sp|Q9H8M7|MINY3_HUMAN	Em0016g351a
OG0009117	sp|Q15637|SF01_HUMAN	Em0005g947a
OG0009118	sp|Q7Z569|BRAP_HUMAN	Em0015g1262a
OG0009119	sp|Q14232|EI2BA_HUMAN	Em0015g880a
OG0009120	sp|Q9BRS8|LARP6_HUMAN	Em0009g1277a
OG0009121	sp|O15018|PDZD2_HUMAN	Em0009g1267a
OG0009123	sp|P49368|TCPG_HUMAN	Em0009g1113a
OG0009125	sp|P19021|AMD_HUMAN	Em0009g1177a
OG0009129	sp|Q15274|NADC_HUMAN	Em0015g1264a
OG0009130	sp|O75845|SC5D_HUMAN	Em0006g981a
OG0009131	sp|P61081|UBC12_HUMAN	Em0003g188a
OG0009132	sp|P12956|XRCC6_HUMAN	Em0003g681a
OG0009134	sp|Q96EN8|MOCOS_HUMAN	Em0008g603a
OG0009136	sp|P57076|CF298_HUMAN	Em0023g709a
OG0009137	sp|P06132|DCUP_HUMAN	Em0023g371a
OG0009143	sp|Q9Y672|ALG6_HUMAN	Em0020g974a
OG0009144	sp|Q5H9S7|DCA17_HUMAN	Em0008g847a
OG0009145	sp|Q68D10|SPT2_HUMAN	Em0020g992a
OG0009146	sp|O60260|PRKN_HUMAN	Em0008g340a
OG0009149	sp|P50336|PPOX_HUMAN	Em0006g980a
OG0009153	sp|Q8N5Y8|PAR16_HUMAN	Em0023g182a
OG0009154	sp|Q7Z7K6|CENPV_HUMAN	Em0020g700a
OG0009155	sp|Q5SW96|ARH_HUMAN	Em0023g707a
OG0009156	sp|Q8N1S5|S39AB_HUMAN	Em0020g797a
OG0009157	sp|P49643|PRI2_HUMAN	Em0023g370a
OG0009158	sp|P41002|CCNF_HUMAN	Em0020g970a
OG0009159	sp|Q7Z4T9|CFA91_HUMAN	Em0006g1171a
OG0009160	sp|Q05D32|CTSL2_HUMAN	Em0010g714a
OG0009163	sp|Q5MNV8|FBX47_HUMAN	Em0003g187a
OG0009164	sp|Q15506|SP17_HUMAN	Em0006g933a
OG0009165	sp|Q9Y238|DLEC1_HUMAN	Em0006g983a
OG0009166	sp|Q9H9Y2|RPF1_HUMAN	Em0020g973a
OG0009167	sp|O43513|MED7_HUMAN	Em0020g999a
OG0009168	sp|Q9BT04|FUZZY_HUMAN	Em0003g654a
OG0009173	sp|Q8IY92|SLX4_HUMAN	Em0022g78a
OG0009175	sp|Q5MNZ6|WIPI3_HUMAN	Em0020g701a
OG0009176	sp|Q96PM5|ZN363_HUMAN	Em0020g972a
OG0009177	sp|O75792|RNH2A_HUMAN	Em0020g978a
OG0009178	sp|Q96LU5|IMP1L_HUMAN	Em0003g651a
OG0009179	sp|P50053|KHK_HUMAN	Em0020g975a
OG0009180	sp|Q99797|MIPEP_HUMAN	Em0003g290a
OG0009181	sp|O14562|UBFD1_HUMAN	Em0020g971a
OG0009182	sp|Q14566|MCM6_HUMAN	Em0007g21a
OG0009183	sp|P16930|FAAA_HUMAN	Em0010g72a
OG0009184	sp|Q5XUX1|FBXW9_HUMAN	Em0012g875a
OG0009187	sp|Q9NQ89|CL004_HUMAN	Em0003g629a
OG0009191	sp|Q6IQ49|SDE2_HUMAN	Em0019g663a
OG0009192	sp|Q9H6K4|OPA3_HUMAN	Em0019g708a
OG0009195	sp|Q9H3P2|NELFA_HUMAN	Em0012g16a, Em0012g41a
OG0009199	sp|Q13895|BYST_HUMAN	Em0012g890a
OG0009200	sp|Q7L211|ABHDD_HUMAN	Em0005g1096a
OG0009201	sp|P43304|GPDM_HUMAN	Em0012g770a
OG0009203	sp|Q147X3|NAA30_HUMAN	Em0019g695a
OG0009206	sp|Q9NP79|VTA1_HUMAN	Em0023g372a
OG0009212	sp|O94829|IPO13_HUMAN	Em0011g1196a
OG0009213	sp|O43598|DNPH1_HUMAN	Em0019g706a
OG0009214	sp|Q9NQX3|GEPH_HUMAN	Em0019g688a
OG0009216	sp|Q9Y6R9|CCD61_HUMAN	Em0019g709a
OG0009217	sp|P60900|PSA6_HUMAN	Em0019g685a
OG0009218	sp|Q6KC79|NIPBL_HUMAN	Em0011g514a
OG0009219	sp|Q8NEF3|CC112_HUMAN	Em0023g77a
OG0009220	sp|Q9Y4U1|MMAC_HUMAN	Em0011g32a
OG0009224	sp|P25205|MCM3_HUMAN	Em0005g1605a
OG0009225	sp|Q96B42|TMM18_HUMAN	Em0018g1015a
OG0009226	sp|Q66PJ3|AR6P4_HUMAN	Em0005g1197a
OG0009235	sp|P49321|NASP_HUMAN	Em0011g37a
OG0009236	sp|Q86WW8|COA5_HUMAN	Em0022g412a
OG0009239	sp|O75592|MYCB2_HUMAN	Em0022g336a
OG0009240	sp|P60002|ELOF1_HUMAN	Em0011g513a
OG0009243	sp|Q96GW9|SYMM_HUMAN	Em0005g1271a
OG0009244	sp|Q9NZL9|MAT2B_HUMAN	Em0022g414a
OG0009245	sp|Q53HC9|EIPR1_HUMAN	Em0004g1386a
OG0009247	sp|Q96L92|SNX27_HUMAN	Em0009g1122a
OG0009250	sp|Q99470|SDF2_HUMAN	Em0005g1446a
OG0009251	sp|Q96GM8|TOE1_HUMAN	Em0011g33a
