Orthogroup	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0009356	sp|Q13751|LAMB3_HUMAN	jg19299.t1
OG0009358	sp|Q9NZZ3|CHMP5_HUMAN	jg9875.t1
OG0009359	sp|Q49A26|GLYR1_HUMAN, sp|P31937|3HIDH_HUMAN	jg9883.t1
OG0009360	sp|Q5RL73|RBM48_HUMAN	jg3547.t1
OG0009361	sp|Q5VTT2|CI135_HUMAN	jg20665.t1
OG0009362	sp|Q5T4D3|TMTC4_HUMAN	jg19420.t1
OG0009363	sp|Q01658|NC2B_HUMAN	jg20826.t1
OG0009364	sp|Q96CU9|FXRD1_HUMAN	jg25975.t1
OG0009365	sp|Q9H9Y6|RPA2_HUMAN	jg12386.t1
OG0009366	sp|Q8NDC4|MORN4_HUMAN	jg12348.t1
OG0009367	sp|O15527|OGG1_HUMAN	jg12345.t1
OG0009368	sp|O75191|XYLB_HUMAN	jg9877.t1
OG0009369	sp|P78563|RED1_HUMAN, sp|Q9NS39|RED2_HUMAN	jg9881.t1
OG0009370	sp|O43913|ORC5_HUMAN	jg19292.t1
OG0009371	sp|Q9BT30|ALKB7_HUMAN	jg12419.t1
OG0009372	sp|Q96MR6|CFA57_HUMAN	jg12418.t1
OG0009373	sp|Q9Y6M9|NDUB9_HUMAN	jg12415.t1
OG0009374	sp|Q8WXG6|MADD_HUMAN	jg7013.t1
OG0009375	sp|P21359|NF1_HUMAN	jg14496.t1
OG0009376	sp|Q5SRE7|PHYD1_HUMAN	jg14518.t1
OG0009377	sp|Q9Y4P3|TBL2_HUMAN	jg14524.t1
OG0009378	sp|Q8IY31|IFT20_HUMAN	jg14521.t1
OG0009379	sp|O00560|SDCB1_HUMAN	jg20668.t1
OG0009380	sp|Q13347|EIF3I_HUMAN	jg20832.t1
OG0009381	sp|P47756|CAPZB_HUMAN	jg25973.t1
OG0009382	sp|O75431|MTX2_HUMAN	jg9859.t1
OG0009383	sp|Q9Y2G5|OFUT2_HUMAN	jg9868.t1
OG0009384	sp|Q13506|NAB1_HUMAN, sp|Q15742|NAB2_HUMAN	jg9874.t1
OG0009385	sp|Q86XI2|CNDG2_HUMAN	jg9873.t1, jg9871.t1
OG0009386	sp|Q8NG48|LINES_HUMAN	jg6231.t1
OG0009387	sp|Q96GX2|A7L3B_HUMAN, sp|Q14CW9|AT7L3_HUMAN	jg9882.t1
OG0009388	sp|Q7Z4H7|HAUS6_HUMAN	jg6222.t1
OG0009389	sp|Q8WXG1|RSAD2_HUMAN	jg7036.t1
OG0009390	sp|Q9NRY2|SOSSC_HUMAN	jg3548.t1
OG0009391	sp|P62324|BTG1_HUMAN, sp|P78543|BTG2_HUMAN	jg7017.t1
OG0009393	sp|Q96EZ8|MCRS1_HUMAN	jg13683.t1
OG0009394	sp|Q16774|KGUA_HUMAN	jg15757.t1
OG0009396	sp|Q9ULC8|ZDHC8_HUMAN, sp|Q9C0B5|ZDHC5_HUMAN	jg23212.t1
OG0009397	sp|Q9Y3C5|RNF11_HUMAN	jg3546.t1
OG0009398	sp|Q15831|STK11_HUMAN	jg3549.t1
OG0009399	sp|Q92521|PIGB_HUMAN	jg6229.t1
OG0009403	sp|Q5T2S8|ODAD2_HUMAN	jg13689.t1
OG0009404	sp|Q8WV83|S35F5_HUMAN	jg29427.t1
OG0009405	sp|Q7Z7C8|TAF8_HUMAN	jg13678.t1
OG0009407	sp|Q5BKX5|CS054_HUMAN	jg22584.t1, jg27345.t1
OG0009408	sp|Q7L014|DDX46_HUMAN	jg6230.t1
OG0009409	sp|O43464|HTRA2_HUMAN	jg29453.t1
OG0009410	sp|Q96FZ7|CHMP6_HUMAN	jg29458.t1
OG0009411	sp|Q9Y2P8|RCL1_HUMAN	jg5358.t1
OG0009414	sp|P33992|MCM5_HUMAN	jg16987.t1
OG0009415	sp|Q7L5Y6|DET1_HUMAN	jg6232.t1
OG0009416	sp|Q09161|NCBP1_HUMAN	jg6224.t1
OG0009419	sp|Q13442|HAP28_HUMAN	jg29834.t1
OG0009420	sp|Q6ZV70|LANC3_HUMAN	jg6213.t1
OG0009421	sp|Q6PJ21|SPSB3_HUMAN	jg29456.t1
OG0009422	sp|Q8NEY3|SPAT4_HUMAN	jg7211.t1
OG0009423	sp|Q99627|CSN8_HUMAN	jg13682.t1
OG0009424	sp|Q9NUG6|PDRG1_HUMAN	jg9802.t1
OG0009425	sp|A6NEE1|PLHD1_HUMAN	jg17776.t1
OG0009426	sp|Q15022|SUZ12_HUMAN	jg29454.t1
OG0009427	sp|Q9NQZ2|SAS10_HUMAN	jg16988.t1
OG0009428	sp|O95159|ZFPL1_HUMAN	jg17768.t1
OG0009429	sp|Q9P021|CRIPT_HUMAN	jg11213.t1
OG0009430	sp|Q7L4I2|RSRC2_HUMAN	jg30564.t1, jg15736.t1
OG0009431	sp|Q9UII2|ATIF1_HUMAN	jg9833.t1
OG0009432	sp|P17152|TMM11_HUMAN	jg29793.t1
OG0009433	sp|Q8N5M1|ATPF2_HUMAN	jg29789.t1
OG0009435	sp|P14854|CX6B1_HUMAN	jg29425.t1
OG0009437	sp|Q96QE3|ATAD5_HUMAN	jg29833.t1
OG0009438	sp|Q9BTW9|TBCD_HUMAN	jg29827.t1
OG0009439	sp|P10644|KAP0_HUMAN	jg29452.t1
OG0009440	sp|Q02252|MMSA_HUMAN	jg20296.t1
OG0009441	sp|Q96PV6|LENG8_HUMAN	jg29426.t1
OG0009443	sp|O95639|CPSF4_HUMAN	jg29835.t1
OG0009444	sp|O94925|GLSK_HUMAN, sp|Q9UI32|GLSL_HUMAN	jg12771.t1
OG0009446	sp|P0C870|JMJD7_HUMAN	jg29455.t1
OG0009447	sp|P31948|STIP1_HUMAN	jg9803.t1
OG0009449	sp|Q9NS93|TM7S3_HUMAN	jg9840.t1
OG0009450	sp|Q8TDC3|BRSK1_HUMAN, sp|Q8IWQ3|BRSK2_HUMAN	jg20077.t1
OG0009451	sp|O60232|ZNRD2_HUMAN	jg18108.t1
OG0009452	sp|P27448|MARK3_HUMAN	jg9801.t1
OG0009453	sp|Q9H0A0|NAT10_HUMAN	jg20073.t1
OG0009454	sp|Q9NSE4|SYIM_HUMAN	jg19291.t1
OG0009455	sp|Q96MC2|DRC1_HUMAN	jg11210.t1
OG0009456	sp|Q9H307|PININ_HUMAN	jg11214.t1
OG0009457	sp|Q9NQ48|LZTL1_HUMAN	jg9831.t1
OG0009458	sp|Q9NQT4|EXOS5_HUMAN	jg16993.t1
OG0009459	sp|P78344|IF4G2_HUMAN	jg9844.t1
OG0009460	sp|Q13418|ILK_HUMAN	jg28959.t1
OG0009461	sp|Q9H0J4|QRIC2_HUMAN	jg18109.t1
OG0009462	sp|P11172|UMPS_HUMAN	jg20080.t1
OG0009464	sp|Q9Y3D9|RT23_HUMAN	jg14343.t1
OG0009467	sp|Q86SX6|GLRX5_HUMAN	jg29207.t1
OG0009468	sp|P51955|NEK2_HUMAN	jg20305.t1
OG0009469	sp|Q9NQC8|IFT46_HUMAN	jg20308.t1
OG0009470	sp|P13498|CY24A_HUMAN	jg15699.t1
OG0009471	sp|P43307|SSRA_HUMAN	jg18136.t1
OG0009472	sp|Q6IPR1|ETFR1_HUMAN	jg9841.t1
OG0009473	sp|Q8IZU3|SYCP3_HUMAN	jg17390.t1
OG0009474	sp|Q96BZ8|LENG1_HUMAN	jg18135.t1
OG0009475	sp|Q8IY82|DRC7_HUMAN	jg18083.t1
OG0009476	sp|Q52LR7|EPC2_HUMAN, sp|Q9H2F5|EPC1_HUMAN	jg23661.t1
OG0009477	sp|Q96ER3|SAAL1_HUMAN	jg8158.t1
OG0009478	sp|P35914|HMGCL_HUMAN	jg12782.t1
OG0009480	sp|O95954|FTCD_HUMAN	jg24539.t1
OG0009481	sp|O14841|OPLA_HUMAN	jg9843.t1
OG0009483	sp|Q14CX7|NAA25_HUMAN	jg17083.t1
OG0009484	sp|P46782|RS5_HUMAN	jg14572.t1
OG0009485	sp|Q9NVK5|FGOP2_HUMAN, sp|Q9BRV8|SIKE1_HUMAN	jg20078.t1
OG0009486	sp|Q8N9Q2|SR1IP_HUMAN	jg5967.t1
OG0009487	sp|O94762|RECQ5_HUMAN	jg28976.t1
OG0009488	sp|Q9HD15|SRA1_HUMAN	jg28980.t1
OG0009489	sp|P62699|YPEL5_HUMAN	jg19290.t1
OG0009490	sp|Q9BXF3|CECR2_HUMAN	jg20074.t1
OG0009491	sp|Q9ULA0|DNPEP_HUMAN	jg1555.t1, jg6012.t1
OG0009493	sp|P20933|ASPG_HUMAN	jg29208.t1
OG0009494	sp|Q86X10|RLGPB_HUMAN	jg28045.t1
OG0009495	sp|P48506|GSH1_HUMAN	jg12766.t1
OG0009498	sp|O75489|NDUS3_HUMAN	jg18133.t1
OG0009499	sp|O15315|RA51B_HUMAN	jg18084.t1
OG0009500	sp|Q9Y3C1|NOP16_HUMAN	jg12760.t1
OG0009501	sp|P05386|RLA1_HUMAN	jg12764.t1
OG0009503	sp|Q6PF06|TM10B_HUMAN	jg14683.t1
OG0009504	sp|Q7Z4H3|HDDC2_HUMAN	jg12790.t1
OG0009505	sp|Q9H2A2|AL8A1_HUMAN	jg12794.t1
OG0009506	sp|Q8N371|KDM8_HUMAN	jg14578.t1
OG0009507	sp|Q2VPK5|CTU2_HUMAN	jg18095.t1
OG0009508	sp|P11182|ODB2_HUMAN	jg5966.t1
OG0009509	sp|Q9BQ61|TRIR_HUMAN	jg5962.t1
OG0009510	sp|Q9Y5B0|CTDP1_HUMAN	jg18134.t1
OG0009511	sp|Q9Y263|PLAP_HUMAN	jg14595.t1
OG0009512	sp|Q9ULM0|PKHH1_HUMAN, sp|Q8IVE3|PKHH2_HUMAN	jg18085.t1
OG0009513	sp|P63098|CANB1_HUMAN	jg27943.t1
OG0009515	sp|Q86UY6|NAA40_HUMAN	jg28043.t1
OG0009516	sp|Q86TW2|ADCK1_HUMAN	jg28048.t1
OG0009517	sp|Q5T6L9|EMARD_HUMAN	jg28053.t1
OG0009518	sp|P25788|PSA3_HUMAN	jg28061.t1
OG0009519	sp|P40937|RFC5_HUMAN	jg14390.t1
OG0009521	sp|Q6NW29|RWDD4_HUMAN	jg17084.t1
OG0009522	sp|Q8IZ69|TRM2A_HUMAN	jg17081.t1
OG0009523	sp|Q99567|NUP88_HUMAN	jg17064.t1
OG0009524	sp|Q8WVM8|SCFD1_HUMAN	jg28046.t1
OG0009525	sp|Q8TBA6|GOGA5_HUMAN	jg28051.t1
OG0009527	sp|Q9HCC0|MCCB_HUMAN	jg28058.t1
OG0009528	sp|Q6ZNW5|GDPP1_HUMAN	jg27976.t1
OG0009529	sp|P43155|CACP_HUMAN	jg14571.t1
OG0009530	sp|Q86TJ2|TAD2B_HUMAN	jg27970.t1
OG0009531	sp|Q8TC29|ENKUR_HUMAN	jg15689.t1
OG0009532	sp|Q8N6Q8|MET25_HUMAN	jg22111.t1
OG0009534	sp|Q96Q07|BTBD9_HUMAN	jg27951.t1
OG0009535	sp|Q7KZF4|SND1_HUMAN	jg12564.t1
OG0009536	sp|O00221|IKBE_HUMAN	jg28044.t1
OG0009537	sp|P40925|MDHC_HUMAN	jg28054.t1
OG0009538	sp|Q92504|S39A7_HUMAN	jg19258.t1
OG0009539	sp|Q9ULG1|INO80_HUMAN	jg28056.t1
OG0009541	sp|Q9NQ50|RM40_HUMAN	jg28062.t1
OG0009542	sp|Q6YN16|HSDL2_HUMAN	jg22103.t1
OG0009543	sp|Q14697|GANAB_HUMAN	jg27941.t1
OG0009544	sp|Q68CP9|ARID2_HUMAN	jg27160.t1
OG0009545	sp|Q9Y3B7|RM11_HUMAN	jg28052.t1
OG0009546	sp|P55316|FOXG1_HUMAN	jg27978.t1
OG0009548	sp|Q6GTS8|P20D1_HUMAN	jg22106.t1
OG0009551	sp|Q9BWT6|MND1_HUMAN	jg17570.t1
OG0009552	sp|Q15047|SETB1_HUMAN	jg10689.t1
OG0009554	sp|Q9Y3E5|PTH2_HUMAN	jg17577.t1
OG0009558	sp|Q9Y5N6|ORC6_HUMAN	jg5896.t2, jg5896.t1
OG0009559	sp|Q9BQA1|MEP50_HUMAN	jg12560.t1
OG0009560	sp|Q01433|AMPD2_HUMAN	jg19386.t1
OG0009562	sp|O15212|PFD6_HUMAN	jg8841.t1
OG0009563	sp|Q32P41|TRM5_HUMAN	jg27977.t1
OG0009564	sp|Q8IYT3|CC170_HUMAN	jg27971.t1
OG0009566	sp|A5D8W1|CFA69_HUMAN	jg28066.t1
OG0009568	sp|Q9Y4D8|HECD4_HUMAN	jg26093.t1
OG0009569	sp|Q6UVJ0|SAS6_HUMAN	jg6358.t1
OG0009571	sp|Q7KZN9|COX15_HUMAN	jg4359.t1
OG0009573	sp|O14521|DHSD_HUMAN	jg6245.t1, jg24317.t1
OG0009574	sp|Q9BRN9|TM2D3_HUMAN	jg19388.t1
OG0009575	sp|Q15528|MED22_HUMAN	jg8838.t1
OG0009577	sp|A6PVS8|LRIQ3_HUMAN	jg8833.t1
OG0009578	sp|Q02127|PYRD_HUMAN	jg8829.t1
OG0009579	sp|Q9H5F2|CK001_HUMAN	jg4356.t1
OG0009583	sp|Q9NTM9|CUTC_HUMAN	jg14696.t1
OG0009585	sp|O00400|ACATN_HUMAN	jg20563.t1
OG0009586	sp|Q15526|SURF1_HUMAN	jg8840.t1
OG0009588	sp|Q9Y295|DRG1_HUMAN	jg17571.t1
OG0009590	sp|Q8IWL3|HSC20_HUMAN	jg16163.t1
OG0009591	sp|P49366|DHYS_HUMAN	jg8804.t1
OG0009593	sp|Q5VYX0|RNLS_HUMAN	jg17576.t1
OG0009594	sp|Q9Y5K5|UCHL5_HUMAN	jg8890.t1
OG0009598	sp|A0A1B0GUS4|UB2L5_HUMAN, sp|P68036|UB2L3_HUMAN	jg17568.t1
OG0009599	sp|Q63HM1|KFA_HUMAN	jg8842.t1
OG0009601	sp|P62424|RL7A_HUMAN	jg8837.t1
OG0009604	sp|Q9Y5Q8|TF3C5_HUMAN	jg8825.t1
OG0009606	sp|P15374|UCHL3_HUMAN	jg29039.t1
OG0009607	sp|Q9Y676|RT18B_HUMAN	jg8933.t1
OG0009608	sp|O15294|OGT1_HUMAN	jg29035.t1
OG0009609	sp|Q4AE62|GTDC1_HUMAN	jg8899.t1
OG0009610	sp|Q8IZ02|LRC34_HUMAN	jg20568.t1
OG0009611	sp|Q5UAW9|GP157_HUMAN	jg4338.t1
OG0009613	sp|O95602|RPA1_HUMAN	jg14720.t1
OG0009614	sp|Q9NQX1|PRDM5_HUMAN	jg4436.t1
OG0009615	sp|Q04446|GLGB_HUMAN	jg20714.t1
OG0009616	sp|Q9P013|CWC15_HUMAN	jg12246.t1
OG0009617	sp|Q6UW68|TM205_HUMAN	jg13868.t1
OG0009618	sp|Q9UNQ2|DIM1_HUMAN	jg6332.t1
OG0009620	sp|Q8N2Z9|CENPS_HUMAN	jg20573.t1
OG0009621	sp|P11717|MPRI_HUMAN	jg24343.t1
OG0009622	sp|Q01664|TFAP4_HUMAN	jg29049.t1
OG0009624	sp|Q9BQ95|ECSIT_HUMAN	jg7965.t1
OG0009625	sp|P0CW27|CC166_HUMAN	jg29403.t1
OG0009626	sp|O96015|DNAL4_HUMAN	jg29398.t1
OG0009627	sp|Q15080|NCF4_HUMAN	jg29617.t1
OG0009628	sp|Q96H35|RBM18_HUMAN	jg29621.t1
OG0009629	sp|P35606|COPB2_HUMAN	jg20805.t1
OG0009631	sp|Q6MZP7|LIN54_HUMAN	jg29531.t1
OG0009632	sp|Q9H501|ESF1_HUMAN	jg20572.t1
OG0009635	sp|A7E2U8|CD047_HUMAN	jg2235.t1
OG0009636	sp|P20674|COX5A_HUMAN	jg4395.t1, jg9682.t1
OG0009639	sp|Q16763|UBE2S_HUMAN	jg29542.t1
OG0009640	sp|O43325|LYRM1_HUMAN	jg29538.t1
OG0009641	sp|P22570|ADRO_HUMAN	jg29529.t1
OG0009643	sp|Q14160|SCRIB_HUMAN	jg12805.t1
OG0009644	sp|Q9BRX8|PXL2A_HUMAN	jg12733.t1
OG0009646	sp|Q9UHB9|SRP68_HUMAN	jg29622.t1
OG0009647	sp|P20273|CD22_HUMAN	jg12492.t1
OG0009648	sp|Q8WYR4|RSPH1_HUMAN	jg12510.t1
OG0009649	sp|Q9Y217|MTMR6_HUMAN	jg8360.t1
OG0009652	sp|Q86UK7|ZN598_HUMAN	jg7968.t1
OG0009653	sp|Q8N8Q3|ENDOV_HUMAN	jg29399.t1
OG0009654	sp|Q8WV22|NSE1_HUMAN	jg12192.t1
OG0009656	sp|Q9H1B5|XYLT2_HUMAN	jg29620.t1
OG0009657	sp|Q8N1B3|CCNQ_HUMAN	jg27682.t1
OG0009658	sp|Q13472|TOP3A_HUMAN	jg29537.t1
OG0009659	sp|Q86VS3|IQCH_HUMAN	jg1856.t1
OG0009662	sp|Q9NW08|RPC2_HUMAN	jg12508.t1
OG0009663	sp|Q9NVT9|ARMC1_HUMAN	jg29406.t1
OG0009665	sp|Q8N4P2|TT30B_HUMAN, sp|Q86WT1|TT30A_HUMAN	jg29619.t1
OG0009666	sp|Q8N3Y7|RDHE2_HUMAN	jg12801.t1
OG0009669	sp|Q86WQ0|NR2CA_HUMAN	jg27689.t1
OG0009670	sp|Q00341|VIGLN_HUMAN	jg3417.t1
OG0009671	sp|Q9H0R3|TM222_HUMAN	jg2233.t1
OG0009672	sp|Q9C0B2|CFA74_HUMAN	jg2245.t1
OG0009673	sp|P62241|RS8_HUMAN	jg12731.t1
OG0009675	sp|Q9BYD3|RM04_HUMAN	jg24234.t1
OG0009676	sp|Q6P1L8|RM14_HUMAN	jg12504.t1
OG0009677	sp|Q8IWZ8|SUGP1_HUMAN	jg27663.t1
OG0009679	sp|Q9UBL3|ASH2L_HUMAN	jg23253.t1
OG0009681	sp|P17980|PRS6A_HUMAN	jg27683.t1
OG0009682	sp|O96007|MOC2B_HUMAN	jg27668.t1
OG0009683	sp|Q9H488|OFUT1_HUMAN	jg12511.t1
OG0009684	sp|Q6P656|CF161_HUMAN	jg942.t1
OG0009688	sp|Q14147|DHX34_HUMAN	jg3948.t1
OG0009691	sp|P51571|SSRD_HUMAN	jg18994.t1
OG0009692	sp|Q9H1K0|RBNS5_HUMAN	jg18985.t1
OG0009696	sp|Q13946|PDE7A_HUMAN, sp|Q9NP56|PDE7B_HUMAN	jg4697.t1
OG0009697	sp|Q96L58|B3GT6_HUMAN	jg2244.t1
OG0009698	sp|O94818|NOL4_HUMAN, sp|Q96MY1|NOL4L_HUMAN	jg3374.t1
OG0009699	sp|P37837|TALDO_HUMAN	jg27179.t1
OG0009700	sp|Q9H867|MT21D_HUMAN	jg4699.t1
OG0009703	sp|Q9BRA2|TXD17_HUMAN	jg23252.t1
OG0009704	sp|Q969F1|TF3C6_HUMAN	jg21690.t1
OG0009705	sp|Q96I99|SUCB2_HUMAN	jg19042.t1
OG0009706	sp|Q9NS73|MBIP1_HUMAN	jg28275.t1
OG0009707	sp|O15040|TCPR2_HUMAN	jg28285.t1
OG0009708	sp|P11310|ACADM_HUMAN	jg8953.t1
OG0009709	sp|Q9BXW9|FACD2_HUMAN	jg28304.t1
OG0009712	sp|Q8NEG7|DEN6B_HUMAN	jg19024.t1
OG0009713	sp|O43865|SAHH2_HUMAN, sp|Q96HN2|SAHH3_HUMAN	jg19058.t1
OG0009714	sp|P37268|FDFT_HUMAN	jg18999.t1
OG0009715	sp|Q9HD20|AT131_HUMAN	jg23592.t1
OG0009716	sp|Q7Z6V5|ADAT2_HUMAN	jg25074.t1, jg8285.t1
OG0009717	sp|Q5SQH8|CF136_HUMAN	jg23598.t1
OG0009718	sp|Q8NEE6|DRC6_HUMAN	jg18986.t1
OG0009720	sp|P48507|GSH0_HUMAN	jg23610.t1
OG0009721	sp|Q6UWP7|LCLT1_HUMAN	jg28454.t1
OG0009723	sp|Q8IYF3|TEX11_HUMAN	jg28289.t1
OG0009725	sp|O15270|SPTC2_HUMAN	jg28425.t1
OG0009729	sp|Q9BU79|TM243_HUMAN	jg19043.t1
OG0009730	sp|Q9NVM6|DJC17_HUMAN	jg28271.t1
OG0009731	sp|Q9NX61|T161A_HUMAN, sp|Q8NDZ6|T161B_HUMAN	jg19061.t1
OG0009732	sp|Q6PCD5|RFWD3_HUMAN	jg28298.t1
OG0009733	sp|Q96G21|IMP4_HUMAN	jg19001.t1
OG0009734	sp|Q6ZMT4|KDM7A_HUMAN	jg18991.t2
OG0009735	sp|P14678|RSMB_HUMAN, sp|P63162|RSMN_HUMAN	jg18718.t1
OG0009736	sp|Q12824|SNF5_HUMAN	jg13866.t1
OG0009737	sp|Q16635|TAZ_HUMAN	jg27182.t1
OG0009738	sp|Q6I9Y2|THOC7_HUMAN	jg18705.t1
OG0009739	sp|P18124|RL7_HUMAN	jg12726.t1
OG0009740	sp|Q8IYB8|SUV3_HUMAN	jg2284.t1, jg2284.t2
OG0009742	sp|O14645|IDLC_HUMAN	jg12719.t1
OG0009746	sp|P18074|ERCC2_HUMAN	jg28290.t1
OG0009747	sp|Q96MX6|DAA10_HUMAN	jg28538.t1
OG0009748	sp|P30154|2AAB_HUMAN, sp|P30153|2AAA_HUMAN	jg20313.t1
OG0009749	sp|O75445|USH2A_HUMAN	jg28424.t1
OG0009751	sp|Q9H3H1|MOD5_HUMAN	jg28534.t1
OG0009753	sp|O14618|CCS_HUMAN	jg12713.t1
OG0009754	sp|P82912|RT11_HUMAN	jg6189.t1
OG0009755	sp|Q99757|THIOM_HUMAN	jg18719.t1
OG0009756	sp|Q06136|KDSR_HUMAN	jg18707.t1
OG0009757	sp|Q9BSM1|PCGF1_HUMAN, sp|Q3KNV8|PCGF3_HUMAN	jg18704.t1
OG0009758	sp|Q86TU7|SETD3_HUMAN	jg28277.t1
OG0009759	sp|Q9BWT3|PAPOG_HUMAN	jg28279.t1
OG0009760	sp|O43280|TREA_HUMAN	jg28288.t1
OG0009761	sp|Q8NE86|MCU_HUMAN	jg12725.t1
OG0009762	sp|Q6PJT7|ZC3HE_HUMAN	jg19939.t1
OG0009763	sp|O75940|SPF30_HUMAN	jg12718.t1
OG0009765	sp|P22061|PIMT_HUMAN	jg20215.t1
OG0009766	sp|Q9H1E5|TMX4_HUMAN, sp|Q9H3N1|TMX1_HUMAN	jg20240.t1
OG0009769	sp|Q02156|KPCE_HUMAN	jg28537.t1
OG0009770	sp|Q07352|TISB_HUMAN, sp|P47974|TISD_HUMAN	jg28543.t1
OG0009772	sp|Q8N2M8|CLASR_HUMAN	jg20244.t1
OG0009775	sp|P13804|ETFA_HUMAN	jg1877.t1
OG0009776	sp|Q9Y276|BCS1_HUMAN	jg18706.t1
OG0009777	sp|Q9UKD2|MRT4_HUMAN	jg12712.t1
OG0009778	sp|Q9H0C1|ZMY12_HUMAN	jg20254.t1
OG0009779	sp|P52434|RPAB3_HUMAN	jg20218.t1
OG0009780	sp|P23921|RIR1_HUMAN	jg19932.t1
OG0009781	sp|P28838|AMPL_HUMAN	jg19940.t1
OG0009782	sp|Q86WZ0|HEAT4_HUMAN	jg18720.t1
OG0009785	sp|Q8NCU4|CC191_HUMAN	jg12540.t1
OG0009786	sp|Q8WUB8|PHF10_HUMAN	jg20198.t1
OG0009787	sp|Q96QG7|MTMR9_HUMAN	jg12722.t1
OG0009788	sp|P63172|DYLT1_HUMAN	jg11935.t1
OG0009790	sp|Q58WW2|DCAF6_HUMAN	jg11957.t1
OG0009792	sp|O14880|MGST3_HUMAN	jg22431.t1
OG0009793	sp|Q9NWK9|BCD1_HUMAN	jg22445.t1
OG0009794	sp|Q96Q05|TPPC9_HUMAN	jg20219.t1
OG0009797	sp|Q8NFH3|NUP43_HUMAN	jg25243.t1, jg11953.t1
OG0009799	sp|P30084|ECHM_HUMAN	jg20250.t1
OG0009800	sp|P61758|PFD3_HUMAN	jg22441.t1
OG0009801	sp|Q9H1I8|ASCC2_HUMAN	jg12530.t1
OG0009802	sp|Q8NFR7|CC148_HUMAN	jg12362.t1
OG0009803	sp|Q8N3I7|BBS5_HUMAN	jg12367.t1
OG0009804	sp|Q9NP59|S40A1_HUMAN	jg12372.t1
OG0009805	sp|Q9UGM6|SYWM_HUMAN	jg12039.t1
OG0009806	sp|Q9P2D0|IBTK_HUMAN	jg4326.t1
OG0009807	sp|P40692|MLH1_HUMAN	jg7241.t1
OG0009808	sp|Q14872|MTF1_HUMAN	jg23130.t1
OG0009809	sp|Q9H814|PHAX_HUMAN	jg11106.t1
OG0009810	sp|P14324|FPPS_HUMAN	jg11111.t1
OG0009811	sp|Q9NP72|RAB18_HUMAN	jg12405.t1
OG0009812	sp|O75844|FACE1_HUMAN	jg22443.t1
OG0009813	sp|Q8TEV9|SMCR8_HUMAN	jg11934.t1
OG0009814	sp|Q9UHD1|CHRD1_HUMAN	jg4331.t1
OG0009817	sp|O75027|ABCB7_HUMAN	jg11965.t1
OG0009819	sp|Q16342|PDCD2_HUMAN	jg6432.t1
OG0009820	sp|O95825|QORL1_HUMAN	jg22422.t1
OG0009821	sp|Q9H4P4|RNF41_HUMAN	jg29246.t1
OG0009822	sp|Q8N5L8|RP25L_HUMAN, sp|Q9BUL9|RPP25_HUMAN	jg12354.t1
OG0009823	sp|P30039|PBLD_HUMAN	jg22432.t1
OG0009824	sp|Q8WU90|ZC3HF_HUMAN	jg8336.t1
OG0009825	sp|Q9NRG9|AAAS_HUMAN	jg12365.t1
OG0009826	sp|Q8NBF6|AVL9_HUMAN	jg1424.t1
OG0009827	sp|A1L0T0|HACL2_HUMAN	jg12037.t1
OG0009828	sp|P57058|HUNK_HUMAN	jg5205.t1
OG0009830	sp|Q8TDX5|ACMSD_HUMAN	jg8118.t1
OG0009831	sp|A6NNA5|DRGX_HUMAN	jg12352.t1
OG0009832	sp|O75390|CISY_HUMAN	jg12357.t1
OG0009833	sp|Q08257|QOR_HUMAN	jg11112.t1
OG0009834	sp|Q4G0U5|PCDP1_HUMAN	jg12397.t1
OG0009835	sp|O43175|SERA_HUMAN	jg12373.t1
OG0009837	sp|Q9HC38|GLOD4_HUMAN	jg13461.t1, jg19340.t1
OG0009838	sp|Q0VFZ6|CC173_HUMAN	jg8115.t1
OG0009839	sp|Q8N4S7|PAQR4_HUMAN	jg12853.t1
OG0009840	sp|P84098|RL19_HUMAN	jg12849.t1
OG0009841	sp|P49848|TAF6_HUMAN	jg12399.t1
OG0009843	sp|Q16719|KYNU_HUMAN	jg6429.t1
OG0009844	sp|P17987|TCPA_HUMAN	jg12822.t1
OG0009845	sp|O43617|TPPC3_HUMAN	jg4317.t1
OG0009846	sp|Q99437|VATO_HUMAN	jg10214.t1
OG0009850	sp|P14550|AK1A1_HUMAN	jg22440.t1
OG0009851	sp|P43246|MSH2_HUMAN	jg22446.t1
OG0009852	sp|Q9Y255|PRLD1_HUMAN	jg8334.t1
OG0009853	sp|P10809|CH60_HUMAN	jg12359.t1
OG0009856	sp|Q8N4Q0|PTGR3_HUMAN	jg22402.t1
OG0009857	sp|Q2VIR3|IF2GL_HUMAN, sp|P41091|IF2G_HUMAN	jg4330.t1
OG0009859	sp|Q8NCM8|DYHC2_HUMAN	jg22385.t1
OG0009860	sp|Q9NY61|AATF_HUMAN	jg11105.t1
OG0009861	sp|O43542|XRCC3_HUMAN	jg8117.t1
OG0009862	sp|Q9NSQ0|RRP7B_HUMAN, sp|Q9Y3A4|RRP7A_HUMAN	jg12404.t1
OG0009865	sp|P62253|UB2G1_HUMAN	jg10216.t1
OG0009867	sp|O14744|ANM5_HUMAN	jg26086.t1
OG0009868	sp|P31040|SDHA_HUMAN	jg12843.t1
OG0009869	sp|Q5JVL4|EFHC1_HUMAN	jg12836.t1
