Orthogroup	Ephydatia_Emu_v1_prots	Niphates_augustus.hints.aa
OG0010105	Em0020g996a	jg7932.t1
OG0010107	Em0015g1125a, Em0015g1108a	jg13932.t1
OG0010108	Em0015g737a	jg13943.t1
OG0010109	Em0015g713a	jg13974.t1
OG0010110	Em0015g715a	jg13979.t1
OG0010111	Em0005g1501a	jg12747.t1
OG0010112	Em0015g1086a	jg13439.t1, jg19361.t1
OG0010113	Em0005g1615a	jg18770.t1
OG0010114	Em0021g241a, Em0021g242a	jg8427.t1
OG0010115	Em0021g256a	jg27186.t1
OG0010116	Em0009g1135a	jg6123.t1, jg26003.t1
OG0010117	Em0015g513a	jg13884.t1
OG0010118	Em0008g1079a	jg20673.t1
OG0010119	Em0008g628a	jg20599.t1
OG0010120	Em0015g56a	jg13896.t1
OG0010121	Em0015g665a	jg13898.t1
OG0010122	Em0015g1128a, Em0015g1141a	jg20736.t1
OG0010123	Em0015g1139a	jg13917.t1
OG0010124	Em0001g86a	jg284.t1
OG0010125	Em0021g495a	jg18300.t1
OG0010126	Em0016g43a	jg12679.t1
OG0010127	Em0144g1a	jg28383.t1
OG0010128	Em0015g714a	jg13976.t1
OG0010130	Em0021g222a	jg1975.t1
OG0010132	Em0003g45a	jg17416.t1
OG0010133	Em0003g56a	jg17410.t1
OG0010134	Em0022g664a	jg17394.t1
OG0010135	Em0015g516a	jg13889.t1
OG0010136	Em0016g61a	jg8854.t1
OG0010137	Em0015g663a	jg13901.t1
OG0010138	Em0015g648a	jg13908.t1
OG0010142	Em0002g1008a	jg28387.t1
OG0010143	Em0021g223a	jg8428.t1
OG0010144	Em0019g1064a	jg28126.t1
OG0010145	Em0017g637a	jg28375.t1
OG0010147	Em0019g288a	jg28370.t1
OG0010149	Em0013g1124a	jg27187.t1
OG0010151	Em0001g1400a	jg18879.t1
OG0010152	Em0001g410a	jg10076.t1, jg1152.t1
OG0010154	Em0019g1038a	jg28422.t1
OG0010155	Em0001g3379a	jg18975.t1
OG0010156	Em0001g3793a	jg18965.t1
OG0010158	Em0018g1087a	jg26743.t1
OG0010159	Em0006g1518a	jg19038.t1
OG0010160	Em0011g965a	jg11416.t1, jg18215.t1
OG0010161	Em0001g1103a	jg19090.t1
OG0010162	Em0016g121a	jg9003.t1
OG0010163	Em0007g242a	jg9848.t1
OG0010164	Em0009g823a	jg17378.t1
OG0010165	Em0007g639a	jg17494.t1
OG0010166	Em0016g133a, Em0016g138a	jg8987.t1
OG0010167	Em0016g361a	jg8993.t1
OG0010168	Em0016g40a, Em0016g36a	jg18299.t1
OG0010169	Em0024g86a	jg17469.t1
OG0010171	Em0016g108a	jg8852.t1
OG0010172	Em0009g830a, Em0051g20a	jg17982.t1
OG0010173	Em0019g1060a	jg28127.t1
OG0010174	Em0019g1062a	jg28131.t1
OG0010175	Em0019g99a	jg28399.t1, jg28404.t1
OG0010176	Em0144g16a, Em0019g287a	jg28389.t1
OG0010177	Em0001g2647a	jg19134.t1
OG0010178	Em0001g2661a	jg19138.t1
OG0010180	Em0001g1398a	jg18880.t1
OG0010181	Em0001g1294a	jg10050.t1
OG0010182	Em0005g1633a	jg12643.t1
OG0010183	Em0005g1396a	jg13260.t1
OG0010184	Em0001g3795a	jg18974.t1
OG0010185	Em0001g1297a	jg18884.t1
OG0010186	Em0005g1171a	jg13289.t1
OG0010187	Em0001g3791a	jg18964.t1
OG0010188	Em0001g408a	jg1150.t1, jg10073.t1
OG0010189	Em0001g832a	jg19037.t1, jg19037.t2
OG0010190	Em0005g671a, Em0005g660a	jg18747.t1
OG0010192	Em0001g1891a	jg19029.t1
OG0010194	Em0007g241a	jg9847.t1, jg9847.t2
OG0010196	Em0009g1155a	jg3640.t1
OG0010197	Em0007g680a	jg17489.t1
OG0010198	Em0158g4a	jg17382.t1
OG0010199	Em0019g1090a	jg28223.t1
OG0010200	Em0001g1369a	jg28406.t1
OG0010201	Em0024g61a	jg17504.t1
OG0010202	Em0007g986a	jg17508.t1
OG0010203	Em0011g40a	jg28593.t1
OG0010204	Em0018g839a	jg28597.t1
OG0010205	Em0019g307a	jg28386.t1
OG0010206	Em0003g459a	jg17976.t1
OG0010207	Em0019g289a	jg28369.t1
OG0010208	Em0019g358a	jg28365.t1
OG0010209	Em0019g315a, Em0019g316a	jg28360.t1
OG0010210	Em0021g668a	jg28012.t1
OG0010211	Em0003g346a	jg17971.t1
OG0010212	Em0003g655a	jg17986.t1
OG0010213	Em0019g158a	jg28037.t1
OG0010214	Em0001g2658a	jg19137.t1
OG0010215	Em0005g1499a	jg12703.t1
OG0010216	Em0016g134a	jg8988.t1
OG0010217	Em0016g362a	jg8992.t1
OG0010219	Em0005g1281a	jg13295.t1
OG0010220	Em0005g1179a	jg13283.t1
OG0010221	Em0001g3377a	jg18966.t1
OG0010223	Em0016g62a	jg8865.t1
OG0010224	Em0023g806a	jg18750.t1
OG0010225	Em0009g995a	jg16752.t1
OG0010226	Em0009g1068a	jg22668.t1
OG0010227	Em0013g720a	jg2702.t1
OG0010228	Em0007g738a	jg17503.t1
OG0010229	Em0006g1153a	jg2430.t1
OG0010230	Em0009g1070a	jg22667.t1
OG0010232	Em0013g140a	jg2402.t1
OG0010233	Em0018g1054a	jg28613.t1
OG0010234	Em0013g697a	jg2396.t1
OG0010235	Em0013g272a	jg2754.t1
OG0010236	Em0012g383a	jg2679.t1
OG0010237	Em0018g1160a	jg28604.t1
OG0010238	Em0001g2655a	jg19135.t1
OG0010239	Em0018g1156a	jg28609.t1
OG0010240	Em0019g329a	jg27995.t1
OG0010242	Em0018g713a	jg6774.t1
OG0010243	Em0019g78a	jg28006.t1
OG0010244	Em0001g3723a	jg18970.t1
OG0010245	Em0001g1487a	jg18960.t1
OG0010246	Em0005g1602a	jg12705.t1
OG0010247	Em0018g984a	jg6750.t1
OG0010248	Em0017g932a	jg28028.t1
OG0010249	Em0005g1186a	jg13277.t1
OG0010251	Em0018g77a	jg23073.t1
OG0010253	Em0019g582a	jg10753.t1
OG0010254	Em0023g764a	jg17511.t1
OG0010255	Em0009g279a	jg3641.t1
OG0010259	Em0013g572a	jg2692.t1
OG0010260	Em0003g316a	jg17961.t1
OG0010261	Em0018g384a	jg18051.t1
OG0010262	Em0013g248a	jg2375.t1
OG0010263	Em0013g143a	jg2387.t1
OG0010264	Em0018g296a	jg13719.t1
OG0010266	Em0016g741a	jg14907.t1
OG0010267	Em0013g282a	jg2757.t1
OG0010268	Em0018g214a, Em0018g229a	jg13699.t1
OG0010269	Em0001g3558a	jg2678.t1
OG0010270	Em0012g1079a	jg2296.t1
OG0010271	Em0013g696a	jg2389.t1
OG0010272	Em0018g1155a	jg28611.t1
OG0010273	Em0020g657a	jg29496.t1
OG0010274	Em0018g778a	jg6767.t1, jg6768.t1
OG0010276	Em0015g660a	jg28020.t1
OG0010277	Em0020g168a	jg29627.t1
OG0010279	Em0020g103a	jg29638.t1
OG0010280	Em0022g149a	jg28005.t1
OG0010281	Em0001g699a	jg28000.t1
OG0010282	Em0013g947a	jg2676.t1
OG0010283	Em0005g374a	jg12648.t1
OG0010284	Em0020g213a	jg29656.t1
OG0010285	Em0018g983a	jg6751.t1
OG0010286	Em0005g1381a	jg13269.t1, jg26935.t1
OG0010287	Em0020g228a	jg29685.t1
OG0010288	Em0015g693a	jg28025.t1
OG0010289	Em0005g1172a	jg13292.t1
OG0010290	Em0020g1100a	jg29698.t1
OG0010291	Em0005g1372a	jg13287.t1
OG0010293	Em0005g707a	jg18745.t1
OG0010294	Em0005g800a	jg18735.t1
OG0010297	Em0018g76a	jg23072.t1
OG0010298	Em0010g945a	jg11648.t1
OG0010299	Em0009g998a	jg21623.t1
OG0010300	Em0018g68a	jg24787.t1
OG0010301	Em0019g540a	jg10785.t1
OG0010302	Em0018g343a	jg18041.t1
OG0010304	Em0018g363a	jg18034.t1
OG0010305	Em0018g75a	jg23070.t1
OG0010306	Em0018g361a	jg18032.t1
OG0010307	Em0018g385a	jg18052.t1
OG0010310	Em0010g122a	jg11609.t1
OG0010311	Em0010g1029a	jg12401.t1
OG0010313	Em0018g1162a	jg6776.t1
OG0010314	Em0019g1205a	jg28031.t1
OG0010315	Em0013g1037a	jg2703.t1
OG0010316	Em0018g367a	jg18055.t1
OG0010317	Em0018g289a	jg13727.t1
OG0010318	Em0018g294a	jg13721.t1
OG0010319	Em0018g143a	jg18014.t1
OG0010320	Em0019g946a	jg13321.t1
OG0010321	Em0018g427a	jg6716.t1
OG0010322	Em0020g357a	jg29519.t1
OG0010323	Em0020g120a	jg29634.t1
OG0010324	Em0020g360a	jg29522.t1
OG0010325	Em0003g1300a	jg28253.t1
OG0010326	Em0021g828a, Em0007g222a	jg29524.t1
OG0010327	Em0020g77a	jg29652.t1
OG0010328	Em0019g193a	jg28257.t1
OG0010330	Em0019g194a	jg28250.t1
OG0010331	Em0019g198a	jg28246.t1
OG0010332	Em0020g114a	jg29663.t1
OG0010333	Em0003g518a	jg29649.t1
OG0010334	Em0020g210a	jg29661.t1
OG0010335	Em0013g723a	jg2700.t1
OG0010336	Em0018g35a	jg23074.t1
OG0010337	Em0010g319a	jg11661.t1
OG0010338	Em0001g1427a	jg2697.t1
OG0010339	Em0023g356a	jg10758.t1
OG0010340	Em0018g305a, Em0018g306a	jg18038.t1
OG0010341	Em0019g73a	jg28032.t1
OG0010342	Em0018g291a	jg13726.t1, jg13726.t2
OG0010343	Em0018g295a	jg13720.t1
OG0010344	Em0007g22a	jg28200.t1
OG0010345	Em0009g53a	jg2677.t1
OG0010346	Em0019g917a, Em0246g5a	jg6720.t1
OG0010347	Em0018g1122a	jg13397.t1
OG0010349	Em0020g351a	jg29525.t1
OG0010350	Em0019g740a	jg6718.t1
OG0010351	Em0019g195a	jg28249.t1
OG0010352	Em0020g75a	jg29650.t1
OG0010353	Em0020g218a, Em0020g205a	jg29655.t1
OG0010354	Em0020g113a, Em0003g322a	jg29675.t1
OG0010355	Em0020g116a	jg29665.t1
OG0010357	Em0020g1065a	jg29693.t1
OG0010358	Em0020g1026a	jg29702.t1
OG0010359	Em0019g252a	jg28240.t1
OG0010360	Em0019g650a	jg23481.t1
OG0010361	Em0019g207a	jg28231.t1
OG0010362	Em0019g656a	jg10750.t1
OG0010363	Em0019g832a, Em0019g824a	jg10775.t1
OG0010364	Em0010g1033a, Em0010g1014a	jg4603.t1
OG0010365	Em0020g664a	jg10787.t1
OG0010366	Em0023g75a	jg20795.t1
OG0010367	Em0023g427a	jg18040.t1
OG0010368	Em0008g1213a	jg20790.t1
OG0010369	Em0003g1397a	jg11598.t1
OG0010370	Em0018g236a	jg13702.t1
OG0010372	Em0020g660a	jg29497.t1
OG0010373	Em0398g6a, Em0020g781a	jg29506.t1
OG0010374	Em0018g1153a	jg28627.t1, jg29289.t1
OG0010375	Em0020g452a	jg29517.t1
OG0010376	Em0020g359a	jg29521.t1
OG0010378	Em0018g994a	jg13376.t1
OG0010379	Em0003g484a	jg29648.t1
OG0010380	Em0016g558a	jg28256.t1
OG0010381	Em0020g78a	jg29653.t1
OG0010382	Em0019g199a	jg28251.t1
OG0010383	Em0020g119a	jg29673.t1
OG0010385	Em0018g789a	jg20590.t1
OG0010386	Em0020g1066a	jg29691.t1
OG0010387	Em0023g247a	jg20802.t1
OG0010388	Em0023g226a	jg20730.t1
OG0010389	Em0023g228a	jg20815.t1
OG0010390	Em0023g280a	jg20808.t1
OG0010392	Em0023g58a	jg20752.t1
OG0010394	Em0013g452a	jg2346.t1
OG0010395	Em0008g1115a	jg20792.t1
OG0010396	Em0019g1208a	jg27932.t1
OG0010397	Em0013g536a	jg2743.t1
OG0010398	Em0019g68a	jg28033.t1
OG0010399	Em0023g190a	jg2802.t1
OG0010400	Em0023g227a	jg20813.t1
OG0010401	Em0018g1209a, Em0018g1212a	jg6726.t1
OG0010402	Em0246g6a, Em0019g918a	jg6719.t1
OG0010403	Em0018g1002a	jg13393.t1
OG0010404	Em0005g674a	jg10994.t1
OG0010405	Em0023g67a	jg2745.t1
OG0010406	Em0019g189a	jg28244.t1
OG0010407	Em0002g1697a	jg28229.t1
OG0010409	Em0008g1229a	jg20769.t1
OG0010410	Em0017g301a	jg11051.t1
OG0010411	Em0008g1212a	jg20791.t1
OG0010412	Em0023g115a	jg11062.t1
OG0010413	Em0015g236a	jg14494.t1
OG0010414	Em0008g507a	jg20543.t1
OG0010415	Em0013g493a	jg2351.t1
OG0010416	Em0015g204a	jg25183.t1
OG0010417	Em0015g291a	jg14469.t1
OG0010419	Em0023g706a	jg18484.t1
OG0010420	Em0018g515a	jg11015.t1
OG0010421	Em0023g795a	jg3757.t1
OG0010423	Em0009g54a	jg20701.t1
OG0010424	Em0008g1271a	jg20594.t1
OG0010425	Em0023g537a	jg18420.t1
OG0010429	Em0023g244a	jg20804.t1
OG0010430	Em0015g27a	jg14454.t1
OG0010431	Em0015g708a	jg14488.t1
OG0010432	Em0015g31a	jg13796.t1
OG0010433	Em0002g841a	jg15579.t1, jg10841.t1
OG0010434	Em0015g251a	jg25184.t1
OG0010436	Em0017g286a	jg11036.t1
OG0010438	Em0002g44a	jg11060.t1
OG0010440	Em0006g1565a, Em0106g8a	jg10989.t1
OG0010441	Em0013g534a	jg2744.t1
OG0010442	Em0008g1231a	jg14403.t1
OG0010443	Em0023g896a	jg11524.t1
OG0010444	Em0015g292a	jg14486.t1
OG0010445	Em0023g499a	jg18504.t1
OG0010446	Em0001g1477a	jg25167.t1
OG0010447	Em0022g939a	jg25180.t1
OG0010448	Em0023g505a	jg18492.t1
OG0010449	Em0022g820a	jg25175.t1
OG0010450	Em0006g1557a	jg23085.t1
OG0010451	Em0015g254a	jg25186.t1
OG0010452	Em0016g164a	jg1589.t1
OG0010453	Em0023g500a	jg18477.t1
OG0010454	Em0023g575a	jg3764.t1, jg3763.t1
OG0010455	Em0023g567a	jg3770.t1
OG0010457	Em0017g563a	jg11061.t1
OG0010458	Em0023g557a	jg3789.t1
OG0010459	Em0015g35a	jg14398.t1
OG0010460	Em0023g467a	jg3801.t1
OG0010461	Em0023g694a, Em0023g698a	jg3807.t1
OG0010462	Em0023g566a	jg18421.t1
OG0010463	Em0015g43a	jg14445.t1
OG0010464	Em0023g565a	jg18423.t1
OG0010465	Em0015g250a	jg14439.t1
OG0010466	Em0015g224a	jg14361.t1
OG0010468	Em0015g202a	jg14480.t1
OG0010471	Em0015g1058a	jg23256.t1
OG0010472	Em0023g498a	jg18503.t1
OG0010473	Em0022g934a	jg25171.t1
OG0010475	Em0023g503a	jg18486.t1
OG0010476	Em0015g253a	jg25187.t1
OG0010477	Em0023g501a	jg18481.t1
OG0010478	Em0023g794a	jg3756.t1
OG0010479	Em0015g781a	jg17088.t1
OG0010480	Em0015g78a	jg25160.t1
OG0010482	Em0015g104a	jg11529.t1
OG0010483	Em0015g34a	jg14405.t1
OG0010484	Em0023g476a	jg18428.t1
OG0010485	Em0015g229a, Em0015g213a	jg14366.t1
OG0010486	Em0023g502a	jg18485.t1
OG0010487	Em0023g322a	jg18480.t1
OG0010488	Em0023g577a	jg3761.t1
OG0010489	Em0023g536a	jg18419.t1
OG0010490	Em0019g844a	jg1615.t1, jg1615.t2
OG0010491	Em0023g475a	jg18429.t1
OG0010492	Em0017g562a	jg11059.t1
OG0010494	Em0015g275a, Em0015g282a	jg13793.t1
OG0010495	Em0013g297a	jg2790.t1
OG0010496	Em0010g856a	jg1612.t1
OG0010497	Em0015g694a	jg14492.t1
OG0010499	Em0022g937a	jg25181.t1
OG0010500	Em0013g165a	jg2435.t1
OG0010502	Em0013g94a	jg2799.t1
OG0010503	Em0013g99a, Em0013g97a	jg2741.t1
OG0010505	Em0015g288a	jg14467.t1
OG0010506	Em0015g37a	jg14461.t1
OG0010507	Em0013g103a	jg2768.t2, jg2768.t1
OG0010509	Em0013g275a	jg2761.t1
OG0010510	Em0007g965a	jg11525.t1
OG0010511	Em0011g503a	jg28478.t1
OG0010512	Em0015g223a	jg14360.t1, jg14360.t2
OG0010514	Em0023g487a	jg18499.t1
OG0010515	Em0023g702a, Em0023g696a	jg18482.t1
OG0010516	Em0023g574a	jg3765.t1
OG0010517	Em0019g831a, Em0019g825a	jg28758.t1
OG0010519	Em0020g89a	jg28172.t1
OG0010521	Em0023g560a	jg3793.t1
OG0010522	Em0001g2663a	jg3797.t1
OG0010523	Em0018g985a	jg6745.t1
OG0010524	Em0263g10a	jg3802.t1
OG0010525	Em0023g434a	jg18427.t1
OG0010526	Em0013g718a	jg2267.t1
OG0010527	Em0013g715a	jg2410.t1
OG0010528	Em0014g711a	jg8107.t1
OG0010529	Em0013g296a, Em0013g298a	jg2789.t1
OG0010530	Em0001g3779a	jg9101.t1
OG0010531	Em0013g356a	jg2786.t1
OG0010532	Em0013g373a	jg2728.t1
OG0010533	Em0005g1150a	jg2732.t1
OG0010534	Em0021g887a	jg15820.t1
OG0010535	Em0021g614a	jg16811.t1
OG0010536	Em0013g330a	jg2342.t1
OG0010537	Em0021g588a	jg15895.t1
OG0010538	Em0013g110a	jg2442.t1
OG0010539	Em0004g1559a	jg6879.t1
OG0010541	Em0018g514a	jg13367.t1
OG0010543	Em0013g379a	jg2724.t1
OG0010544	Em0017g487a	jg2330.t1
OG0010545	Em0022g742a	jg29106.t1
OG0010546	Em0019g1203a	jg28080.t1
OG0010548	Em0019g354a	jg28096.t1
OG0010549	Em0019g1177a	jg28114.t1
OG0010550	Em0010g749a	jg1587.t1
OG0010551	Em0018g686a	jg28178.t1
OG0010552	Em0013g374a	jg2727.t1
OG0010554	Em0022g62a	jg17894.t1
OG0010555	Em0018g991a	jg6739.t1, jg6738.t1
OG0010556	Em0013g286a, Em0013g308a	jg2673.t1
OG0010557	Em0013g1049a	jg2667.t1
OG0010558	Em0013g246a	jg2770.t1
OG0010559	Em0013g734a	jg2316.t1
OG0010560	Em0013g14a	jg2458.t1
OG0010561	Em0010g382a, Em0010g406a	jg28483.t1
OG0010562	Em0019g598a	jg28475.t1
OG0010563	Em0013g109a	jg2444.t1
OG0010565	Em0013g170a	jg2439.t2, jg2439.t1
OG0010566	Em0014g246a	jg8108.t1
OG0010567	Em0019g121a, Em0019g123a	jg28266.t1
OG0010568	Em0013g92a	jg2798.t1
OG0010569	Em0013g106a	jg2369.t1
OG0010570	Em0022g512a	jg4138.t1
OG0010572	Em0013g355a	jg2668.t1
OG0010574	Em0017g589a	jg12605.t1, jg9058.t1
OG0010575	Em0021g589a	jg16804.t1
OG0010576	Em0001g928a	jg9086.t1
OG0010577	Em0022g522a, Em0022g523a	jg29170.t1
OG0010578	Em0016g987a	jg28482.t1
OG0010579	Em0001g3730a	jg9088.t1
OG0010580	Em0001g3616a	jg9095.t1
OG0010581	Em0786g9a	jg1227.t1, jg8658.t1
OG0010582	Em0016g582a	jg9104.t1, jg21981.t1
OG0010583	Em0019g744a	jg28168.t1
OG0010584	Em0019g813a	jg13342.t1
OG0010585	Em0004g1578a	jg6880.t1
OG0010586	Em0018g1055a	jg28183.t1
OG0010587	Em0019g584a	jg13326.t1
OG0010588	Em0008g979a	jg20629.t1
OG0010589	Em0019g64a, Em0019g62a	jg28088.t1
OG0010591	Em0020g655a	jg26707.t1
OG0010593	Em0018g997a	jg28214.t1
OG0010594	Em0019g113a, Em0551g5a	jg7106.t1
OG0010598	Em0021g587a	jg15897.t1
OG0010600	Em0022g33a	jg17911.t1
OG0010601	Em0022g45a, Em0022g49a	jg17897.t1
OG0010602	Em0005g1143a	jg8269.t1
OG0010603	Em0022g569a	jg331.t1, jg17864.t1
OG0010604	Em0021g585a	jg15896.t1
OG0010606	Em0004g1580a	jg6882.t1
OG0010607	Em0022g249a	jg4755.t1
OG0010608	Em0004g956a	jg7121.t1
OG0010610	Em0004g19a	jg7127.t1
OG0010611	Em0013g158a	jg8320.t1
OG0010612	Em0021g364a	jg8501.t1
OG0010613	Em0004g1356a	jg29076.t1
OG0010614	Em0013g360a	jg2781.t1
OG0010615	Em0021g936a	jg3690.t1
OG0010616	Em0004g1560a	jg7144.t1
OG0010618	Em0002g578a	jg8406.t1
OG0010619	Em0013g138a	jg2639.t1
OG0010620	Em0013g824a	jg27199.t1
OG0010621	Em0022g209a	jg29110.t1
OG0010622	Em0023g35a	jg1226.t1, jg8657.t1
OG0010623	Em0023g29a	jg20661.t1
OG0010624	Em0023g116a	jg22629.t1
OG0010626	Em0008g1126a	jg20632.t1
OG0010627	Em0009g1024a	jg17890.t1
OG0010628	Em0019g623a	jg4118.t1
OG0010629	Em0008g1007a	jg20620.t1
OG0010630	Em0013g278a	jg2766.t1
OG0010632	Em0022g245a	jg27237.t1, jg4759.t1
OG0010633	Em0019g599a	jg28476.t1
OG0010634	Em0019g118a	jg28467.t1
OG0010635	Em0022g61a	jg17895.t1, jg30256.t1
OG0010636	Em0019g120a	jg28267.t1
OG0010637	Em0022g554a	jg29153.t1
OG0010638	Em0258g2a, Em0258g11a	jg13360.t1
OG0010639	Em0022g182a	jg29150.t1
OG0010641	Em0022g122a	jg28933.t2
OG0010642	Em0019g583a	jg13328.t1
OG0010643	Em0019g1181a	jg28067.t1
OG0010644	Em0022g563a	jg4139.t1
OG0010645	Em0019g742a, Em0019g743a	jg28167.t1
OG0010646	Em0022g201a	jg28971.t1
OG0010647	Em0018g1033a, Em0018g1070a	jg28179.t1
OG0010649	Em0023g353a	jg20694.t1
OG0010651	Em0018g992a	jg6737.t1
OG0010652	Em0013g120a	jg2520.t1
OG0010653	Em0008g1013a	jg20622.t1
OG0010654	Em0012g177a	jg27216.t1
OG0010655	Em0018g998a	jg28213.t1
OG0010656	Em0013g816a	jg2551.t1
OG0010657	Em0023g354a	jg20695.t1
OG0010658	Em0011g827a	jg2563.t1
OG0010659	Em0021g262a, Em0021g261a	jg8482.t1
OG0010660	Em0021g300a	jg8403.t1
OG0010661	Em0010g178a	jg25966.t1
OG0010662	Em0008g604a	jg20838.t1
OG0010663	Em0013g190a	jg8412.t1
OG0010664	Em0021g420a	jg7287.t1
OG0010665	Em0017g943a	jg19406.t1
OG0010666	Em0008g344a	jg7913.t1
OG0010667	Em0004g1577a	jg6881.t1
OG0010668	Em0004g1514a, Em0065g22a	jg7150.t1
OG0010669	Em0004g795a	jg7050.t1
OG0010670	Em0012g103a	jg8267.t1
OG0010671	Em0022g315a	jg4047.t1
OG0010672	Em0021g86a	jg1485.t1
OG0010673	Em0010g679a, Em0012g181a	jg27220.t1
OG0010674	Em0021g666a	jg3696.t1
OG0010676	Em0012g419a	jg1285.t1, jg12910.t1
OG0010678	Em0012g180a	jg27218.t1, jg27219.t1
OG0010679	Em0021g164a	jg3723.t1
OG0010680	Em0021g315a	jg8409.t1
OG0010681	Em0011g519a	jg8413.t1
OG0010682	Em0004g41a	jg6914.t1
OG0010683	Em0004g37a	jg6909.t2, jg6909.t1
OG0010684	Em0019g995a	jg3433.t1
OG0010686	Em0004g58a	jg6898.t1
OG0010688	Em0004g150a	jg6893.t1
OG0010689	Em0021g341a	jg8401.t1
OG0010690	Em0013g52a	jg8333.t1
OG0010691	Em0009g168a	jg8385.t1
OG0010692	Em0012g1095a	jg2304.t1
OG0010694	Em0021g829a	jg15798.t1
OG0010695	Em0013g849a	jg8371.t1
OG0010696	Em0021g835a	jg15794.t1
OG0010697	Em0022g650a	jg29148.t1
OG0010698	Em0013g123a	jg2547.t1
OG0010699	Em0003g327a	jg12202.t1
OG0010702	Em0022g526a	jg29174.t1
OG0010703	Em0022g314a	jg4044.t1
OG0010704	Em0013g830a	jg2684.t1
OG0010705	Em0774g1a, Em0003g1426a	jg15980.t1
OG0010707	Em0004g97a	jg20662.t1
OG0010708	Em0014g571a	jg25959.t1
OG0010710	Em0004g686a, Em0004g685a	jg7058.t1
OG0010711	Em0023g350a	jg20693.t1
OG0010712	Em0008g1125a	jg20631.t1
OG0010713	Em0012g1097a	jg2474.t2, jg2474.t1
OG0010714	Em0012g1085a	jg2301.t1
OG0010715	Em0001g233a	jg19456.t1
OG0010716	Em0014g152a	jg7133.t1
OG0010717	Em0008g1066a	jg25945.t1, jg25946.t1
OG0010718	Em0013g846a	jg2530.t1
OG0010719	Em0832g1a	jg2510.t1
OG0010720	Em0013g173a	jg2514.t1
OG0010721	Em0004g40a	jg6913.t1
OG0010722	Em0013g125a	jg2531.t1
OG0010723	Em0013g822a	jg2554.t1
OG0010724	Em0013g985a	jg2561.t1
OG0010725	Em0021g306a	jg27168.t1
OG0010726	Em0004g63a	jg6901.t1
OG0010727	Em0013g115a	jg2545.t1
OG0010728	Em0004g149a	jg6892.t1
OG0010730	Em0021g295a	jg8514.t1
OG0010731	Em0004g156a	jg7161.t1
OG0010732	Em0021g660a	jg12275.t1
OG0010733	Em0021g948a, Em0021g962a	jg15805.t1
OG0010734	Em0024g137a	jg2608.t1
OG0010735	Em0013g890a	jg2590.t1
OG0010736	Em0021g830a	jg15797.t1
OG0010737	Em0021g855a, Em0395g2a	jg15789.t1
OG0010738	Em0001g2416a	jg21682.t1
OG0010739	Em0004g634a	jg7060.t1
OG0010740	Em0013g157a	jg8323.t1
OG0010741	Em0021g303a	jg8530.t1
OG0010742	Em0013g1092a	jg2686.t1
OG0010743	Em0021g304a	jg8503.t1
OG0010744	Em0004g1708a	jg7141.t1
OG0010745	Em0001g3686a	jg18898.t1
OG0010746	Em0001g3612a	jg18893.t1
OG0010747	Em0004g648a	jg7056.t1
OG0010748	Em0023g305a	jg7187.t1
OG0010749	Em0004g376a	jg7064.t1
OG0010750	Em0004g157a	jg7069.t1
OG0010751	Em0012g665a, Em0012g672a	jg27202.t1
OG0010753	Em0004g38a	jg6911.t1
OG0010754	Em0004g11a	jg6905.t1
OG0010755	Em0004g1421a, Em0004g1460a	jg7077.t1
OG0010756	Em0004g926a	jg7116.t1
OG0010757	Em0004g937a	jg7120.t1
OG0010758	Em0021g831a	jg15796.t1
OG0010759	Em0004g144a	jg6888.t1
OG0010760	Em0001g1628a	jg18950.t1
OG0010761	Em0021g864a, Em0192g12a	jg15853.t1
OG0010762	Em0004g44a	jg7160.t1
OG0010763	Em0021g662a	jg12273.t1
OG0010764	Em0192g1a, Em0021g877a	jg15810.t1
OG0010765	Em0021g816a	jg15806.t1
OG0010766	Em0014g11a	jg12308.t1
OG0010767	Em0001g3380a	jg18976.t1
OG0010768	Em0028g8a	jg19113.t1
OG0010769	Em0021g978a	jg15844.t1, jg15842.t1
OG0010770	Em0021g52a, Em0021g47a	jg12227.t1
OG0010771	Em0012g1098a	jg2473.t1
OG0010772	Em0001g1567a	jg18854.t1
OG0010774	Em0012g1043a	jg2310.t1
OG0010775	Em0001g2417a	jg21683.t1
OG0010776	Em0013g176a	jg2496.t1
OG0010777	Em0001g3820a	jg19005.t1
OG0010778	Em0001g1953a	jg18918.t1
OG0010780	Em0001g1910a	jg18819.t1
OG0010781	Em0001g2141a	jg18823.t1
OG0010782	Em0006g598a, Em0006g584a	jg19150.t1
OG0010783	Em0001g789a	jg18861.t1
OG0010785	Em0004g22a	jg7180.t1
OG0010786	Em0001g3426a	jg18977.t1
OG0010787	Em0004g635a	jg7059.t1
OG0010789	Em0002g29a	jg19455.t1
OG0010790	Em0015g953a	jg19008.t1
OG0010792	Em0018g1120a	jg18906.t1
OG0010793	Em0001g617a	jg18900.t1
OG0010794	Em0001g3614a	jg18895.t1
OG0010795	Em0004g382a	jg7074.t1
OG0010796	Em0005g1649a	jg24256.t1
OG0010797	Em0007g982a	jg7114.t1
OG0010798	Em0015g1266a	jg21685.t1
OG0010800	Em0004g62a	jg6900.t1
OG0010801	Em0001g1246a	jg18907.t1
OG0010802	Em0001g3611a	jg18894.t1
OG0010803	Em0001g263a	jg18921.t1
OG0010804	Em0004g181a	jg7162.t1
OG0010806	Em0021g854a, Em0395g3a	jg15788.t1
