Orthogroup	Ephydatia_Emu_v1_prots	Human_UP000005640_9606
OG0009244	Em0022g414a	sp|Q9NZL9|MAT2B_HUMAN
OG0009245	Em0004g1386a	sp|Q53HC9|EIPR1_HUMAN
OG0009247	Em0009g1122a	sp|Q96L92|SNX27_HUMAN
OG0009250	Em0005g1446a	sp|Q99470|SDF2_HUMAN
OG0009251	Em0011g33a	sp|Q96GM8|TOE1_HUMAN
OG0009253	Em0012g1092a	sp|Q99615|DNJC7_HUMAN
OG0009254	Em0011g60a	sp|Q9NQI0|DDX4_HUMAN
OG0009256	Em0006g647a	sp|Q9UHR6|ZNHI2_HUMAN
OG0009258	Em0009g1121a	sp|O95478|NSA2_HUMAN
OG0009259	Em0005g1447a	sp|Q9Y4P9|SPEF1_HUMAN
OG0009260	Em0005g1268a	sp|Q15084|PDIA6_HUMAN
OG0009263	Em0022g605a	sp|Q9NRD0|FBX8_HUMAN
OG0009264	Em0022g339a	sp|O43766|LIAS_HUMAN
OG0009265	Em0022g338a	sp|Q8IW40|CC103_HUMAN
OG0009267	Em0021g245a	sp|X6R8D5|GUCNB_HUMAN
OG0009270	Em0012g1091a	sp|Q9P2G1|AKIB1_HUMAN
OG0009271	Em0015g309a	sp|Q96I76|GPTC3_HUMAN
OG0009273	Em0022g175a	sp|O14972|VP26C_HUMAN
OG0009274	Em0021g225a	sp|Q9Y5L0|TNPO3_HUMAN
OG0009275	Em0022g222a	sp|P51151|RAB9A_HUMAN
OG0009279	Em0006g1247a	sp|Q03154|ACY1_HUMAN
OG0009280	Em0020g640a	sp|Q9BRS2|RIOK1_HUMAN
OG0009281	Em0015g1033a	sp|O43502|RA51C_HUMAN
OG0009285	Em0005g85a	sp|P38606|VATA_HUMAN
OG0009286	Em0022g317a	sp|Q05086|UBE3A_HUMAN
OG0009288	Em0012g1090a	sp|Q3SYG4|PTHB1_HUMAN
OG0009289	Em0016g1044a	sp|Q9BQ67|GRWD1_HUMAN
OG0009292	Em0388g3a	sp|P82921|RT21_HUMAN
OG0009293	Em0021g402a	sp|P30291|WEE1_HUMAN
OG0009294	Em0004g929a	sp|Q9P0R6|GSKIP_HUMAN
OG0009295	Em0021g226a	sp|P62304|RUXE_HUMAN
OG0009300	Em0015g553a	sp|P52306|GDS1_HUMAN
OG0009301	Em0022g326a	sp|Q9UG01|IF172_HUMAN
OG0009305	Em0022g346a	sp|Q16134|ETFD_HUMAN
OG0009306	Em0013g848a	sp|O95926|SYF2_HUMAN
OG0009308	Em0012g482a	sp|Q9BRG1|VPS25_HUMAN
OG0009309	Em0016g552a	sp|Q8NDI1|EHBP1_HUMAN
OG0009311	Em0012g1042a	sp|Q8N3R9|PALS1_HUMAN
OG0009312	Em0016g1025a	sp|O75616|ERAL1_HUMAN
OG0009314	Em0016g1104a	sp|Q9NZ63|TLS1_HUMAN
OG0009315	Em0004g96a	sp|P53007|TXTP_HUMAN
OG0009316	Em0004g1350a	sp|P49589|SYCC_HUMAN
OG0009319	Em0012g1064a	sp|Q14139|UBE4A_HUMAN
OG0009321	Em0016g518a	sp|Q86WA9|S2611_HUMAN
OG0009322	Em0023g33a	sp|Q9NX31|OSER1_HUMAN
OG0009323	Em0023g59a	sp|Q86YT6|MIB1_HUMAN
OG0009324	Em0158g2a	sp|Q5I0G3|MDH1B_HUMAN
OG0009325	Em0012g1067a	sp|Q8N594|MPND_HUMAN
OG0009326	Em0023g568a	sp|Q86U90|YRDC_HUMAN
OG0009331	Em0022g728a	sp|Q13630|FCL_HUMAN
OG0009332	Em0014g39a	sp|Q14118|DAG1_HUMAN
OG0009334	Em0014g21a	sp|Q9H2K0|IF3M_HUMAN
OG0009335	Em0021g759a	sp|O75352|MPU1_HUMAN
OG0009336	Em0015g1008a	sp|Q9H773|DCTP1_HUMAN
OG0009338	Em0004g83a	sp|Q969S3|ZN622_HUMAN
OG0009339	Em0015g48a	sp|Q99871|HAUS7_HUMAN
OG0009340	Em0004g95a	sp|Q9P2W1|HOP2_HUMAN
OG0009341	Em0015g33a	sp|O15254|ACOX3_HUMAN
OG0009342	Em0015g691a	sp|O00170|AIP_HUMAN
OG0009343	Em0015g1186a	sp|P22059|OSBP1_HUMAN
OG0009344	Em0004g14a	sp|Q709F0|ACD11_HUMAN
OG0009345	Em0008g1060a	sp|Q15435|PP1R7_HUMAN
OG0009346	Em0023g82a	sp|Q9NX62|IMPA3_HUMAN
OG0009347	Em0008g1166a	sp|Q9BZE2|PUS3_HUMAN
OG0009348	Em0011g791a	sp|Q13126|MTAP_HUMAN
OG0009352	Em0016g551a	sp|P61106|RAB14_HUMAN
OG0009354	Em0015g762a	sp|P62072|TIM10_HUMAN
OG0009355	Em0016g550a	sp|O95295|SNAPN_HUMAN
OG0009356	Em0016g522a	sp|Q13751|LAMB3_HUMAN
OG0009357	Em0015g1240a, Em0015g1217a	sp|O94972|TRI37_HUMAN
OG0009358	Em0007g250a	sp|Q9NZZ3|CHMP5_HUMAN
OG0009360	Em0011g1049a	sp|Q5RL73|RBM48_HUMAN
OG0009361	Em0023g30a	sp|Q5VTT2|CI135_HUMAN
OG0009362	Em0022g698a	sp|Q5T4D3|TMTC4_HUMAN
OG0009363	Em0008g60a	sp|Q01658|NC2B_HUMAN
OG0009364	Em0008g913a	sp|Q96CU9|FXRD1_HUMAN
OG0009365	Em0004g70a	sp|Q9H9Y6|RPA2_HUMAN
OG0009366	Em0004g1359a	sp|Q8NDC4|MORN4_HUMAN
OG0009367	Em0004g1369a	sp|O15527|OGG1_HUMAN
OG0009368	Em0021g552a	sp|O75191|XYLB_HUMAN
OG0009371	Em0011g784a	sp|Q9BT30|ALKB7_HUMAN
OG0009372	Em0011g785a	sp|Q96MR6|CFA57_HUMAN
OG0009373	Em0011g787a	sp|Q9Y6M9|NDUB9_HUMAN
OG0009374	Em0021g758a	sp|Q8WXG6|MADD_HUMAN
OG0009375	Em0015g49a	sp|P21359|NF1_HUMAN
OG0009376	Em0015g32a	sp|Q5SRE7|PHYD1_HUMAN
OG0009377	Em0015g676a	sp|Q9Y4P3|TBL2_HUMAN
OG0009378	Em0015g674a	sp|Q8IY31|IFT20_HUMAN
OG0009379	Em0023g34a	sp|O00560|SDCB1_HUMAN
OG0009380	Em0023g86a	sp|Q13347|EIF3I_HUMAN
OG0009381	Em0008g99a	sp|P47756|CAPZB_HUMAN
OG0009382	Em0019g955a	sp|O75431|MTX2_HUMAN
OG0009383	Em0007g154a	sp|Q9Y2G5|OFUT2_HUMAN
OG0009386	Em0009g186a	sp|Q8NG48|LINES_HUMAN
OG0009388	Em0009g1233a	sp|Q7Z4H7|HAUS6_HUMAN
OG0009389	Em0002g191a	sp|Q8WXG1|RSAD2_HUMAN
OG0009390	Em0011g1053a	sp|Q9NRY2|SOSSC_HUMAN
OG0009393	Em0012g725a	sp|Q96EZ8|MCRS1_HUMAN
OG0009394	Em0011g854a	sp|Q16774|KGUA_HUMAN
OG0009397	Em0011g1025a	sp|Q9Y3C5|RNF11_HUMAN
OG0009398	Em0011g1050a	sp|Q15831|STK11_HUMAN
OG0009399	Em0009g188a	sp|Q92521|PIGB_HUMAN
OG0009403	Em0012g485a	sp|Q5T2S8|ODAD2_HUMAN
OG0009404	Em0012g489a	sp|Q8WV83|S35F5_HUMAN
OG0009405	Em0012g719a	sp|Q7Z7C8|TAF8_HUMAN
OG0009408	Em0009g187a	sp|Q7L014|DDX46_HUMAN
OG0009409	Em0020g921a	sp|O43464|HTRA2_HUMAN
OG0009410	Em0020g916a	sp|Q96FZ7|CHMP6_HUMAN
OG0009411	Em0011g749a	sp|Q9Y2P8|RCL1_HUMAN
OG0009414	Em0019g1041a	sp|P33992|MCM5_HUMAN
OG0009415	Em0009g185a	sp|Q7L5Y6|DET1_HUMAN
OG0009416	Em0009g1236a	sp|Q09161|NCBP1_HUMAN
OG0009419	Em0020g51a	sp|Q13442|HAP28_HUMAN
OG0009420	Em0004g359a	sp|Q6ZV70|LANC3_HUMAN
OG0009421	Em0020g918a	sp|Q6PJ21|SPSB3_HUMAN
OG0009422	Em0022g307a	sp|Q8NEY3|SPAT4_HUMAN
OG0009423	Em0012g720a	sp|Q99627|CSN8_HUMAN
OG0009424	Em0019g546a	sp|Q9NUG6|PDRG1_HUMAN
OG0009425	Em0019g647a	sp|A6NEE1|PLHD1_HUMAN
OG0009426	Em0020g920a	sp|Q15022|SUZ12_HUMAN
OG0009427	Em0008g1059a	sp|Q9NQZ2|SAS10_HUMAN
OG0009428	Em0019g810a	sp|O95159|ZFPL1_HUMAN
OG0009429	Em0019g314a	sp|Q9P021|CRIPT_HUMAN
OG0009431	Em0003g38a	sp|Q9UII2|ATIF1_HUMAN
OG0009432	Em0020g1054a	sp|P17152|TMM11_HUMAN
OG0009433	Em0020g1057a	sp|Q8N5M1|ATPF2_HUMAN
OG0009435	Em0020g1051a	sp|P14854|CX6B1_HUMAN
OG0009437	Em0020g50a	sp|Q96QE3|ATAD5_HUMAN
OG0009438	Em0020g183a	sp|Q9BTW9|TBCD_HUMAN
OG0009439	Em0020g922a	sp|P10644|KAP0_HUMAN
OG0009440	Em0014g785a	sp|Q02252|MMSA_HUMAN
OG0009441	Em0020g1050a	sp|Q96PV6|LENG8_HUMAN
OG0009443	Em0020g52a	sp|O95639|CPSF4_HUMAN
OG0009446	Em0020g919a	sp|P0C870|JMJD7_HUMAN
OG0009447	Em0019g543a	sp|P31948|STIP1_HUMAN
OG0009449	Em0003g44a	sp|Q9NS93|TM7S3_HUMAN
OG0009451	Em0019g717a	sp|O60232|ZNRD2_HUMAN
OG0009452	Em0019g545a	sp|P27448|MARK3_HUMAN
OG0009453	Em0003g317a	sp|Q9H0A0|NAT10_HUMAN
OG0009454	Em0016g881a	sp|Q9NSE4|SYIM_HUMAN
OG0009455	Em0019g328a	sp|Q96MC2|DRC1_HUMAN
OG0009456	Em0019g332a	sp|Q9H307|PININ_HUMAN
OG0009457	Em0007g30a	sp|Q9NQ48|LZTL1_HUMAN
OG0009458	Em0019g1053a	sp|Q9NQT4|EXOS5_HUMAN
OG0009459	Em0003g211a	sp|P78344|IF4G2_HUMAN
OG0009460	Em0022g205a	sp|Q13418|ILK_HUMAN
OG0009461	Em0019g718a	sp|Q9H0J4|QRIC2_HUMAN
OG0009462	Em0003g320a	sp|P11172|UMPS_HUMAN
OG0009464	Em0015g79a	sp|Q9Y3D9|RT23_HUMAN
OG0009467	Em0022g358a	sp|Q86SX6|GLRX5_HUMAN
OG0009468	Em0014g832a	sp|P51955|NEK2_HUMAN
OG0009469	Em1424g1a	sp|Q9NQC8|IFT46_HUMAN
OG0009470	Em0018g154a	sp|P13498|CY24A_HUMAN
OG0009471	Em0018g188a	sp|P43307|SSRA_HUMAN
OG0009472	Em0003g40a	sp|Q6IPR1|ETFR1_HUMAN
OG0009473	Em0003g191a	sp|Q8IZU3|SYCP3_HUMAN
OG0009474	Em0018g187a	sp|Q96BZ8|LENG1_HUMAN
OG0009475	Em0019g875a	sp|Q8IY82|DRC7_HUMAN
OG0009477	Em0003g1361a	sp|Q96ER3|SAAL1_HUMAN
OG0009478	Em0005g1484a	sp|P35914|HMGCL_HUMAN
OG0009480	Em0023g64a	sp|O95954|FTCD_HUMAN
OG0009481	Em0003g269a	sp|O14841|OPLA_HUMAN
OG0009483	Em0015g610a	sp|Q14CX7|NAA25_HUMAN
OG0009484	Em0016g569a	sp|P46782|RS5_HUMAN
OG0009486	Em0011g157a	sp|Q8N9Q2|SR1IP_HUMAN
OG0009487	Em0022g197a	sp|O94762|RECQ5_HUMAN
OG0009488	Em0022g191a	sp|Q9HD15|SRA1_HUMAN
OG0009489	Em0016g882a	sp|P62699|YPEL5_HUMAN
OG0009490	Em0003g318a	sp|Q9BXF3|CECR2_HUMAN
OG0009493	Em0022g359a	sp|P20933|ASPG_HUMAN
OG0009494	Em0019g178a	sp|Q86X10|RLGPB_HUMAN
OG0009495	Em0005g1540a	sp|P48506|GSH1_HUMAN
OG0009498	Em0018g184a	sp|O75489|NDUS3_HUMAN
OG0009499	Em0019g874a	sp|O15315|RA51B_HUMAN
OG0009500	Em0021g906a	sp|Q9Y3C1|NOP16_HUMAN
OG0009501	Em0005g1379a	sp|P05386|RLA1_HUMAN
OG0009503	Em0016g1087a	sp|Q6PF06|TM10B_HUMAN
OG0009504	Em0005g1669a	sp|Q7Z4H3|HDDC2_HUMAN
OG0009505	Em0005g1262a	sp|Q9H2A2|AL8A1_HUMAN
OG0009506	Em0011g644a	sp|Q8N371|KDM8_HUMAN
OG0009507	Em0018g598a	sp|Q2VPK5|CTU2_HUMAN
OG0009508	Em0011g156a	sp|P11182|ODB2_HUMAN
OG0009509	Em0011g230a	sp|Q9BQ61|TRIR_HUMAN
OG0009510	Em0018g183a	sp|Q9Y5B0|CTDP1_HUMAN
OG0009511	Em0016g557a	sp|Q9Y263|PLAP_HUMAN
OG0009513	Em0019g144a	sp|P63098|CANB1_HUMAN
OG0009515	Em0019g176a	sp|Q86UY6|NAA40_HUMAN
OG0009516	Em0019g142a	sp|Q86TW2|ADCK1_HUMAN
OG0009517	Em0019g184a	sp|Q5T6L9|EMARD_HUMAN
OG0009518	Em0019g190a	sp|P25788|PSA3_HUMAN
OG0009519	Em0015g137a	sp|P40937|RFC5_HUMAN
OG0009521	Em0015g611a	sp|Q6NW29|RWDD4_HUMAN
OG0009522	Em0015g561a	sp|Q8IZ69|TRM2A_HUMAN
OG0009523	Em0023g792a	sp|Q99567|NUP88_HUMAN
OG0009524	Em0019g180a	sp|Q8WVM8|SCFD1_HUMAN
OG0009525	Em0019g181a	sp|Q8TBA6|GOGA5_HUMAN
OG0009527	Em0019g186a	sp|Q9HCC0|MCCB_HUMAN
OG0009528	Em0019g244a	sp|Q6ZNW5|GDPP1_HUMAN
OG0009529	Em0016g1137a	sp|P43155|CACP_HUMAN
OG0009530	Em0019g238a	sp|Q86TJ2|TAD2B_HUMAN
OG0009531	Em0004g1360a	sp|Q8TC29|ENKUR_HUMAN
OG0009532	Em0014g585a	sp|Q8N6Q8|MET25_HUMAN
OG0009534	Em0019g152a	sp|Q96Q07|BTBD9_HUMAN
OG0009535	Em0021g379a	sp|Q7KZF4|SND1_HUMAN
OG0009536	Em0019g177a	sp|O00221|IKBE_HUMAN
OG0009537	Em0019g185a	sp|P40925|MDHC_HUMAN
OG0009538	Em0016g917a	sp|Q92504|S39A7_HUMAN
OG0009539	Em0019g187a	sp|Q9ULG1|INO80_HUMAN
OG0009541	Em0019g1210a	sp|Q9NQ50|RM40_HUMAN
OG0009542	Em0011g511a	sp|Q6YN16|HSDL2_HUMAN
OG0009543	Em0019g143a	sp|Q14697|GANAB_HUMAN
OG0009544	Em0021g217a	sp|Q68CP9|ARID2_HUMAN
OG0009545	Em0019g183a	sp|Q9Y3B7|RM11_HUMAN
OG0009546	Em0019g246a	sp|P55316|FOXG1_HUMAN
OG0009548	Em0021g635a	sp|Q6GTS8|P20D1_HUMAN
OG0009551	Em0015g1290a	sp|Q9BWT6|MND1_HUMAN
OG0009552	Em0015g1268a	sp|Q15047|SETB1_HUMAN
OG0009554	Em0015g775a	sp|Q9Y3E5|PTH2_HUMAN
OG0009559	Em0021g393a	sp|Q9BQA1|MEP50_HUMAN
OG0009560	Em0005g87a	sp|Q01433|AMPD2_HUMAN
OG0009562	Em0016g111a	sp|O15212|PFD6_HUMAN
OG0009563	Em0019g245a	sp|Q32P41|TRM5_HUMAN
OG0009564	Em0019g237a	sp|Q8IYT3|CC170_HUMAN
OG0009566	Em0019g1180a	sp|A5D8W1|CFA69_HUMAN
OG0009568	Em0015g1259a	sp|Q9Y4D8|HECD4_HUMAN
OG0009569	Em0011g293a	sp|Q6UVJ0|SAS6_HUMAN
OG0009571	Em0018g375a	sp|Q7KZN9|COX15_HUMAN
OG0009574	Em0006g862a	sp|Q9BRN9|TM2D3_HUMAN
OG0009575	Em0016g149a	sp|Q15528|MED22_HUMAN
OG0009577	Em0016g152a	sp|A6PVS8|LRIQ3_HUMAN
OG0009578	Em0018g1110a	sp|Q02127|PYRD_HUMAN
OG0009579	Em0006g1224a	sp|Q9H5F2|CK001_HUMAN
OG0009583	Em0011g322a	sp|Q9NTM9|CUTC_HUMAN
OG0009585	Em0008g572a	sp|O00400|ACATN_HUMAN
OG0009586	Em0016g110a	sp|Q15526|SURF1_HUMAN
OG0009588	Em0015g1271a	sp|Q9Y295|DRG1_HUMAN
OG0009590	Em0015g512a	sp|Q8IWL3|HSC20_HUMAN
OG0009591	Em0016g29a	sp|P49366|DHYS_HUMAN
OG0009593	Em0015g774a	sp|Q5VYX0|RNLS_HUMAN
OG0009594	Em1360g1a	sp|Q9Y5K5|UCHL5_HUMAN
OG0009599	Em0016g113a	sp|Q63HM1|KFA_HUMAN
OG0009601	Em0016g150a	sp|P62424|RL7A_HUMAN
OG0009604	Em0016g12a	sp|Q9Y5Q8|TF3C5_HUMAN
OG0009606	Em0022g225a	sp|P15374|UCHL3_HUMAN
OG0009607	Em0016g392a	sp|Q9Y676|RT18B_HUMAN
OG0009608	Em0022g648a	sp|O15294|OGT1_HUMAN
OG0009609	Em0016g422a	sp|Q4AE62|GTDC1_HUMAN
OG0009610	Em0008g1121a	sp|Q8IZ02|LRC34_HUMAN
OG0009611	Em0006g1163a	sp|Q5UAW9|GP157_HUMAN
OG0009613	Em0011g494a	sp|O95602|RPA1_HUMAN
OG0009615	Em0008g53a	sp|Q04446|GLGB_HUMAN
OG0009616	Em0021g137a	sp|Q9P013|CWC15_HUMAN
OG0009617	Em0023g112a	sp|Q6UW68|TM205_HUMAN
OG0009618	Em0011g313a	sp|Q9UNQ2|DIM1_HUMAN
OG0009620	Em0008g972a	sp|Q8N2Z9|CENPS_HUMAN
OG0009621	Em0023g321a	sp|P11717|MPRI_HUMAN
OG0009622	Em0022g217a	sp|Q01664|TFAP4_HUMAN
OG0009624	Em0020g571a	sp|Q9BQ95|ECSIT_HUMAN
OG0009625	Em0020g638a	sp|P0CW27|CC166_HUMAN
OG0009626	Em0020g643a	sp|O96015|DNAL4_HUMAN
OG0009627	Em0020g181a	sp|Q15080|NCF4_HUMAN
OG0009628	Em0020g843a	sp|Q96H35|RBM18_HUMAN
OG0009629	Em0008g971a	sp|P35606|COPB2_HUMAN
OG0009631	Em0013g1125a	sp|Q6MZP7|LIN54_HUMAN
OG0009632	Em0008g1130a	sp|Q9H501|ESF1_HUMAN
OG0009635	Em0002g205a	sp|A7E2U8|CD047_HUMAN
OG0009639	Em0020g499a	sp|Q16763|UBE2S_HUMAN
OG0009640	Em0020g567a	sp|O43325|LYRM1_HUMAN
OG0009641	Em0020g566a	sp|P22570|ADRO_HUMAN
OG0009643	Em0005g1163a	sp|Q14160|SCRIB_HUMAN
OG0009644	Em0005g1200a	sp|Q9BRX8|PXL2A_HUMAN
OG0009646	Em0020g841a	sp|Q9UHB9|SRP68_HUMAN
OG0009648	Em0006g618a	sp|Q8WYR4|RSPH1_HUMAN
OG0009652	Em0020g603a	sp|Q86UK7|ZN598_HUMAN
OG0009653	Em0020g642a	sp|Q8N8Q3|ENDOV_HUMAN
OG0009654	Em0023g352a	sp|Q8WV22|NSE1_HUMAN
OG0009656	Em0020g842a	sp|Q9H1B5|XYLT2_HUMAN
OG0009657	Em0009g602a	sp|Q8N1B3|CCNQ_HUMAN
OG0009658	Em0020g553a	sp|Q13472|TOP3A_HUMAN
OG0009659	Em0009g1111a	sp|Q86VS3|IQCH_HUMAN
OG0009662	Em0006g620a	sp|Q9NW08|RPC2_HUMAN
OG0009663	Em0020g637a	sp|Q9NVT9|ARMC1_HUMAN
OG0009666	Em0005g1166a	sp|Q8N3Y7|RDHE2_HUMAN
OG0009669	Em0009g814a	sp|Q86WQ0|NR2CA_HUMAN
OG0009670	Em0008g966a	sp|Q00341|VIGLN_HUMAN
OG0009671	Em0008g373a	sp|Q9H0R3|TM222_HUMAN
OG0009672	Em0008g1043a	sp|Q9C0B2|CFA74_HUMAN
OG0009673	Em0005g1202a	sp|P62241|RS8_HUMAN
OG0009675	Em0018g166a	sp|Q9BYD3|RM04_HUMAN
OG0009676	Em0013g549a	sp|Q6P1L8|RM14_HUMAN
OG0009677	Em0009g1165a	sp|Q8IWZ8|SUGP1_HUMAN
OG0009679	Em0015g68a	sp|Q9UBL3|ASH2L_HUMAN
OG0009681	Em0009g601a	sp|P17980|PRS6A_HUMAN
OG0009682	Em0009g593a	sp|O96007|MOC2B_HUMAN
OG0009683	Em0006g877a	sp|Q9H488|OFUT1_HUMAN
OG0009684	Em0009g962a	sp|Q6P656|CF161_HUMAN
OG0009688	Em0009g1188a	sp|Q14147|DHX34_HUMAN
OG0009691	Em0001g92a	sp|P51571|SSRD_HUMAN
OG0009692	Em0001g3565a	sp|Q9H1K0|RBNS5_HUMAN
OG0009697	Em0008g1116a	sp|Q96L58|B3GT6_HUMAN
OG0009699	Em0021g246a	sp|P37837|TALDO_HUMAN
OG0009700	Em0001g94a	sp|Q9H867|MT21D_HUMAN
OG0009701	Em0021g337a	sp|Q04837|SSBP_HUMAN
OG0009703	Em0015g70a	sp|Q9BRA2|TXD17_HUMAN
OG0009704	Em0001g2524a	sp|Q969F1|TF3C6_HUMAN
OG0009705	Em0001g2117a	sp|Q96I99|SUCB2_HUMAN
OG0009706	Em0019g335a	sp|Q9NS73|MBIP1_HUMAN
OG0009707	Em0019g336a	sp|O15040|TCPR2_HUMAN
OG0009708	Em0016g292a	sp|P11310|ACADM_HUMAN
OG0009709	Em0019g280a	sp|Q9BXW9|FACD2_HUMAN
OG0009712	Em0001g720a	sp|Q8NEG7|DEN6B_HUMAN
OG0009714	Em0001g209a	sp|P37268|FDFT_HUMAN
OG0009715	Em0016g122a	sp|Q9HD20|AT131_HUMAN
OG0009717	Em0016g128a	sp|Q5SQH8|CF136_HUMAN
OG0009718	Em0001g3564a	sp|Q8NEE6|DRC6_HUMAN
OG0009720	Em0016g148a	sp|P48507|GSH0_HUMAN
OG0009721	Em0019g254a	sp|Q6UWP7|LCLT1_HUMAN
OG0009723	Em0005g1198a	sp|Q8IYF3|TEX11_HUMAN
OG0009725	Em0019g103a	sp|O15270|SPTC2_HUMAN
OG0009726	Em0019g758a	sp|Q6UWS5|PT117_HUMAN
OG0009729	Em0001g2116a	sp|Q9BU79|TM243_HUMAN
OG0009730	Em0019g356a	sp|Q9NVM6|DJC17_HUMAN
OG0009732	Em0019g931a	sp|Q6PCD5|RFWD3_HUMAN
OG0009733	Em0001g67a	sp|Q96G21|IMP4_HUMAN
OG0009734	Em0001g106a	sp|Q6ZMT4|KDM7A_HUMAN
OG0009736	Em0015g803a	sp|Q12824|SNF5_HUMAN
OG0009737	Em0021g316a	sp|Q16635|TAZ_HUMAN
OG0009738	Em0002g1892a	sp|Q6I9Y2|THOC7_HUMAN
OG0009739	Em0005g1216a	sp|P18124|RL7_HUMAN
OG0009742	Em0005g1632a	sp|O14645|IDLC_HUMAN
OG0009746	Em0019g349a	sp|P18074|ERCC2_HUMAN
OG0009747	Em0019g898a	sp|Q96MX6|DAA10_HUMAN
OG0009749	Em0019g102a	sp|O75445|USH2A_HUMAN
OG0009751	Em0019g762a	sp|Q9H3H1|MOD5_HUMAN
OG0009753	Em0005g1637a	sp|O14618|CCS_HUMAN
OG0009754	Em0009g1248a	sp|P82912|RT11_HUMAN
OG0009755	Em0648g8a	sp|Q99757|THIOM_HUMAN
OG0009756	Em0018g483a	sp|Q06136|KDSR_HUMAN
OG0009758	Em0019g334a	sp|Q86TU7|SETD3_HUMAN
OG0009759	Em0019g343a	sp|Q9BWT3|PAPOG_HUMAN
OG0009760	Em0019g330a	sp|O43280|TREA_HUMAN
OG0009761	Em0023g891a	sp|Q8NE86|MCU_HUMAN
OG0009762	Em0028g25a	sp|Q6PJT7|ZC3HE_HUMAN
OG0009763	Em0005g1636a	sp|O75940|SPF30_HUMAN
OG0009765	Em0014g577a	sp|P22061|PIMT_HUMAN
OG0009769	Em0019g897a	sp|Q02156|KPCE_HUMAN
OG0009772	Em0014g708a	sp|Q8N2M8|CLASR_HUMAN
OG0009775	Em0009g1240a	sp|P13804|ETFA_HUMAN
OG0009776	Em0013g508a	sp|Q9Y276|BCS1_HUMAN
OG0009777	Em0002g107a	sp|Q9UKD2|MRT4_HUMAN
OG0009778	Em0014g831a	sp|Q9H0C1|ZMY12_HUMAN
OG0009779	Em0006g1008a	sp|P52434|RPAB3_HUMAN
OG0009780	Em0022g333a	sp|P23921|RIR1_HUMAN
OG0009781	Em0014g718a	sp|P28838|AMPL_HUMAN
OG0009782	Em0009g1008a	sp|Q86WZ0|HEAT4_HUMAN
OG0009783	Em0005g179a, Em0005g134a	sp|O76083|PDE9A_HUMAN
OG0009785	Em0005g148a	sp|Q8NCU4|CC191_HUMAN
OG0009786	Em0014g712a	sp|Q8WUB8|PHF10_HUMAN
OG0009787	Em0005g1631a	sp|Q96QG7|MTMR9_HUMAN
OG0009788	Em0023g436a	sp|P63172|DYLT1_HUMAN
OG0009790	Em0023g319a	sp|Q58WW2|DCAF6_HUMAN
OG0009793	Em0023g425a	sp|Q9NWK9|BCD1_HUMAN
OG0009794	Em0005g1477a	sp|Q96Q05|TPPC9_HUMAN
OG0009796	Em0037g10a, Em0017g315a	sp|Q9NYM9|BET1L_HUMAN
OG0009799	Em0023g72a	sp|P30084|ECHM_HUMAN
OG0009800	Em0023g368a	sp|P61758|PFD3_HUMAN
OG0009801	Em0006g1035a	sp|Q9H1I8|ASCC2_HUMAN
OG0009802	Em0004g208a	sp|Q8NFR7|CC148_HUMAN
OG0009803	Em0004g26a	sp|Q8N3I7|BBS5_HUMAN
OG0009804	Em0004g240a	sp|Q9NP59|S40A1_HUMAN
OG0009806	Em0023g917a	sp|Q9P2D0|IBTK_HUMAN
OG0009807	Em0022g171a	sp|P40692|MLH1_HUMAN
OG0009808	Em0023g377a	sp|Q14872|MTF1_HUMAN
OG0009809	Em0017g214a	sp|Q9H814|PHAX_HUMAN
OG0009810	Em0017g565a	sp|P14324|FPPS_HUMAN
OG0009811	Em0004g30a	sp|Q9NP72|RAB18_HUMAN
OG0009812	Em0001g12a	sp|O75844|FACE1_HUMAN
OG0009813	Em0023g468a	sp|Q8TEV9|SMCR8_HUMAN
OG0009814	Em0023g598a	sp|Q9UHD1|CHRD1_HUMAN
OG0009817	Em0023g763a	sp|O75027|ABCB7_HUMAN
OG0009819	Em0006g1154a	sp|Q16342|PDCD2_HUMAN
OG0009820	Em0023g374a	sp|O95825|QORL1_HUMAN
OG0009821	Em0425g2a	sp|Q9H4P4|RNF41_HUMAN
OG0009823	Em0023g447a	sp|P30039|PBLD_HUMAN
OG0009824	Em0012g1046a	sp|Q8WU90|ZC3HF_HUMAN
OG0009825	Em0004g238a	sp|Q9NRG9|AAAS_HUMAN
OG0009826	Em0011g1169a	sp|Q8NBF6|AVL9_HUMAN
OG0009827	Em0023g602a	sp|A1L0T0|HACL2_HUMAN
OG0009828	Em0023g932a	sp|P57058|HUNK_HUMAN
OG0009830	Em0004g354a	sp|Q8TDX5|ACMSD_HUMAN
OG0009831	Em0538g2a	sp|A6NNA5|DRGX_HUMAN
OG0009832	Em0004g204a	sp|O75390|CISY_HUMAN
OG0009833	Em0017g568a	sp|Q08257|QOR_HUMAN
OG0009834	Em0004g137a	sp|Q4G0U5|PCDP1_HUMAN
OG0009835	Em0004g340a	sp|O43175|SERA_HUMAN
OG0009838	Em0004g348a	sp|Q0VFZ6|CC173_HUMAN
OG0009839	Em0005g891a	sp|Q8N4S7|PAQR4_HUMAN
OG0009840	Em0001g2641a	sp|P84098|RL19_HUMAN
OG0009841	Em0004g138a	sp|P49848|TAF6_HUMAN
OG0009843	Em0006g988a	sp|Q16719|KYNU_HUMAN
