HOG	OG	Gene Tree Parent Clade	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
N2.HOG0000010	OG0000000	n503	tr|A0A1X7VC80|A0A1X7VC80_AMPQE, tr|A0A1X7UIH3|A0A1X7UIH3_AMPQE, tr|A0A1X7SS38|A0A1X7SS38_AMPQE, tr|A0A1X7TLW4|A0A1X7TLW4_AMPQE, tr|A0A1X7UPA5|A0A1X7UPA5_AMPQE, tr|A0A1X7VEV2|A0A1X7VEV2_AMPQE, tr|A0A1X7UZI7|A0A1X7UZI7_AMPQE, tr|A0A1X7VWI1|A0A1X7VWI1_AMPQE, tr|A0A1X7SW25|A0A1X7SW25_AMPQE, tr|A0A1X7V587|A0A1X7V587_AMPQE, tr|A0A1X7SED0|A0A1X7SED0_AMPQE, tr|A0A1X7TGR5|A0A1X7TGR5_AMPQE, tr|A0A1X7TLW7|A0A1X7TLW7_AMPQE, tr|A0A1X7TVZ6|A0A1X7TVZ6_AMPQE, tr|A0A1X7TUE5|A0A1X7TUE5_AMPQE, tr|A0A1X7UBJ7|A0A1X7UBJ7_AMPQE, tr|A0A1X7VB79|A0A1X7VB79_AMPQE, tr|A0A1X7TTL4|A0A1X7TTL4_AMPQE, tr|A0A1X7VEW2|A0A1X7VEW2_AMPQE, tr|A0A1X7TR46|A0A1X7TR46_AMPQE, tr|A0A1X7VEW7|A0A1X7VEW7_AMPQE, tr|A0A1X7VX28|A0A1X7VX28_AMPQE, tr|A0A1X7TSC6|A0A1X7TSC6_AMPQE, tr|A0A1X7VBB4|A0A1X7VBB4_AMPQE, tr|A0A1X7UJ17|A0A1X7UJ17_AMPQE, tr|A0A1X7TQ17|A0A1X7TQ17_AMPQE, tr|A0A1X7SJU5|A0A1X7SJU5_AMPQE, tr|A0A1X7VHL7|A0A1X7VHL7_AMPQE, tr|A0A1X7SDU8|A0A1X7SDU8_AMPQE, tr|A0A1X7T4A8|A0A1X7T4A8_AMPQE, tr|A0A1X7U171|A0A1X7U171_AMPQE, tr|A0A1X7UK95|A0A1X7UK95_AMPQE, tr|A0A1X7TWE6|A0A1X7TWE6_AMPQE, tr|A0A1X7UZQ0|A0A1X7UZQ0_AMPQE, tr|A0A1X7VPZ1|A0A1X7VPZ1_AMPQE, tr|A0A1X7VM11|A0A1X7VM11_AMPQE, tr|A0A1X7V2U8|A0A1X7V2U8_AMPQE, tr|A0A1X7UU85|A0A1X7UU85_AMPQE, tr|A0A1X7TC56|A0A1X7TC56_AMPQE, tr|A0A1X7U369|A0A1X7U369_AMPQE, tr|A0A1X7TCH9|A0A1X7TCH9_AMPQE, tr|A0A1X7TCJ1|A0A1X7TCJ1_AMPQE, tr|A0A1X7UXD5|A0A1X7UXD5_AMPQE, tr|A0A1X7ULQ4|A0A1X7ULQ4_AMPQE, tr|A0A1X7TRK6|A0A1X7TRK6_AMPQE, tr|A0A1X7TFV2|A0A1X7TFV2_AMPQE, tr|A0A1X7TNU4|A0A1X7TNU4_AMPQE, tr|A0A1X7UYF4|A0A1X7UYF4_AMPQE, tr|A0A1X7TDE4|A0A1X7TDE4_AMPQE, tr|A0A1X7UCT5|A0A1X7UCT5_AMPQE, tr|A0A1X7VBR4|A0A1X7VBR4_AMPQE, tr|A0A1X7U4H4|A0A1X7U4H4_AMPQE, tr|A0A1X7UL23|A0A1X7UL23_AMPQE, tr|A0A1X7V6L5|A0A1X7V6L5_AMPQE, tr|A0A1X7U6S8|A0A1X7U6S8_AMPQE, tr|A0A1X7VGN8|A0A1X7VGN8_AMPQE, tr|A0A1X7TFU1|A0A1X7TFU1_AMPQE			jg26240.t1
N2.HOG0000011	OG0000000	n560	tr|A0A1X7V611|A0A1X7V611_AMPQE, tr|A0A1X7TW14|A0A1X7TW14_AMPQE, tr|A0A1X7VFT9|A0A1X7VFT9_AMPQE, tr|A0A1X7UPG2|A0A1X7UPG2_AMPQE, tr|A0A1X7UCI1|A0A1X7UCI1_AMPQE, tr|A0A1X7U246|A0A1X7U246_AMPQE, tr|A0A1X7VDF0|A0A1X7VDF0_AMPQE, tr|A0A1X7VJC2|A0A1X7VJC2_AMPQE, tr|A0A1X7U4A9|A0A1X7U4A9_AMPQE, tr|A0A1X7T7C1|A0A1X7T7C1_AMPQE, tr|A0A1X7UNN4|A0A1X7UNN4_AMPQE, tr|A0A1X7TJ40|A0A1X7TJ40_AMPQE, tr|A0A1X7U4V7|A0A1X7U4V7_AMPQE, tr|A0A1X7VXB4|A0A1X7VXB4_AMPQE, tr|A0A1X7UBW0|A0A1X7UBW0_AMPQE, tr|A0A1X7UCI7|A0A1X7UCI7_AMPQE, tr|A0A1X7VRG5|A0A1X7VRG5_AMPQE, tr|A0A1X7TWH9|A0A1X7TWH9_AMPQE, tr|A0A1X7V7E1|A0A1X7V7E1_AMPQE, tr|A0A1X7V6V7|A0A1X7V6V7_AMPQE, tr|A0A1X7TN53|A0A1X7TN53_AMPQE, tr|A0A1X7VG94|A0A1X7VG94_AMPQE, tr|A0A1X7U1U7|A0A1X7U1U7_AMPQE, tr|A0A1X7VC89|A0A1X7VC89_AMPQE, tr|A0A1X7UDI8|A0A1X7UDI8_AMPQE, tr|A0A1X7T8Q9|A0A1X7T8Q9_AMPQE, tr|A0A1X7U329|A0A1X7U329_AMPQE, tr|A0A1X7TYE9|A0A1X7TYE9_AMPQE, tr|A0A1X7UYJ0|A0A1X7UYJ0_AMPQE, tr|A0A1X7TPB1|A0A1X7TPB1_AMPQE, tr|A0A1X7USJ3|A0A1X7USJ3_AMPQE, tr|A0A1X7T7K8|A0A1X7T7K8_AMPQE, tr|A0A1X7TQU8|A0A1X7TQU8_AMPQE, tr|A0A1X7UYI5|A0A1X7UYI5_AMPQE, tr|A0A1X7UJB6|A0A1X7UJB6_AMPQE, tr|A0A1X7VBI6|A0A1X7VBI6_AMPQE, tr|A0A1X7UQN5|A0A1X7UQN5_AMPQE			
N2.HOG0000012	OG0000000	n597	tr|A0A1X7VH17|A0A1X7VH17_AMPQE, tr|A0A1X7SQP8|A0A1X7SQP8_AMPQE, tr|A0A1X7SHV6|A0A1X7SHV6_AMPQE, tr|A0A1X7TCG3|A0A1X7TCG3_AMPQE, tr|A0A1X7VCV2|A0A1X7VCV2_AMPQE, tr|A0A1X7T6A3|A0A1X7T6A3_AMPQE, tr|A0A1X7TKY2|A0A1X7TKY2_AMPQE, tr|A0A1X7SZX2|A0A1X7SZX2_AMPQE, tr|A0A1X7TYZ5|A0A1X7TYZ5_AMPQE, tr|A0A1X7V8N7|A0A1X7V8N7_AMPQE, tr|A0A1X7VCJ6|A0A1X7VCJ6_AMPQE, tr|A0A1X7U3C9|A0A1X7U3C9_AMPQE, tr|A0A1X7VGG9|A0A1X7VGG9_AMPQE, tr|A0A1X7V5Z5|A0A1X7V5Z5_AMPQE			
N2.HOG0000013	OG0000000	n612	tr|A0A1X7UDZ4|A0A1X7UDZ4_AMPQE, tr|A0A1X7VHA0|A0A1X7VHA0_AMPQE			
N2.HOG0000014	OG0000000	n614	tr|A0A1X7T681|A0A1X7T681_AMPQE, tr|A0A1X7VTC9|A0A1X7VTC9_AMPQE, tr|A0A1X7VA72|A0A1X7VA72_AMPQE, tr|A0A1X7TE60|A0A1X7TE60_AMPQE, tr|A0A1X7V588|A0A1X7V588_AMPQE, tr|A0A1X7T553|A0A1X7T553_AMPQE, tr|A0A1X7UXB4|A0A1X7UXB4_AMPQE, tr|A0A1X7UIE9|A0A1X7UIE9_AMPQE, tr|A0A1X7UA95|A0A1X7UA95_AMPQE, tr|A0A1X7TAB6|A0A1X7TAB6_AMPQE, tr|A0A1X7U662|A0A1X7U662_AMPQE, tr|A0A1X7VDH8|A0A1X7VDH8_AMPQE, tr|A0A1X7TCW1|A0A1X7TCW1_AMPQE, tr|A0A1X7SQC8|A0A1X7SQC8_AMPQE, tr|A0A1X7V5W0|A0A1X7V5W0_AMPQE, tr|A0A1X7UWN8|A0A1X7UWN8_AMPQE, tr|A0A1X7TVL8|A0A1X7TVL8_AMPQE			jg3293.t1
N2.HOG0000015	OG0000000	n631	tr|A0A1X7U5R3|A0A1X7U5R3_AMPQE, tr|A0A1X7SLX1|A0A1X7SLX1_AMPQE, tr|A0A1X7U228|A0A1X7U228_AMPQE, tr|A0A1X7TYR8|A0A1X7TYR8_AMPQE, tr|A0A1X7UB07|A0A1X7UB07_AMPQE, tr|A0A1X7V7A5|A0A1X7V7A5_AMPQE, tr|A0A1X7TSE3|A0A1X7TSE3_AMPQE, tr|A0A1X7VGU3|A0A1X7VGU3_AMPQE, tr|A0A1X7V3I5|A0A1X7V3I5_AMPQE			jg20162.t1
N2.HOG0000016	OG0000000	n640	tr|A0A1X7SMP4|A0A1X7SMP4_AMPQE, tr|A0A1X7T801|A0A1X7T801_AMPQE, tr|A0A1X7U6I1|A0A1X7U6I1_AMPQE			
N2.HOG0000017	OG0000000	n642	tr|A0A1X7VAI7|A0A1X7VAI7_AMPQE, tr|A0A1X7VAJ8|A0A1X7VAJ8_AMPQE, tr|A0A1X7TDC8|A0A1X7TDC8_AMPQE, tr|A0A1X7VHS5|A0A1X7VHS5_AMPQE, tr|A0A1X7SQ25|A0A1X7SQ25_AMPQE, tr|A0A1X7UA53|A0A1X7UA53_AMPQE, tr|A0A1X7VJA2|A0A1X7VJA2_AMPQE, tr|A0A1X7TZX1|A0A1X7TZX1_AMPQE, tr|A0A1X7T5V9|A0A1X7T5V9_AMPQE, tr|A0A1X7V5Q6|A0A1X7V5Q6_AMPQE, tr|A0A1X7UMM7|A0A1X7UMM7_AMPQE, tr|A0A1X7TEK5|A0A1X7TEK5_AMPQE, tr|A0A1X7T769|A0A1X7T769_AMPQE, tr|A0A1X7TL55|A0A1X7TL55_AMPQE, tr|A0A1X7V5Z7|A0A1X7V5Z7_AMPQE, tr|A0A1X7VA79|A0A1X7VA79_AMPQE, tr|A0A1X7TMN4|A0A1X7TMN4_AMPQE, tr|A0A1X7U4A8|A0A1X7U4A8_AMPQE, tr|A0A1X7T3A3|A0A1X7T3A3_AMPQE, tr|A0A1X7TP56|A0A1X7TP56_AMPQE, tr|A0A1X7T6Z0|A0A1X7T6Z0_AMPQE, tr|A0A1X7T2S8|A0A1X7T2S8_AMPQE, tr|A0A1X7U2X7|A0A1X7U2X7_AMPQE, tr|A0A1X7SMM7|A0A1X7SMM7_AMPQE, tr|A0A1X7V7C6|A0A1X7V7C6_AMPQE, tr|A0A1X7U727|A0A1X7U727_AMPQE, tr|A0A1X7UKW1|A0A1X7UKW1_AMPQE, tr|A0A1X7U2H5|A0A1X7U2H5_AMPQE, tr|A0A1X7SGE2|A0A1X7SGE2_AMPQE, tr|A0A1X7U4R1|A0A1X7U4R1_AMPQE, tr|A0A1X7V0X8|A0A1X7V0X8_AMPQE, tr|A0A1X7TH46|A0A1X7TH46_AMPQE, tr|A0A1X7V6P1|A0A1X7V6P1_AMPQE, tr|A0A1X7URJ8|A0A1X7URJ8_AMPQE, tr|A0A1X7UMK4|A0A1X7UMK4_AMPQE, tr|A0A1X7VXG4|A0A1X7VXG4_AMPQE			
N2.HOG0000018	OG0000000	n677	tr|A0A1X7TYH3|A0A1X7TYH3_AMPQE, tr|A0A1X7TG92|A0A1X7TG92_AMPQE			jg17281.t1
N2.HOG0000019	OG0000001	n0	tr|A0A1X7T0K2|A0A1X7T0K2_AMPQE			
N2.HOG0000020	OG0000002	n5	tr|A0A1X7TS26|A0A1X7TS26_AMPQE, tr|A0A1X7SE33|A0A1X7SE33_AMPQE, tr|A0A1X7UN59|A0A1X7UN59_AMPQE, tr|A0A1X7UE80|A0A1X7UE80_AMPQE, tr|A0A1X7T8N0|A0A1X7T8N0_AMPQE, tr|A0A1X7TB68|A0A1X7TB68_AMPQE, tr|A0A1X7SIC2|A0A1X7SIC2_AMPQE, tr|A0A1X7TWK4|A0A1X7TWK4_AMPQE, tr|A0A1X7SL79|A0A1X7SL79_AMPQE, tr|A0A1X7T6G1|A0A1X7T6G1_AMPQE, tr|A0A1X7TD54|A0A1X7TD54_AMPQE, tr|A0A1X7TR79|A0A1X7TR79_AMPQE, tr|A0A1X7T4P2|A0A1X7T4P2_AMPQE, tr|A0A1X7T0G5|A0A1X7T0G5_AMPQE, tr|A0A1X7TFU8|A0A1X7TFU8_AMPQE, tr|A0A1X7U9U8|A0A1X7U9U8_AMPQE, tr|A0A1X7V967|A0A1X7V967_AMPQE, tr|A0A1X7VC90|A0A1X7VC90_AMPQE, tr|A0A1X7UDF7|A0A1X7UDF7_AMPQE, tr|A0A1X7TNB4|A0A1X7TNB4_AMPQE, tr|A0A1X7TFF4|A0A1X7TFF4_AMPQE, tr|A0A1X7T5F8|A0A1X7T5F8_AMPQE, tr|A0A1X7UDS3|A0A1X7UDS3_AMPQE, tr|A0A1X7TPY1|A0A1X7TPY1_AMPQE, tr|A0A1X7T4A7|A0A1X7T4A7_AMPQE, tr|A0A1X7SJB2|A0A1X7SJB2_AMPQE, tr|A0A1X7TAK0|A0A1X7TAK0_AMPQE, tr|A0A1X7TDS7|A0A1X7TDS7_AMPQE, tr|A0A1X7T3W6|A0A1X7T3W6_AMPQE, tr|A0A1X7T6J4|A0A1X7T6J4_AMPQE, tr|A0A1X7TVQ6|A0A1X7TVQ6_AMPQE, tr|A0A1X7TGR4|A0A1X7TGR4_AMPQE, tr|A0A1X7TKT4|A0A1X7TKT4_AMPQE, tr|A0A1X7TST7|A0A1X7TST7_AMPQE, tr|A0A1X7TXH1|A0A1X7TXH1_AMPQE, tr|A0A1X7T4K3|A0A1X7T4K3_AMPQE, tr|A0A1X7UMJ3|A0A1X7UMJ3_AMPQE, tr|A0A1X7T4H2|A0A1X7T4H2_AMPQE, tr|A0A1X7TCQ6|A0A1X7TCQ6_AMPQE, tr|A0A1X7ULU0|A0A1X7ULU0_AMPQE, tr|A0A1X7TKP8|A0A1X7TKP8_AMPQE, tr|A0A1X7TKJ3|A0A1X7TKJ3_AMPQE, tr|A0A1X7T9G2|A0A1X7T9G2_AMPQE, tr|A0A1X7TUQ6|A0A1X7TUQ6_AMPQE, tr|A0A1X7SR29|A0A1X7SR29_AMPQE, tr|A0A1X7T8L9|A0A1X7T8L9_AMPQE, tr|A0A1X7SWU6|A0A1X7SWU6_AMPQE, tr|A0A1X7THM8|A0A1X7THM8_AMPQE, tr|A0A1X7SH46|A0A1X7SH46_AMPQE, tr|A0A1X7SXE8|A0A1X7SXE8_AMPQE, tr|A0A1X7T6G9|A0A1X7T6G9_AMPQE, tr|A0A1X7SSV2|A0A1X7SSV2_AMPQE, tr|A0A1X7T8S2|A0A1X7T8S2_AMPQE, tr|A0A1X7T3V0|A0A1X7T3V0_AMPQE, tr|A0A1X7UL78|A0A1X7UL78_AMPQE, tr|A0A1X7TKU7|A0A1X7TKU7_AMPQE, tr|A0A1X7U9K3|A0A1X7U9K3_AMPQE, tr|A0A1X7T8U4|A0A1X7T8U4_AMPQE, tr|A0A1X7SDP0|A0A1X7SDP0_AMPQE			
N2.HOG0000021	OG0000002	n67	tr|A0A1X7SUY5|A0A1X7SUY5_AMPQE, tr|A0A1X7U9U4|A0A1X7U9U4_AMPQE, tr|A0A1X7SY35|A0A1X7SY35_AMPQE, tr|A0A1X7TY38|A0A1X7TY38_AMPQE, tr|A0A1X7SPD7|A0A1X7SPD7_AMPQE, tr|A0A1X7TTY3|A0A1X7TTY3_AMPQE, tr|A0A1X7SWA7|A0A1X7SWA7_AMPQE, tr|A0A1X7SUC4|A0A1X7SUC4_AMPQE, tr|A0A1X7TJ04|A0A1X7TJ04_AMPQE, tr|A0A1X7T4Q8|A0A1X7T4Q8_AMPQE, tr|A0A1X7U3B3|A0A1X7U3B3_AMPQE, tr|A0A1X7U2F7|A0A1X7U2F7_AMPQE, tr|A0A1X7TTY8|A0A1X7TTY8_AMPQE, tr|A0A1X7T1T8|A0A1X7T1T8_AMPQE, tr|A0A1X7STF1|A0A1X7STF1_AMPQE, tr|A0A1X7TKI5|A0A1X7TKI5_AMPQE, tr|A0A1X7TKB8|A0A1X7TKB8_AMPQE, tr|A0A1X7T3T4|A0A1X7T3T4_AMPQE, tr|A0A1X7UCQ6|A0A1X7UCQ6_AMPQE, tr|A0A1X7SF19|A0A1X7SF19_AMPQE, tr|A0A1X7U5B9|A0A1X7U5B9_AMPQE, tr|A0A1X7STH2|A0A1X7STH2_AMPQE, tr|A0A1X7T579|A0A1X7T579_AMPQE, tr|A0A1X7T9A0|A0A1X7T9A0_AMPQE, tr|A0A1X7TR96|A0A1X7TR96_AMPQE, tr|A0A1X7SIC4|A0A1X7SIC4_AMPQE, tr|A0A1X7TYD7|A0A1X7TYD7_AMPQE			
N2.HOG0000022	OG0000002	n95	tr|A0A1X7TPY2|A0A1X7TPY2_AMPQE, tr|A0A1X7T9Y6|A0A1X7T9Y6_AMPQE			jg29908.t1
N2.HOG0000023	OG0000002	n97	tr|A0A1X7SDC1|A0A1X7SDC1_AMPQE, tr|A0A1X7TIS2|A0A1X7TIS2_AMPQE, tr|A0A1X7SML1|A0A1X7SML1_AMPQE, tr|A0A1X7SL77|A0A1X7SL77_AMPQE, tr|A0A1X7SJB3|A0A1X7SJB3_AMPQE, tr|A0A1X7SZK0|A0A1X7SZK0_AMPQE			jg19709.t1
N2.HOG0000024	OG0000002	n103	tr|A0A1X7TDK4|A0A1X7TDK4_AMPQE, tr|A0A1X7T8P5|A0A1X7T8P5_AMPQE, tr|A0A1X7UAE1|A0A1X7UAE1_AMPQE, tr|A0A1X7U632|A0A1X7U632_AMPQE, tr|A0A1X7SU59|A0A1X7SU59_AMPQE, tr|A0A1X7SNA2|A0A1X7SNA2_AMPQE, tr|A0A1X7SYS2|A0A1X7SYS2_AMPQE, tr|A0A1X7TND6|A0A1X7TND6_AMPQE, tr|A0A1X7UDK1|A0A1X7UDK1_AMPQE, tr|A0A1X7TRT2|A0A1X7TRT2_AMPQE, tr|A0A1X7T4S0|A0A1X7T4S0_AMPQE, tr|A0A1X7U5J1|A0A1X7U5J1_AMPQE, tr|A0A1X7U6K1|A0A1X7U6K1_AMPQE, tr|A0A1X7TFS3|A0A1X7TFS3_AMPQE			
N2.HOG0000025	OG0000002	n116	tr|A0A1X7T192|A0A1X7T192_AMPQE, tr|A0A1X7UJH6|A0A1X7UJH6_AMPQE, tr|A0A1X7SYV1|A0A1X7SYV1_AMPQE, tr|A0A1X7TFJ0|A0A1X7TFJ0_AMPQE, tr|A0A1X7SRH5|A0A1X7SRH5_AMPQE, tr|A0A1X7SZU7|A0A1X7SZU7_AMPQE, tr|A0A1X7TQY2|A0A1X7TQY2_AMPQE, tr|A0A1X7V950|A0A1X7V950_AMPQE, tr|A0A1X7SFK4|A0A1X7SFK4_AMPQE, tr|A0A1X7UW68|A0A1X7UW68_AMPQE, tr|A0A1X7TI03|A0A1X7TI03_AMPQE			jg19712.t1
N2.HOG0000026	OG0000002	n128	tr|A0A1X7SFW0|A0A1X7SFW0_AMPQE, tr|A0A1X7T5J8|A0A1X7T5J8_AMPQE, tr|A0A1X7UWF4|A0A1X7UWF4_AMPQE, tr|A0A1X7SPB4|A0A1X7SPB4_AMPQE, tr|A0A1X7SI31|A0A1X7SI31_AMPQE			
N2.HOG0000027	OG0000002	n133	tr|A0A1X7T4Y1|A0A1X7T4Y1_AMPQE, tr|A0A1X7UJ85|A0A1X7UJ85_AMPQE, tr|A0A1X7TPL0|A0A1X7TPL0_AMPQE, tr|A0A1X7SMW4|A0A1X7SMW4_AMPQE			
N2.HOG0000028	OG0000002	n137	tr|A0A1X7SVQ5|A0A1X7SVQ5_AMPQE, tr|A0A1X7TB73|A0A1X7TB73_AMPQE, tr|A0A1X7UFK8|A0A1X7UFK8_AMPQE, tr|A0A1X7TK50|A0A1X7TK50_AMPQE, tr|A0A1X7V334|A0A1X7V334_AMPQE, tr|A0A1X7SFQ7|A0A1X7SFQ7_AMPQE, tr|A0A1X7V1T6|A0A1X7V1T6_AMPQE			
N2.HOG0000029	OG0000002	n144	tr|A0A1X7SYD9|A0A1X7SYD9_AMPQE, tr|A0A1X7TUG9|A0A1X7TUG9_AMPQE, tr|A0A1X7T756|A0A1X7T756_AMPQE, tr|A0A1X7TER8|A0A1X7TER8_AMPQE, tr|A0A1X7U6B5|A0A1X7U6B5_AMPQE, tr|A0A1X7T5U9|A0A1X7T5U9_AMPQE, tr|A0A1X7UI07|A0A1X7UI07_AMPQE, tr|A0A1X7UIW9|A0A1X7UIW9_AMPQE, tr|A0A1X7T986|A0A1X7T986_AMPQE			
N2.HOG0000030	OG0000002	n154				jg29922.t1, jg10276.t1, jg10276.t2, jg10278.t1, jg26690.t1
N2.HOG0000031	OG0000002	n159	tr|A0A1X7STT5|A0A1X7STT5_AMPQE, tr|A0A1X7SSX5|A0A1X7SSX5_AMPQE, tr|A0A1X7T2P8|A0A1X7T2P8_AMPQE, tr|A0A1X7TCV5|A0A1X7TCV5_AMPQE, tr|A0A1X7TWF5|A0A1X7TWF5_AMPQE, tr|A0A1X7VD83|A0A1X7VD83_AMPQE			jg19734.t1, jg14950.t1
N2.HOG0000032	OG0000002	n166	tr|A0A1X7VBH9|A0A1X7VBH9_AMPQE, tr|A0A1X7T0Y3|A0A1X7T0Y3_AMPQE, tr|A0A1X7SDW5|A0A1X7SDW5_AMPQE, tr|A0A1X7SKI4|A0A1X7SKI4_AMPQE			jg26684.t1
N2.HOG0000033	OG0000002	n171	tr|A0A1X7TWT6|A0A1X7TWT6_AMPQE, tr|A0A1X7UCW6|A0A1X7UCW6_AMPQE, tr|A0A1X7TXC4|A0A1X7TXC4_AMPQE, tr|A0A1X7TGG6|A0A1X7TGG6_AMPQE, tr|A0A1X7UEL6|A0A1X7UEL6_AMPQE, tr|A0A1X7UB70|A0A1X7UB70_AMPQE, tr|A0A1X7TW24|A0A1X7TW24_AMPQE, tr|A0A1X7TW28|A0A1X7TW28_AMPQE, tr|A0A1X7T0J3|A0A1X7T0J3_AMPQE, tr|A0A1X7TCY3|A0A1X7TCY3_AMPQE, tr|A0A1X7U3N6|A0A1X7U3N6_AMPQE, tr|A0A1X7SLB2|A0A1X7SLB2_AMPQE, tr|A0A1X7SNI4|A0A1X7SNI4_AMPQE, tr|A0A1X7URD0|A0A1X7URD0_AMPQE, tr|A0A1X7UT36|A0A1X7UT36_AMPQE, tr|A0A1X7T0P5|A0A1X7T0P5_AMPQE, tr|A0A1X7TWV2|A0A1X7TWV2_AMPQE, tr|A0A1X7SEK1|A0A1X7SEK1_AMPQE, tr|A0A1X7TNF0|A0A1X7TNF0_AMPQE			jg18338.t1
N2.HOG0000034	OG0000002	n192	tr|A0A1X7U6C8|A0A1X7U6C8_AMPQE, tr|A0A1X7T179|A0A1X7T179_AMPQE, tr|A0A1X7U227|A0A1X7U227_AMPQE, tr|A0A1X7TYI3|A0A1X7TYI3_AMPQE, tr|A0A1X7U5Z7|A0A1X7U5Z7_AMPQE, tr|A0A1X7UJ47|A0A1X7UJ47_AMPQE, tr|A0A1X7UTV7|A0A1X7UTV7_AMPQE, tr|A0A1X7U4I9|A0A1X7U4I9_AMPQE			jg14962.t1
N2.HOG0000035	OG0000002	n200	tr|A0A1X7UAD6|A0A1X7UAD6_AMPQE, tr|A0A1X7TL19|A0A1X7TL19_AMPQE, tr|A0A1X7UAP1|A0A1X7UAP1_AMPQE, tr|A0A1X7UAQ4|A0A1X7UAQ4_AMPQE, tr|A0A1X7U157|A0A1X7U157_AMPQE, tr|A0A1X7URD7|A0A1X7URD7_AMPQE, tr|A0A1X7TRE8|A0A1X7TRE8_AMPQE, tr|A0A1X7TCY5|A0A1X7TCY5_AMPQE, tr|A0A1X7TWC2|A0A1X7TWC2_AMPQE, tr|A0A1X7VBS4|A0A1X7VBS4_AMPQE, tr|A0A1X7TVV6|A0A1X7TVV6_AMPQE, tr|A0A1X7U151|A0A1X7U151_AMPQE, tr|A0A1X7TLK4|A0A1X7TLK4_AMPQE, tr|A0A1X7TPI6|A0A1X7TPI6_AMPQE, tr|A0A1X7TYD2|A0A1X7TYD2_AMPQE, tr|A0A1X7T614|A0A1X7T614_AMPQE, tr|A0A1X7T9T0|A0A1X7T9T0_AMPQE, tr|A0A1X7SN37|A0A1X7SN37_AMPQE, tr|A0A1X7UC44|A0A1X7UC44_AMPQE, tr|A0A1X7TXV6|A0A1X7TXV6_AMPQE, tr|A0A1X7TSQ1|A0A1X7TSQ1_AMPQE, tr|A0A1X7T554|A0A1X7T554_AMPQE, tr|A0A1X7U3A8|A0A1X7U3A8_AMPQE, tr|A0A1X7VBH4|A0A1X7VBH4_AMPQE, tr|A0A1X7U665|A0A1X7U665_AMPQE, tr|A0A1X7UB84|A0A1X7UB84_AMPQE, tr|A0A1X7TXV1|A0A1X7TXV1_AMPQE, tr|A0A1X7TY44|A0A1X7TY44_AMPQE, tr|A0A1X7TCF8|A0A1X7TCF8_AMPQE, tr|A0A1X7TR34|A0A1X7TR34_AMPQE, tr|A0A1X7SSQ8|A0A1X7SSQ8_AMPQE, tr|A0A1X7T162|A0A1X7T162_AMPQE, tr|A0A1X7USQ1|A0A1X7USQ1_AMPQE, tr|A0A1X7T6N7|A0A1X7T6N7_AMPQE, tr|A0A1X7VD31|A0A1X7VD31_AMPQE, tr|A0A1X7SX62|A0A1X7SX62_AMPQE, tr|A0A1X7T921|A0A1X7T921_AMPQE, tr|A0A1X7U9V4|A0A1X7U9V4_AMPQE, tr|A0A1X7U3M0|A0A1X7U3M0_AMPQE, tr|A0A1X7TWG8|A0A1X7TWG8_AMPQE, tr|A0A1X7U3X4|A0A1X7U3X4_AMPQE, tr|A0A1X7TQV2|A0A1X7TQV2_AMPQE, tr|A0A1X7T025|A0A1X7T025_AMPQE, tr|A0A1X7ST20|A0A1X7ST20_AMPQE, tr|A0A1X7T0Y4|A0A1X7T0Y4_AMPQE, tr|A0A1X7SKL7|A0A1X7SKL7_AMPQE, tr|A0A1X7TJ60|A0A1X7TJ60_AMPQE, tr|A0A1X7U1N9|A0A1X7U1N9_AMPQE, tr|A0A1X7TWC7|A0A1X7TWC7_AMPQE, tr|A0A1X7T6M5|A0A1X7T6M5_AMPQE, tr|A0A1X7SY30|A0A1X7SY30_AMPQE, tr|A0A1X7UB89|A0A1X7UB89_AMPQE, tr|A0A1X7SVY1|A0A1X7SVY1_AMPQE, tr|A0A1X7SYQ2|A0A1X7SYQ2_AMPQE, tr|A0A1X7T4G6|A0A1X7T4G6_AMPQE, tr|A0A1X7SQD9|A0A1X7SQD9_AMPQE, tr|A0A1X7TBI9|A0A1X7TBI9_AMPQE, tr|A0A1X7SQK3|A0A1X7SQK3_AMPQE, tr|A0A1X7SF33|A0A1X7SF33_AMPQE, tr|A0A1X7TY33|A0A1X7TY33_AMPQE, tr|A0A1X7SWM8|A0A1X7SWM8_AMPQE, tr|A0A1X7SMK2|A0A1X7SMK2_AMPQE, tr|A0A1X7SP83|A0A1X7SP83_AMPQE, tr|A0A1X7TQZ5|A0A1X7TQZ5_AMPQE, tr|A0A1X7SZW2|A0A1X7SZW2_AMPQE			jg12949.t1, jg14183.t1, jg14177.t1, jg14953.t1, jg14178.t1, jg13765.t1, jg15123.t1, jg4520.t1, jg21365.t1, jg14176.t1, jg14180.t1
N2.HOG0000036	OG0000003	n11	tr|A0A1X7VXW0|A0A1X7VXW0_AMPQE, tr|A0A1X7UTY4|A0A1X7UTY4_AMPQE			jg5124.t1
